library_size_case_id,launch_count,safe_success_rate,full_safe_success_rate,hard_failure_rate,physical_hard_failure_rate,expected_low_energy_dry_air_sink_rate,no_viable_primitive_rate,mission_success_rate,front_wall_terminal_success_rate,wrong_wall_exit_rate,mean_launch_score
balanced_cluster,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,141.19054021099498
heavy_cluster,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,141.3571831588058
light_cluster,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,141.02924609406014
no_cluster_no_merge,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,141.33042456272716
super_light_cluster,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,140.91899024341797
