audit_scope,timing_requirement_tier,timing_requirement_policy,hard_100ms_required_rate,selector_decision_count,prepared_before_boundary_count,prepared_before_boundary_rate,preferred_20ms_slot_met_count,preferred_20ms_slot_met_rate,hard_100ms_boundary_met_count,hard_100ms_boundary_met_rate,hard_100ms_requirement_passed,max_decision_total_duration_s,p99_decision_total_duration_s,mean_decision_total_duration_s,mean_evaluated_candidate_count,max_evaluated_candidate_count,mean_total_library_candidate_count,max_total_library_candidate_count,mean_prefilter_skipped_candidate_count,preferred_decision_budget_s,hard_decision_budget_s,audit_status,real_time_claim_status
overall,aggregate_diagnostic,reported_only_mixed_scope,,444,444,1.0,248,0.5585585585585585,373,0.8400900900900901,,4.52434739999444,0.6553627619984032,0.0782985925669817,11.036036036036036,48,436.85585585585585,1587,425.8198198198198,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced,required_real_flight_candidate_aggregate,aggregate_includes_pre_release_report_inflight_scope_for_gate,,176,176,1.0,133,0.7556818181818182,170,0.9659090909090909,,4.52434739999444,3.5186093499978597,0.08372126818110036,1.7272727272727273,5,50.0,75,48.27272727272727,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,176,176,1.0,93,0.5284090909090909,161,0.9147727272727273,,0.2058163999972748,0.16344497499449057,0.033446611931429414,5.295454545454546,10,222.5,295,217.20454545454547,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
offline_comparison:unrestricted:not_real_flight_candidate:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,92,92,1.0,22,0.2391304347826087,42,0.45652173913043476,,0.7374559999952908,0.6896008289958265,0.1537285673905938,39.82608695652174,48,1587.0,1587,1547.1739130434783,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced:inflight_boundary_decisions,required_real_flight_candidate,all_inflight_decisions_must_meet_100ms_for_heavy_and_balanced,1.0,160,160,1.0,131,0.81875,159,0.99375,False,0.1048105000081704,0.07636915899623987,0.01387081687448694,1.6,3,50.0,75,48.4,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light:inflight_boundary_decisions,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,160,160,1.0,89,0.55625,149,0.93125,,0.1812192999932449,0.14450350199615045,0.02898112874995599,5.2,10,222.5,295,217.3,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
pre_release_initial_decisions:not_inflight_boundary_compute,pre_release_preparation,not_an_inflight_boundary_compute_gate,,40,40,1.0,8,0.2,25,0.625,,4.52434739999444,4.315244336993782,0.4306573274971015,13.3,48,426.4,1587,413.1,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:balanced_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,88,88,1.0,67,0.7613636363636364,84,0.9545454545454546,,4.52434739999444,0.6946007009924305,0.068773494317611,1.8181818181818181,5,75.0,75,73.18181818181819,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:heavy_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,88,88,1.0,66,0.75,86,0.9772727272727273,,3.988185699992755,3.4434771339986736,0.0986690420445897,1.6363636363636365,3,25.0,25,23.363636363636363,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,88,88,1.0,61,0.6931818181818182,85,0.9659090909090909,,0.1575201999949058,0.13481163399956114,0.025767904546062825,3.3636363636363638,6,150.0,150,146.63636363636363,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,92,92,1.0,22,0.2391304347826087,42,0.45652173913043476,,0.7374559999952908,0.6896008289958265,0.1537285673905938,39.82608695652174,48,1587.0,1587,1547.1739130434783,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:super_light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,88,88,1.0,32,0.36363636363636365,76,0.8636363636363636,,0.2058163999972748,0.1844169229937687,0.04112531931679598,7.2272727272727275,10,295.0,295,287.77272727272725,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
launch_role:final_heldout,aggregate_diagnostic,reported_only_mixed_scope,,444,444,1.0,248,0.5585585585585585,373,0.8400900900900901,,4.52434739999444,0.6553627619984032,0.0782985925669817,11.036036036036036,48,436.85585585585585,1587,425.8198198198198,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
policy_id:no_memory_baseline,aggregate_diagnostic,reported_only_mixed_scope,,111,111,1.0,95,0.8558558558558559,108,0.972972972972973,,4.52434739999444,3.9255755199934392,0.11455281981833901,11.018018018018019,48,436.85585585585585,1587,425.8378378378378,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
policy_id:spatial_flow_belief_memory_h10,aggregate_diagnostic,reported_only_mixed_scope,,111,111,1.0,51,0.4594594594594595,91,0.8198198198198198,,0.6848678999958793,0.611795320001693,0.06858092252304565,11.09009009009009,48,436.85585585585585,1587,425.76576576576576,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
policy_id:spatial_flow_belief_memory_h3,aggregate_diagnostic,reported_only_mixed_scope,,111,111,1.0,60,0.5405405405405406,90,0.8108108108108109,,0.4775321000051917,0.4359958499982895,0.056846433332261186,11.018018018018019,48,436.85585585585585,1587,425.8378378378378,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
policy_id:spatial_flow_belief_memory_h30,aggregate_diagnostic,reported_only_mixed_scope,,111,111,1.0,42,0.3783783783783784,84,0.7567567567567568,,0.7374559999952908,0.5708461699898183,0.0732141945942809,11.018018018018019,48,436.85585585585585,1587,425.8378378378378,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
