surface_index,surface_name,command_level_norm,lookup_deflection_deg,lookup_std_deg,lookup_min_deg,lookup_max_deg,valid_hold_count,direction_groups,sweep_phases
1,Aileron_L,-0.75,-16.9590651150627,0.325985524163217,-17.1895716897672,-16.7285585403583,2,negative_first|positive_first,outbound
1,Aileron_L,-0.5,-14.1604468206824,0.983960542278909,-15.0227782127646,-12.6564519379452,4,negative_first|positive_first,outbound|return
1,Aileron_L,-0.3,-8.95746140583366,1.08922089381474,-10.484425234078,-8.24038518490207,4,negative_first|positive_first,outbound|return
1,Aileron_L,-0.15,-1.66231188954256,1.59441207208477,-3.68428080128959,0.1861276059976,4,negative_first|positive_first,outbound|return
1,Aileron_L,0,5.55111512312578e-17,1.02353854045381,-1.85264360018188,0.701199771590052,8,negative_first|positive_first,outbound|return
1,Aileron_L,0.15,4.71512780011564,0.665654009317002,3.89279379072969,5.51597175516983,4,negative_first|positive_first,outbound|return
1,Aileron_L,0.3,10.120319344436,1.18582857072392,9.27570637074918,12.041705951543,4,negative_first|positive_first,outbound|return
1,Aileron_L,0.5,12.9760715553967,1.99372655631739,11.3160804643604,15.4247339969278,4,negative_first|positive_first,outbound|return
1,Aileron_L,0.75,20.4115575879964,0.988494568230589,19.0447190375438,21.2242717718692,4,negative_first|positive_first,outbound|return
1,Aileron_L,1,23.9033849824911,0.355601660858501,23.6519366366969,24.1548333282854,2,negative_first|positive_first,outbound
2,Aileron_R,-0.5,-9.12771626447084,0,-9.12771626447084,-9.12771626447084,1,negative_first,return
2,Aileron_R,-0.3,-13.9565235996074,2.8375828446293,-15.9629976712234,-11.9500495279914,2,negative_first|positive_first,outbound|return
2,Aileron_R,-0.15,-4.34093640577202,2.76197803209288,-6.32047044214138,-0.328515042574683,4,negative_first|positive_first,outbound|return
2,Aileron_R,0,0,2.37590583834667,-5.57770761003687,0.239783060287506,7,negative_first|positive_first,outbound|return
2,Aileron_R,0.15,6.80211276391481,1.37548289723134,6.55233191729728,9.049787776632,3,negative_first|positive_first,outbound|return
2,Aileron_R,0.3,10.3241280537548,4.09640705819512,6.46442237968899,14.3192716996312,4,negative_first|positive_first,outbound|return
2,Aileron_R,0.5,18.8435876442896,2.54320692560524,15.005176466957,19.8146509228112,3,negative_first|positive_first,outbound|return
2,Aileron_R,0.75,27.5930321727126,0.531002538810098,26.6534388335346,27.8621735510581,4,negative_first|positive_first,outbound|return
2,Aileron_R,1,36.6158322317586,0.188575085548914,36.4824895100042,36.7491749535131,2,negative_first|positive_first,outbound
3,Rudder,-1,-28.7368699268969,0.108659990352948,-28.8137041429192,-28.6600357108747,2,negative_first|positive_first,outbound
3,Rudder,-0.75,-23.4723325168436,4.17313703942232,-27.6009161451945,-19.4354909351745,4,negative_first|positive_first,outbound|return
3,Rudder,-0.5,-11.6303014637444,3.583664169619,-17.2068439534658,-10.5192680222434,3,negative_first|positive_first,outbound|return
3,Rudder,-0.3,-12.8832096552012,2.3615007519799,-14.8072541954275,-9.62766618117203,4,negative_first|positive_first,outbound|return
3,Rudder,-0.15,-6.19644387550761,2.66155697169176,-8.36178933520946,-2.36154710409141,4,negative_first|positive_first,outbound|return
3,Rudder,0,0,3.52773261642352,-2.08196346696838,6.75704323283314,8,negative_first|positive_first,outbound|return
3,Rudder,0.15,9.74558477175752,1.90119704714332,9.5178479753064,12.9187747240722,3,negative_first|positive_first,outbound|return
3,Rudder,0.3,15.9321486265645,2.59075108791632,13.6124387130078,18.4266997460812,4,negative_first|positive_first,outbound|return
3,Rudder,0.5,25.846819983625,0.761984265963199,24.8641719028881,26.3642883534155,3,negative_first|positive_first,outbound|return
3,Rudder,0.75,39.9836329828356,6.93297138952201,28.173722029421,40.3709568481559,3,negative_first|positive_first,outbound|return
3,Rudder,1,40.9742899868761,0.109035787536181,40.8971900421173,41.051389931635,2,negative_first|positive_first,outbound
4,Elevator,-0.75,-42.469560083713,0,-42.469560083713,-42.469560083713,1,negative_first,return
4,Elevator,-0.5,-17.2653820514853,0,-17.2653820514853,-17.2653820514853,1,positive_first,outbound
4,Elevator,-0.3,-21.401673420169,0.939939710453607,-22.0663111633373,-20.7370356770008,2,negative_first|positive_first,return
4,Elevator,-0.15,-12.095611350945,4.13841291019387,-13.5097465509976,-4.60009139253049,4,negative_first|positive_first,outbound|return
4,Elevator,0,0,3.1591911196532,-5.76812203580533,0.267979137683225,5,negative_first|positive_first,outbound|return
4,Elevator,0.15,-1.18789979101738,4.2277045370933,-7.70698711089563,1.11234685239699,4,negative_first|positive_first,outbound|return
4,Elevator,0.3,2.36582316588108,1.50078640375019,1.35782858775919,4.82584916630115,4,negative_first|positive_first,outbound|return
4,Elevator,0.5,5.73736106768217,4.36986425624193,0.257735795458693,8.84781396754684,4,negative_first|positive_first,outbound|return
4,Elevator,0.75,13.8389562563989,5.77809228859054,8.96794208670789,19.5943682585521,4,negative_first|positive_first,outbound|return
4,Elevator,1,18.9622458085616,2.00465067089538,17.5447437252613,20.3797478918619,2,negative_first|positive_first,outbound
