run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,primitive_family,candidate_id,is_full_turn_claim,target_heading_deg,heading_target_deg,heading_change_deg,actual_heading_change_deg,heading_error_deg,forward_travel_m,turn_volume_proxy_m2,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,time_at_full_travel_s,saturation_fraction,tracking_error_rms,exit_recoverable,fixed_start_success,feasibility_label,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path,case_name,case_group,case_id,case_folder,case_path,scenario_name,actual_rollout_file,actual_metrics_file
s4_latency_high_bank_reversal_left_seed1,s4_latency_high_bank_reversal_left,mild_bank_reversal_probe,mild_bank_reversal_probe,1,none,panel,none,high,0.118,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.76,,True,none,,,False,,,3.7083798576777904,3.7083798576777904,,4.924550898300399,0.48177364706494513,-0.5859624991658459,6.6191034904180786,5.842889072857869,1.5485396823211799,10.29409322592089,0.22544910169960009,0.0,0.0,0.0,0.03899627912141816,True,False,not_tested,,0,0,actual_rollout.csv,mild_bank_reversal_probe,10.29409322592089,True,actual_rollout.csv,,high-latency left bank reversal,04_scenario_matrix,22_high_latency_bank_reversal_left,001,04_scenario_matrix/22_high_latency_bank_reversal_left/001,high-latency left bank reversal,actual_rollout.csv,actual_metrics.csv
