case_id,primitive_id,start_state_family,W_layer,environment_mode,candidate_index,candidate_weight_label,duration_s,completed_full_duration,termination_cause,floor_violation,wall_violation,altitude_delta_m,speed_initial_m_s,speed_final_m_s,minimum_speed_m_s,minimum_floor_margin_m,minimum_wall_margin_m,minimum_ceiling_margin_m,yaw_delta_deg,roll_delta_deg,pitch_delta_deg,trajectory_integrated_updraft_gain_m,saturation_fraction,max_abs_command_norm,max_abs_surface_rad,selection_score,selected_for_plot
glide_launch_dry,glide,launch_gate,W0,dry_air,3,glide_robust_anchor_rate_damped_ref_damped_level_003,0.7200000000000001,False,wall_boundary_exit_retained,False,True,-0.16571042333315034,7.959735562905084,7.482057343302018,7.447482939473652,1.2554059434826965,-0.08164282787810428,1.5966305531749667,-10.90797059084664,5.3996878128215435,-11.047057202462408,0.0,0.2222222222222222,0.01716084420108884,0.02330076359937496,-2.528554795474469,True
lift_entry_single,lift_entry,inflight_lift_region,W1,w1_annular_gp_randomised_single,7,lift_entry_robust_anchor_balanced_agile_ref_right_bias_007,0.54,False,wall_boundary_exit_retained,False,True,0.021111152128481248,5.159539417303657,5.019381956061471,4.851921938522448,2.009004564251231,-0.07544043727985184,0.9298975464598693,13.503578723225878,19.95033471039693,-12.075255404898353,0.16131865986042296,0.5555555555555556,0.04185409937180064,0.012555723648601875,-3.0786321147770073,True
lift_dwell_four,lift_dwell_arc,inflight_lift_region,W1,w1_annular_gp_randomised_four,3,lift_dwell_arc_robust_anchor_rate_damped_ref_damped_level_003,0.44,False,wall_boundary_exit_retained,False,True,0.1780709003171026,6.361526242545695,5.746283691417164,5.746283691417164,1.92090953394362,-0.06399289221247884,1.0152380845839701,2.351282051721607,7.971196861756536,1.8322048032680296,0.02435417542408779,0.2727272727272727,0.026511177740146285,0.014771161995720247,-2.986151325718721,True
mild_left_nominal,mild_turn_left,inflight_nominal,W0,dry_air,0,mild_turn_left_robust_anchor_nominal_ref_nominal_000,0.26,False,wall_boundary_exit_retained,False,True,-0.31335115555565296,6.179344833188972,6.444526761380738,6.179344833188972,0.8038846813922936,-0.06948268368928456,2.002085548486938,2.795567390371794,2.191646226066642,2.336971897945144,0.0,0.6153846153846154,0.026511177740146285,0.013094164465233229,-3.9753852145229036,True
mild_right_nominal,mild_turn_right,inflight_nominal,W0,dry_air,0,mild_turn_right_robust_anchor_nominal_ref_nominal_000,0.68,False,wall_boundary_exit_retained,False,True,0.3374832097175986,6.577675721002456,5.503571323868671,5.503571323868671,2.3655324386192516,-0.0373149815919831,0.4171675902495209,18.15021624684352,2.5030592418372026,-4.2983471843333865,0.0,0.6176470588235294,0.031889234951110755,0.022417774640799786,-2.710318857649379,True
energy_bank_four,energy_retaining_bank,inflight_nominal,W1,w1_annular_gp_randomised_four,3,energy_retaining_bank_robust_anchor_rate_damped_ref_damped_level_003,0.34,False,wall_boundary_exit_retained,False,True,0.27657671092147096,5.956250627485076,5.433155335773594,5.433155335773594,1.816546129310042,-0.05868534596927244,1.0049921626625222,-15.470232775773475,-26.916211569957884,17.777828802410266,0.39118367871434595,0.29411764705882354,1.0,0.47239071320825315,-3.162269037069252,True
recovery_edge_dry,recovery,inflight_recovery_edge,W0,dry_air,3,recovery_robust_anchor_rate_damped_ref_damped_level_003,0.8,True,completed_full_duration,False,False,-0.92930822564395,3.410632946381861,3.1207959901043947,3.1207959901043947,1.4613372769285262,0.6730831175861465,0.7088625188822895,-12.442557703978931,-8.736980604070594,14.745213244743368,0.0,0.625,1.0,0.4715621152060481,1.7302016450182642,True
safe_exit_boundary_single,safe_exit_or_recovery_handoff,inflight_boundary_near,W1,w1_annular_gp_randomised_single,3,safe_exit_or_recovery_handoff_robust_anchor_rate_damped_ref_damped_level_003,0.48000000000000004,False,wall_boundary_exit_retained,False,True,0.140581546007005,5.217231708435477,4.550625401207797,4.550625401207797,2.168175905346537,-0.05520820241243829,0.8032904825082507,-2.2299144409436678,4.592205702172471,5.9711891775958765,0.01640443910802633,0.4583333333333333,0.051400655567568676,0.03436351013342056,-3.066996508987596,True
