relative_path,byte_count,size_mb,above_75mb,above_100mb,push_allowed
manifests/balanced_cluster_primitive_library.json,665566,0.6347332000732422,False,False,True
manifests/heavy_cluster_primitive_library.json,222470,0.21216392517089844,False,False,True
manifests/light_cluster_primitive_library.json,1320467,1.2592954635620117,False,False,True
manifests/no_cluster_no_merge_primitive_library.json,11715799,11.173056602478027,False,False,True
manifests/post_w3_library_size_study_manifest.json,3955,0.0037717819213867188,False,False,True
manifests/super_light_cluster_primitive_library.json,2474051,2.359438896179199,False,False,True
metrics/balanced_cluster_representative_library.csv,423751,0.40412044525146484,False,False,True
metrics/coverage_medoid_selection_audit.csv,1165545,1.1115503311157227,False,False,True
metrics/heavy_cluster_representative_library.csv,140927,0.1343984603881836,False,False,True
metrics/launch_gate_candidate_availability.csv,505,0.00048160552978515625,False,False,True
metrics/launch_gate_entry_role_audit.csv,8974,0.008558273315429688,False,False,True
metrics/library_size_case_summary.csv,1216,0.00115966796875,False,False,True
metrics/light_cluster_representative_library.csv,840938,0.8019809722900391,False,False,True
metrics/no_cluster_no_merge_representative_library.csv,7446127,7.101180076599121,False,False,True
metrics/post_w3_representative_library_all_cases.csv,10422476,9.939647674560547,False,False,True
metrics/post_w3_robustness_profile.csv,3703093,3.5315446853637695,False,False,True
metrics/speed_bin_coverage_audit.csv,75318,0.07182884216308594,False,False,True
metrics/super_light_cluster_representative_library.csv,1577833,1.5047388076782227,False,False,True
