library_size_case_id,launch_count,safe_success_rate,full_safe_success_rate,hard_failure_rate,physical_hard_failure_rate,expected_low_energy_dry_air_sink_rate,no_viable_primitive_rate,mission_success_rate,front_wall_terminal_success_rate,wrong_wall_exit_rate,mean_launch_score
balanced_cluster,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,129.03690461790333
heavy_cluster,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,129.1389473280833
light_cluster,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,129.9377338387423
no_cluster_no_merge,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,129.21977331568212
super_light_cluster,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,129.84536628329715
