run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,heading_change_deg,forward_travel_m,turn_volume_proxy_m2,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,time_at_full_travel_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path,case_name,case_group,case_id,case_folder,case_path,scenario_name,actual_rollout_file,actual_metrics_file
s4_annular_single_panel_seed1,s4_annular_single_panel,nominal_glide,nominal_glide,1,single_annular_gp_grid,panel,01_Thermal/B_results/Single_Fan_Annular_GP/single_annular_gp_grid_predictions.xlsx,nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.34,,True,none,-0.5904149000348259,2.20025301852952,0.0029224383658089286,-0.1745984996621175,6.406940103690928,9.377890359726297,0.03012452819750784,1.9113330826513533,0.25,0.0,0.0,0.0,0.05804794515399668,True,,0,0,actual_rollout.csv,nominal_glide,1.9113330826513533,True,actual_rollout.csv,,"single-fan annular-GP updraft, panel wind",04_scenario_matrix,50_single_annular_panel_wind,001,04_scenario_matrix/50_single_annular_panel_wind/001,"single-fan annular-GP updraft, panel wind",actual_rollout.csv,actual_metrics.csv
