library_size_case_id,policy_id,history_length,launch_count,safe_success_rate,full_safe_success_rate,hard_failure_rate,physical_hard_failure_rate,floor_or_ceiling_violation_rate,physical_floor_or_ceiling_violation_rate,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_rate,no_viable_primitive_rate,mission_success_rate,front_wall_terminal_success_rate,wrong_wall_exit_rate,terminal_useful_rate,lift_capture_rate,mean_lift_dwell_time_s,mean_energy_residual_m,mean_net_specific_energy_delta_m,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_gross_specific_energy_loss_m,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_episode_flight_time_s,mean_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_min_wall_margin_m,selected_primitive_family_count,selected_variant_count,governor_rejection_count,belief_observation_count,belief_uncertainty,memory_changed_selection_rate,exploration_changed_selection_rate
balanced_cluster,directional_3d_residual_memory_h10,10,50,0.76,0.0,0.16,0.16,0.14,0.14,0.0,1.0,0.08,0.72,0.72,0.06,0.76,0.66,0.28,-0.46798413598579847,-0.6869469124005285,0.028023073088242024,0.24460835161721156,0.7149699854887706,2.7466944286402413,2.3466944286402414,14.102812865111204,0.9895999999999999,5.671157521057024,68.10235070908,120.00063557108396,-0.015892816583993174,50,50,8,139,0.09257103205568322,0.02,0.0
balanced_cluster,directional_3d_residual_memory_h3,3,50,0.76,0.0,0.16,0.16,0.14,0.14,0.0,1.0,0.08,0.72,0.72,0.06,0.76,0.66,0.28,-0.46806951191864216,-0.6869416277015304,0.028023073088242024,0.2446106524512838,0.7149647007897726,2.7466997133392392,2.3466997133392393,14.102812865111204,0.9895999999999999,5.671157521057024,68.10239672576145,120.00063557108396,-0.01590341991867517,50,50,8,54,0.15560939509526175,0.06,0.0
balanced_cluster,directional_3d_residual_memory_h30,30,50,0.76,0.0,0.16,0.16,0.14,0.14,0.0,1.0,0.08,0.72,0.72,0.06,0.76,0.66,0.28,-0.4679812360498455,-0.6869486366160205,0.028023073088242024,0.24460835161721156,0.7149717097042625,2.7466927044247496,2.346692704424749,14.102812865111204,0.9895999999999999,5.671157521057024,68.10235070908,120.00063557108396,-0.015893143965050333,50,50,8,391,0.05508174510665438,0.0,0.0
balanced_cluster,no_memory_baseline,0,50,0.76,0.0,0.16,0.16,0.14,0.14,0.0,1.0,0.08,0.72,0.72,0.06,0.76,0.66,0.28,-0.4679812360498455,-0.6869486366160205,0.028023073088242024,0.24460835161721156,0.7149717097042625,2.746692704424749,2.346692704424749,14.102812865111204,0.9895999999999999,5.671157521057024,68.10235070908,120.00063557108396,-0.015893143965050337,50,50,8,0,1.0,0.0,0.0
heavy_cluster,directional_3d_residual_memory_h10,10,50,0.72,0.0,0.22,0.22,0.16,0.16,0.0,1.0,0.06,0.7,0.7,0.08,0.72,0.66,0.2772,-0.46755287749341007,-0.7056312843753583,0.030020673444597686,0.24069224518978444,0.735651957819956,2.7280100566654113,2.3280100566654114,13.760914760385797,0.9847999999999999,5.671157521057024,61.46280391426935,120.0,-0.016537694801206645,49,49,6,134,0.0926948105143144,0.02,0.0
heavy_cluster,directional_3d_residual_memory_h3,3,50,0.72,0.0,0.22,0.22,0.16,0.16,0.0,1.0,0.06,0.7,0.7,0.08,0.72,0.66,0.2772,-0.4668373860645029,-0.7055049792831097,0.030020673444597686,0.2406893105498083,0.7355256527277073,2.7281363617576604,2.32813636175766,13.76634137401345,0.9843999999999999,5.671157521057024,61.46817183509748,120.0,-0.01495949159051773,50,50,6,54,0.15566247235231917,0.12,0.0
heavy_cluster,directional_3d_residual_memory_h30,30,50,0.72,0.0,0.22,0.22,0.16,0.16,0.0,1.0,0.06,0.7,0.7,0.08,0.72,0.66,0.2772,-0.4675517485627128,-0.7056548848926586,0.030020673444597686,0.24069224518617463,0.7356755583372562,2.727986456148111,2.327986456148111,13.760678755212796,0.9847999999999999,5.671157521057024,61.462567909024145,120.0,-0.016536668614575527,49,49,6,385,0.05518256495455045,0.0,0.0
heavy_cluster,no_memory_baseline,0,50,0.72,0.0,0.22,0.22,0.16,0.16,0.0,1.0,0.06,0.7,0.7,0.08,0.72,0.66,0.2772,-0.4675517485627128,-0.7056548848926586,0.030020673444597686,0.24069224518617463,0.7356755583372562,2.727986456148111,2.327986456148111,13.760678755212796,0.9847999999999999,5.671157521057024,61.462567909024145,120.0,-0.016536668614575527,49,49,6,0,1.0,0.0,0.0
light_cluster,directional_3d_residual_memory_h10,10,50,0.74,0.0,0.22,0.22,0.18,0.18,0.0,1.0,0.04,0.72,0.72,0.06,0.74,0.66,0.2844,-0.46244712010463823,-0.6908433068415917,0.028403473975084036,0.24720421144233642,0.7192467808166757,2.7427980341991782,2.3427980341991783,13.919247203001307,0.9912000000000001,5.671157521057024,64.52602656804244,120.00063012694251,-0.016125109047019026,50,50,11,139,0.0924779123772263,0.0,0.0
light_cluster,directional_3d_residual_memory_h3,3,50,0.74,0.0,0.22,0.22,0.18,0.18,0.0,1.0,0.04,0.72,0.72,0.06,0.74,0.66,0.2844,-0.4625303603165613,-0.6908335772868878,0.028403473975084036,0.2472065122764087,0.7192370512619719,2.742807763753882,2.342807763753882,13.919276135383353,0.9912000000000001,5.671157521057024,64.52610151710593,120.00063012694251,-0.016133521883003602,50,50,11,55,0.15565029267886335,0.06,0.0
