environment_block_id,launch_count,safe_success_rate,full_safe_success_rate,claim_bearing_episode_rate,expected_low_energy_dry_air_sink_rate,mission_success_rate,front_wall_terminal_success_rate,wrong_wall_exit_rate,mean_launch_score
r10_l7_full_domain_randomisation_arena_wide_training,1000,0.741,0.0,1.0,0.0,0.713,0.713,0.071,64.44187973745012
