audit_scope,timing_requirement_tier,timing_requirement_policy,hard_100ms_required_rate,selector_decision_count,prepared_before_boundary_count,prepared_before_boundary_rate,preferred_20ms_slot_met_count,preferred_20ms_slot_met_rate,hard_100ms_boundary_met_count,hard_100ms_boundary_met_rate,hard_100ms_requirement_passed,max_decision_total_duration_s,p99_decision_total_duration_s,mean_decision_total_duration_s,mean_evaluated_candidate_count,max_evaluated_candidate_count,mean_total_library_candidate_count,max_total_library_candidate_count,mean_prefilter_skipped_candidate_count,preferred_decision_budget_s,hard_decision_budget_s,audit_status,real_time_claim_status
overall,aggregate_diagnostic,reported_only_mixed_scope,,10313,10313,1.0,8570,0.8309900126054495,10305,0.9992242800349074,,5.704304899998533,0.06070019999926438,0.019753680325824665,11.952971977116261,48,445.0334529234946,1598,433.0804809463784,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced,required_real_flight_candidate_aggregate,aggregate_includes_pre_release_report_inflight_scope_for_gate,,4132,4132,1.0,4123,0.9978218780251694,4124,0.9980638915779284,,5.704304899998533,0.014405016998280175,0.018328230663098046,3.093901258470474,6,60.02904162633107,90,56.9351403678606,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,4128,4128,1.0,4096,0.9922480620155039,4128,1.0,,0.0250971999994362,0.019672624006125232,0.011047954820689659,6.487403100775194,11,257.0,335,250.5125968992248,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
offline_comparison:unrestricted:not_real_flight_candidate:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,2053,2053,1.0,351,0.17096931320019484,2053,1.0,,0.0710451999984798,0.06495880000322357,0.04012737389210994,40.77301509985387,48,1598.0,1598,1557.2269849001461,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced:inflight_boundary_decisions,required_real_flight_candidate,all_inflight_decisions_must_meet_100ms_for_heavy_and_balanced,1.0,3732,3732,1.0,3731,0.9997320471596999,3732,1.0,True,0.0210182000082568,0.014223633001820375,0.008057812674110038,3.1618435155412645,5,60.032154340836016,90,56.87031082529475,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light:inflight_boundary_decisions,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,3728,3728,1.0,3697,0.9916845493562232,3728,1.0,,0.0250971999994362,0.019709122002823203,0.011060613787483868,6.482832618025751,11,257.0,335,250.51716738197425,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
pre_release_initial_decisions:not_inflight_boundary_compute,pre_release_preparation,not_an_inflight_boundary_compute_gate,,1000,1000,1.0,798,0.798,992,0.992,,5.704304899998533,0.06485305000845978,0.05910395090028028,13.196,48,446.4,1598,433.204,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:balanced_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,2068,2068,1.0,2068,1.0,2068,1.0,,0.0167353999931947,0.0141825090058409,0.007928668858659836,2.9361702127659575,6,90.0,90,87.06382978723404,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:heavy_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,2064,2064,1.0,2055,0.9956395348837209,2056,0.9961240310077519,,5.704304899998533,0.014915049004848647,0.028747946657079738,3.251937984496124,5,30.0,30,26.748062015503876,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,2064,2064,1.0,2062,0.999031007751938,2064,1.0,,0.0219011999943177,0.016229651003159203,0.009285391036671526,4.484496124031008,8,179.0,179,174.515503875969,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
