block_id,human_label,W_layer,environment_mode,case_count,environment_change_family
r10_l7_full_domain_randomisation_arena_wide_training,R10 L7 full-domain randomisation arena-wide governor tuning,W3,w3_randomised_four,50,r10_l7_full_domain_randomisation_arena_wide_training
