library_size_case_id,launch_count,safe_success_rate,full_safe_success_rate,hard_failure_rate,physical_hard_failure_rate,expected_low_energy_dry_air_sink_rate,no_viable_primitive_rate,mission_success_rate,front_wall_terminal_success_rate,wrong_wall_exit_rate,mean_launch_score
balanced_cluster,200,0.76,0.0,0.16,0.16,0.0,0.08,0.72,0.72,0.06,68.10236221325036
heavy_cluster,200,0.72,0.0,0.22,0.22,0.0,0.06,0.7,0.7,0.08,61.46402789185378
light_cluster,200,0.74,0.0,0.22,0.22,0.0,0.04,0.72,0.72,0.06,64.5260453053083
no_cluster_no_merge,200,0.725,0.0,0.215,0.215,0.0,0.06,0.705,0.705,0.075,62.62227904533515
super_light_cluster,200,0.76,0.0,0.2,0.2,0.0,0.04,0.72,0.72,0.08,65.494684231503
