case_id,primitive_id,start_state_family,environment_mode,candidate_index,candidate_weight_label,segment_index,local_lqr_reference_speed_m_s,local_lqr_speed_bin_id,time_s,speed_m_s,command_aileron_norm,command_elevator_norm,command_rudder_norm,applied_aileron_rad,applied_elevator_rad,applied_rudder_rad,raw_aileron_rad,raw_elevator_rad,raw_rudder_rad,saturation_applied,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,0,5.5,speed_bin_5p5_m_s,0.02,5.507081627892837,0.0,-0.031889234951110755,0.0,0.01112682953411338,-0.030516786806380824,-0.0019303061596717824,-0.40010572743269485,0.18278482738946986,-0.04894207829388053,False,2.1085946390846817,2.2137100709488973,2.1885799448563317,0.009322612604185616,-0.0875867674722197,0.12499262831807827,5.504507508935337,0.00827099339125993,0.16815686431908614,0.7682874195060148,0.05450266246323836,0.005069478428664152,0.13852184821043464,0.01197050090530578,-0.04602969958981515
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,0,5.5,speed_bin_5p5_m_s,0.04,5.52066571205628,0.0,-0.031889234951110755,0.0,0.01112682953411338,-0.030516786806380824,-0.0019303061596717824,-0.40010572743269485,0.18278482738946986,-0.04894207829388053,False,2.217071162286927,2.2275245229199134,2.174400138392354,0.026079636928375973,-0.08608157996836596,0.1249138977775695,5.513121382597447,0.019220021238118515,0.28787691085652617,0.8446108259903643,0.08557496424450062,-0.016040365324941058,0.09638031357133532,-0.002084047894381425,-0.031441875551565864
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,0,5.5,speed_bin_5p5_m_s,0.06,5.53700015014353,0.0,-0.031889234951110755,0.0,0.01112682953411338,-0.030516786806380824,-0.0019303061596717824,-0.046349230493054505,-0.0008352238009034681,-0.06074443401326053,False,2.325590096906532,2.2414338552278767,2.1583820185461216,0.04201887562472843,-0.08439493894101409,0.12444276509507024,5.524524216907986,0.03469537752358896,0.3698635833184608,0.7248256008153833,0.07673114709044215,-0.03623512092060792,0.06817895461720958,-0.011489433318350107,-0.02167961925061486
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,0,5.5,speed_bin_5p5_m_s,0.08,5.554276518921593,0.0,-0.031889234951110755,0.0,0.01112682953411338,-0.030516786806380824,-0.0019303061596717824,0.3284706600866667,-0.18677941377834148,-0.09872914287295975,False,2.434251822463788,2.255475886078617,2.1411532190104348,0.054948258443579465,-0.08305167582711312,0.12361719834381665,5.537823473813111,0.05371286918710773,0.42380862333362457,0.5580210719403104,0.05175016724484287,-0.051431432024501234,0.04930644193653595,-0.0177835716954833,-0.015146660816541584
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,0,5.5,speed_bin_5p5_m_s,0.1,5.571814121632662,0.0,-0.031889234951110755,0.0,0.01112682953411338,-0.030516786806380824,-0.0019303061596717824,0.3558283722399758,-0.20129428842573358,-0.1267979087806032,False,2.543117420285375,2.269699418626533,2.1231286848180186,0.06460538741519366,-0.08224031678905022,0.12253775818568854,5.5524756349602855,0.07476507312148611,0.4577522397964563,0.4019331405030486,0.022542828446459526,-0.059573703511256765,0.03667684719035511,-0.021995645536661893,-0.01077476721063703
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,1,5.5,speed_bin_5p5_m_s,0.12000000000000001,5.589725348826765,-0.8817065208040422,0.476036325838358,-0.08011927219537689,-0.4122007292080202,0.1561416812400039,-0.05123687025754286,0.01759838197313205,-0.016833511412062605,-0.11702341567386876,False,2.6522191825849877,2.284127364711854,2.104503577165953,0.06897874677221638,-0.0812116596291716,0.12133224392645937,5.567148863685507,0.09339154144587575,0.4931136023960837,-0.07674186496443702,0.1048644213604741,-0.06838964633809383,-0.11180925635635328,0.036931150855187375,-0.02415939664779193
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,1,5.5,speed_bin_5p5_m_s,0.13999999999999999,5.604766290373676,-0.8817065208040422,0.476036325838358,-0.08011927219537689,-0.4122007292080202,0.1561416812400039,-0.05123687025754286,-0.5898592568229858,0.3926719423152632,-0.04419320004592113,True,2.761512714556576,2.2987036908918723,2.0851235773516215,0.060789857724152414,-0.07727510084659042,0.12019725606099152,5.575957957930989,0.10497928381964222,0.5577431049003537,-0.7445349030890623,0.2829667072658368,-0.06723767049069228,-0.21117701649328466,0.07636530415062465,-0.03311646815593174
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,1,5.5,speed_bin_5p5_m_s,0.16,5.619380193696045,-0.1021390496511955,-0.0015951599580214559,-0.09943999136773582,-0.037912474951978525,-0.015674517077450455,-0.06312712153149105,-0.7806543175233913,0.5686825225762642,0.01208512418523848,True,2.8709441754357123,2.313412884635609,2.064984873673041,0.041253959239955305,-0.07013177470561788,0.11935636300647634,5.583965922708892,0.10815402627763512,0.6205328693382581,-1.1420109927817645,0.40820815268251875,-0.05130365671935812,-0.15386210924685428,0.045919064142495,-0.04304381854928902
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,1,5.5,speed_bin_5p5_m_s,0.18,5.635697303025933,0.8554537507655575,-0.35672240364755414,-0.16162180575899157,0.35203095499116677,-0.1896654489720215,-0.10139471349772572,-0.1331486512660206,0.03420331219282534,-0.05461277150539827,False,2.980667890082708,2.3283292865756424,2.0448384510547557,0.019492056044326845,-0.06210638618162128,0.1187947393388423,5.5973957581173295,0.10867285348866795,0.6468655418698143,-0.8928851820811061,0.3510591674549973,-0.02856107389725207,0.013484387592501479,-0.032010928905938305,-0.06234595678233629
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,1,5.5,speed_bin_5p5_m_s,0.19999999999999998,5.647182758104597,0.9267029072891199,-0.38444377222945436,-0.20757100069181048,0.35203095499116677,-0.20324724771786598,-0.12967251561849114,0.6531924391106768,-0.6543759019117386,-0.1944931126456916,True,3.0907585668031627,2.3435179634174017,2.025284248308065,0.00779359357133416,-0.05709592590473453,0.11835401345864907,5.609408432292935,0.11470752408246213,0.6419130214239506,-0.26773103057596903,0.12577204022875596,-0.028733543437174443,0.12547363211098272,-0.08865491181565598,-0.08461719266585152
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,2,5.5,speed_bin_5p5_m_s,0.22,5.65614414590464,0.04583240969634439,-0.03214963860988314,-0.19156993778050763,0.029746608176874172,-0.03064436889438918,-0.11982522903622798,0.8957857828333349,-0.8463188111689992,-0.2633186619672023,True,3.2011233066697766,2.358949490804635,2.0063854778707473,0.007551969419484175,-0.05692326870903886,0.11752921938404494,5.622069688872681,0.128285078415111,0.606499753805717,0.18168286599956102,-0.08453437061415855,-0.0563250664294551,0.09380768679433955,-0.06946536006276702,-0.09626380726423428
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,2,5.5,speed_bin_5p5_m_s,0.24,5.66952215101532,-1.0,1.0,-0.07234525273738962,-0.4160365831713789,0.34439612153406085,-0.04645262574058549,0.2906037247434446,-0.1718785618614684,-0.16779690260849967,False,3.311786629271508,2.3745654022814464,1.9880744524550105,0.010933769310645904,-0.058155903192100976,0.11604195113403334,5.637536299782568,0.1427090139830666,0.584208889709177,-0.010075906210791602,0.04650454788869926,-0.0915957051130512,-0.0748458460246806,0.06743762204530326,-0.07978655679240347
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,2,5.5,speed_bin_5p5_m_s,0.26,5.681925906610348,-1.0,1.0,0.024729521810915808,-0.4160365831713789,0.34439612153406085,0.010244819438635684,-0.5187888460699756,0.8874456564267361,0.0399944824742722,True,3.4226954806274708,2.3902343115262084,1.9696099701513199,0.004976733987157242,-0.053134889331996976,0.11407173693317438,5.643744678608178,0.14938068087840112,0.6404009861578952,-0.6110560216322853,0.47713924260914753,-0.10247979923036485,-0.18770976658768998,0.15905389025632877,-0.050004698761628545
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,2,5.5,speed_bin_5p5_m_s,0.28,5.692210439552216,-0.2934175294385464,0.0890775197280564,-0.08940232327918983,-0.12974966791551115,0.01711159756538977,-0.056949794760547096,-0.9645281134175671,1.3692477860159034,0.18563089310474779,True,3.533738388767353,2.405871468609616,1.9505826287417525,-0.012021238282427179,-0.03997522409836481,0.11212050628693833,5.643196664189084,0.1455507018033861,0.7310308410983551,-1.0504594988675036,0.7882621178372675,-0.08579068613788111,-0.16853690150035805,0.11210020159298871,-0.05230209631022434
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,2,5.5,speed_bin_5p5_m_s,0.30000000000000004,5.700332057029352,1.0,-1.0,-0.31838955711316086,0.35203095499116677,-0.48004221135159103,-0.19787186523437728,-0.3463236026690584,0.6777641918718778,0.10553119291456885,True,3.6450448147684704,2.421485840525401,1.9319207945227888,-0.033247801589709955,-0.024486242625254104,0.11022617213177607,5.646258415930771,0.13793018074359126,0.7710555921381195,-0.9373805553395439,0.7142603070426492,-0.07167452512025516,0.0036639316584095305,-0.0837770804676637,-0.10045573311064888
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,3,5.5,speed_bin_5p5_m_s,0.32,5.695980866902705,1.0,-1.0,-0.43105851422150515,0.35203095499116677,-0.48004221135159103,-0.2672099783160313,0.52865796649474,-0.4891065307151652,-0.14221660852785806,True,3.756589591986486,2.4371238193372307,1.9144101179917385,-0.0467366416732359,-0.0112151910813378,0.10808632096129059,5.638647589188789,0.1391553960884707,0.7940322265478936,-0.3976961329926627,0.6007869992730661,-0.09799433993597059,0.11890172614547133,-0.21485929163198542,-0.15561707201977876
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,3,5.5,speed_bin_5p5_m_s,0.34,5.681946061913876,0.7568348608445848,-0.3282638727813458,-0.2746872667095641,0.31859697285443783,-0.17572248516468592,-0.1709768408043743,1.040308230755715,-1.269252500999208,-0.32059693582634546,True,3.8680709971177754,2.4527646755474484,1.8978458950556494,-0.0497578134886643,-0.001324096482435413,0.10496588691412993,5.62185705993326,0.15349435661213526,0.8097368280283399,0.07859731165571826,0.4035250036976749,-0.16953656010404514,0.18495975764379058,-0.20191306263070988,-0.16069799461008172
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,3,5.5,speed_bin_5p5_m_s,0.36000000000000004,5.676332214105755,-1.0,1.0,0.08183982319949056,-0.4160365831713789,0.34439612153406085,0.03836202678617804,0.6223843433799112,-0.5707856626890109,-0.26267652095095434,True,3.979473258392015,2.46834600013773,1.882302944499445,-0.04595957966562932,0.005802184449555076,0.10064178838511567,5.619783871976844,0.17532689010596864,0.7797673491301493,0.16099772934100548,0.351745811675551,-0.22079408087680535,-0.013846352497640602,-0.02119714730413283,-0.0948500919676409
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,3,5.5,speed_bin_5p5_m_s,0.38,5.676570556768942,-1.0,1.0,0.37985238293379225,-0.4160365831713789,0.34439612153406085,0.18508303386350256,-0.23556496819940087,0.5862354268427021,0.03267114264509467,True,4.091066197675695,2.4837120478845853,1.8681531952869836,-0.04726491145557824,0.013079227168820859,0.09580733247303186,5.620895310509117,0.18668369805089735,0.7708037306310328,-0.32812925884565325,0.44735372398097994,-0.21598797883880544,-0.1468885523697378,0.09973898946673061,-0.0022498345838163625
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,3,5.5,speed_bin_5p5_m_s,0.4,5.673669448680419,-0.763187722257796,1.0,0.21594614146377472,-0.3552971309360235,0.34439612153406085,0.10438680805281542,-0.8709489251365268,1.3780948393519288,0.2967057850941719,True,4.202741732639015,2.498742334697904,1.8544774092389993,-0.058958187031921634,0.024636992256991213,0.09145530298280118,5.6089280420093495,0.18018002677340034,0.8354557979945303,-0.8183600499690606,0.7535182872838375,-0.15078925817676725,-0.2158289036016106,0.18067015233985512,0.03302494943962
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,4,5.5,speed_bin_5p5_m_s,0.42000000000000004,5.669030932632773,1.0,-0.9341246647421577,-0.23281175558029998,0.35203095499116677,-0.47255773412069724,-0.14520604287961086,-0.5607272734407647,0.9860383020741437,0.2677591867209854,True,4.31444013772532,2.513376429853354,1.8412141245868834,-0.07799778643406656,0.0407958370209036,0.08798543166519379,5.599435191648061,0.16037130099745578,0.870929558286343,-0.9545457083094325,0.8160387727927526,-0.09179850572716396,-0.027984149939437014,-0.03541385071245268,-0.025932830971443735
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,4,5.5,speed_bin_5p5_m_s,0.44,5.653163227202912,1.0,-1.0,-0.5248243242193169,0.35203095499116677,-0.48004221135159103,-0.3249148200371557,0.3634916801092573,-0.2490205202871784,-0.05956369390438988,False,4.426168970140312,2.527623101022097,1.8294333070947497,-0.09388265794733396,0.05677541233312665,0.0848978074461948,5.580584563736104,0.14516820615079518,0.8912107451733967,-0.5771348398342986,0.7787619097598524,-0.09123406830192736,0.09772264671720951,-0.18249433828635872,-0.12483434203202792
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,4,5.5,speed_bin_5p5_m_s,0.46,5.621768986738403,1.0,-1.0,-0.4300073150762694,0.35203095499116677,-0.48004221135159103,-0.2665630550900215,1.0723731067746387,-1.2654680842112325,-0.37276157077236793,True,4.537584047645864,2.541535482522264,1.8189127333588744,-0.10138737092939543,0.06989670156988254,0.08115177141795574,5.546413564380557,0.1436283294267067,0.9060651279544941,-0.14321278950054006,0.5325694539072364,-0.16003389181683114,0.18184636280509497,-0.2809214520766363,-0.17171737978928472
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,4,5.5,speed_bin_5p5_m_s,0.48000000000000004,5.595568034272685,-0.519110710729197,1.0,0.06685423519406448,-0.23811014978354872,0.34439612153406085,0.03098414792844708,0.7408984085577848,-1.119369383791807,-0.38374149235106403,True,4.648513977008846,2.5550849665324256,1.8096203155073762,-0.10201473522482812,0.07892583447149218,0.07628867599843538,5.523163567342669,0.15247796845074021,0.8841924585122968,0.03821225891169136,0.4842539127518625,-0.2213755853533857,0.04292717973142343,-0.07407001893146645,-0.10466488793778923
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,4,5.5,speed_bin_5p5_m_s,0.5,5.5803625315217795,-1.0,1.0,0.6071424729647023,-0.4160365831713789,0.34439612153406085,0.2969851326802876,0.014040981267029184,0.1085246028241879,-0.06837442258054031,False,4.759243050938904,2.5681002350041777,1.801987427599783,-0.10362179395698835,0.08833247822569797,0.07080359941902066,5.512531055111858,0.15366959456749119,0.8537171694097349,-0.23067571119540584,0.5085423073986428,-0.21210784633568555,-0.10889537591811532,0.06435615767221875,0.028198613575380074
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,5,5.5,speed_bin_5p5_m_s,0.52,5.563662366973774,-1.0,1.0,0.5479096901774222,-0.4160365831713789,0.34439612153406085,0.26782296062186667,-0.6675511896633298,1.0835836499861538,0.31396828720468506,True,4.869813720811811,2.580438500381606,1.7954680189780305,-0.11290651726218762,0.0994527443799703,0.06608059808420733,5.4907964953620265,0.1342723360692636,0.8873915257465604,-0.6603145421228739,0.6774674073839215,-0.1254285616994884,-0.21049590911827226,0.15699175645807173,0.10746496030034822
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,5,5.5,speed_bin_5p5_m_s,0.54,5.545826540927887,0.9466608708354481,-0.4755941608202406,-0.09750709351230424,0.35203095499116677,-0.24790544090151284,-0.06193758810973121,-0.7033876685296949,0.9020052543638863,0.41524045558369943,True,4.980143642049769,2.5920406584472184,1.789581825895599,-0.12912004597974996,0.11407413241353427,0.06270685009231078,5.470244139820236,0.09791043174479774,0.9072125551259103,-0.8216500359618284,0.7726609631610522,-0.0394099163589985,-0.02441527915641961,0.0230541076779735,0.05142757802315596
same_start_glide,glide,inflight_nominal,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,5,5.5,speed_bin_5p5_m_s,0.56,5.519079847367509,1.0,-1.0,-0.6102189934263951,0.35203095499116677,-0.48004221135159103,-0.37746794009805235,0.22946183408913665,-0.09840101494616431,0.08581828691930103,False,5.090194799728102,2.602888717070594,1.785122985512409,-0.14347900431246285,0.1294848704772331,0.06004450794298593,5.441123706123005,0.0646417915950499,0.9220827593355202,-0.5421723758581787,0.7740149781866607,-0.030241378769985162,0.10011095570677785,-0.14336724203786438,-0.09044857632932818
