case_id,primitive_id,start_state_family,W_layer,environment_mode,candidate_index,candidate_weight_label,duration_s,completed_full_duration,termination_cause,floor_violation,wall_violation,altitude_delta_m,speed_initial_m_s,speed_final_m_s,minimum_speed_m_s,minimum_floor_margin_m,minimum_wall_margin_m,minimum_ceiling_margin_m,yaw_delta_deg,roll_delta_deg,pitch_delta_deg,initial_roll_rate_rad_s,final_roll_rate_rad_s,roll_rate_delta_rad_s,lateral_delta_m,signed_lateral_delta_m,signed_roll_rate_delta_rad_s,turn_expected_lateral_sign,turn_expected_roll_sign,trajectory_integrated_updraft_gain_m,saturation_fraction,max_abs_command_norm,max_abs_surface_rad,selection_score
same_start_glide,glide,inflight_nominal,W0,dry_air,0,glide_robust_anchor_nominal_ref_nominal_000,0.6,True,completed_full_duration,False,False,-0.4712602162670385,5.5,5.583138173814436,5.5,1.3287397837329618,0.9085946390846817,1.3114200551436683,-2.952982737899784,-7.209912398731094,10.944380073571011,0.15261966630223167,0.1699262492016172,0.017306582899385525,0.017843117866500224,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,1.0,0.48004221135159103,1.577407638551922
same_start_glide,glide,inflight_nominal,W0,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,0.6,True,completed_full_duration,False,False,-0.4206422212440999,5.5,5.433340318704949,5.433340318704949,1.3793577787559004,0.9085946390846817,1.3114200551436683,-4.170877107849062,-8.629407444281618,13.77788184980934,0.15261966630223167,0.08790210067084936,-0.06471756563138231,0.008099617355153632,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,1.0,0.48004221135159103,1.5976548365610976
same_start_glide,glide,inflight_nominal,W0,dry_air,3,glide_robust_anchor_rate_damped_ref_damped_level_003,0.6,True,completed_full_duration,False,False,-0.48057396142654896,5.5,5.589088854506732,5.5,1.319426038573451,0.9085946390846817,1.3114200551436683,-2.617441236633008,-7.133451570615731,11.246709669548876,0.15261966630223167,0.1190702793538351,-0.03354938694839657,0.022445598634576847,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.5035937004065729,1.5470154738214514
same_start_glide,glide,inflight_nominal,W0,dry_air,5,glide_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,0.6,True,completed_full_duration,False,False,-0.4321451788591977,5.5,5.458399796774087,5.458399796774087,1.3678548211408024,0.9085946390846817,1.3114200551436683,-3.5404780864774006,-8.145787125231864,13.082611210183709,0.15261966630223167,0.17472781686644145,0.022108150564209783,0.009931019132779384,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.5600492465768562,1.539720320181725
same_start_glide,glide,inflight_nominal,W0,dry_air,6,glide_robust_anchor_balanced_robust_ref_left_bias_006,0.6,True,completed_full_duration,False,False,-0.4849949948858263,5.5,5.608647653957482,5.5,1.3150050051141737,0.9085946390846817,1.3114200551436683,-3.5715468858778623,-9.0549297995097,10.324707363917565,0.15261966630223167,0.2026790824934172,0.050059416191185535,0.004185344075362807,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.48004221135159103,1.5185803937710736
same_start_glide,glide,inflight_nominal,W0,dry_air,7,glide_robust_anchor_balanced_agile_ref_right_bias_007,0.6,True,completed_full_duration,False,False,-0.4434203477163019,5.5,5.508584950417892,5.5,1.3565796522836981,0.9085946390846817,1.3114200551436683,-2.051532577983028,-5.585277592198761,12.48521007528559,0.15261966630223167,0.07988910014326772,-0.07273056615896395,0.040228987243845715,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.5361897517231536,1.5618769193055502
same_start_mild_turn_left,mild_turn_left,inflight_nominal,W0,dry_air,0,mild_turn_left_robust_anchor_nominal_ref_nominal_000,0.6,True,completed_full_duration,False,False,-0.4521188192718495,5.5,5.496211404001533,5.496211404001533,1.3478811807281508,0.9085946390846817,1.3114200551436683,-5.728748675931256,-15.08121829200394,12.513041159941533,0.15261966630223167,0.055739699580411584,-0.09687996672182009,-0.04565977161680501,-0.04565977161680501,0.09687996672182009,1.0,-1.0,0.0,0.8,1.0,0.5600492465768562,1.4517308640166644
same_start_mild_turn_left,mild_turn_left,inflight_nominal,W0,dry_air,1,mild_turn_left_robust_anchor_attitude_heavy_ref_pitch_up_001,0.6,True,completed_full_duration,False,False,-0.429074593660828,5.5,5.4119624893868306,5.4119624893868306,1.3709254063391723,0.9085946390846817,1.3114200551436683,-7.874513313297473,-19.05206634896096,13.684586139222247,0.15261966630223167,-0.25392919925308943,-0.4065488655553211,-0.07283453327775502,-0.07283453327775502,0.4065488655553211,1.0,-1.0,0.0,0.8666666666666667,1.0,0.5600492465768562,1.40761522092774
same_start_mild_turn_left,mild_turn_left,inflight_nominal,W0,dry_air,3,mild_turn_left_robust_anchor_rate_damped_ref_damped_level_003,0.6,True,completed_full_duration,False,False,-0.46639475694855315,5.5,5.526321388550211,5.5,1.333605243051447,0.9085946390846817,1.3114200551436683,-4.997232603195072,-14.300906499681343,12.0833507963952,0.15261966630223167,0.013209694235538916,-0.13940997206669276,-0.03583370519342444,-0.03583370519342444,0.13940997206669276,1.0,-1.0,0.0,0.8333333333333334,1.0,0.5600492465768562,1.4193538222793165
same_start_mild_turn_left,mild_turn_left,inflight_nominal,W0,dry_air,5,mild_turn_left_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,0.6,True,completed_full_duration,False,False,-0.42387960988308193,5.5,5.39305231233382,5.39305231233382,1.3761203901169181,0.9085946390846817,1.3114200551436683,-5.725187663046246,-17.93767032747659,14.23706987956614,0.15261966630223167,-0.26165175521661826,-0.41427142151884994,-0.06638983756841177,-0.06638983756841177,0.41427142151884994,1.0,-1.0,0.0,0.9333333333333333,1.0,0.5600492465768562,1.3563598811055049
