candidate_id,baseline_model_id,term,regime_family,split,fit_sample_count,fit_used_sample_count,fit_coefficient,fit_sign,parameter_keys_json,baseline_dy_mae_m,candidate_dy_mae_m,delta_dy_mae_m,baseline_roll_mae_deg,candidate_roll_mae_deg,delta_roll_mae_deg,baseline_yaw_mae_deg,candidate_yaw_mae_deg,delta_yaw_mae_deg,baseline_dx_mae_m,candidate_dx_mae_m,delta_dx_mae_m,baseline_altitude_loss_mae_m,candidate_altitude_loss_mae_m,delta_altitude_loss_mae_m,baseline_sink_mae_m_s,candidate_sink_mae_m_s,delta_sink_mae_m_s,baseline_pitch_mae_deg,candidate_pitch_mae_deg,delta_pitch_mae_deg,accepted,acceptance_reason
post_stall_CY_p,primary_longitudinal,CY_p,post_stall,train,891,891,3.234310315,positive,"[""post_stall_side_force_p_hat_rbf_20_coeff""]",0.6245401592,0.6407536937,0.01621353456,22.86430368,22.89561855,0.0313148739,9.593865735,9.958933364,0.3650676286,0.2814994433,0.2802324551,-0.001266988147,0.2991704347,0.2972655155,-0.001904919177,0.2200674675,0.2181231475,-0.001944319916,6.318194604,6.28443347,-0.03376113344,,
post_stall_CY_p,primary_longitudinal,CY_p,post_stall,heldout,891,891,3.234310315,positive,"[""post_stall_side_force_p_hat_rbf_20_coeff""]",0.5327974126,0.5418616363,0.009064223651,18.8763792,18.75714784,-0.1192313551,6.717079833,7.116276851,0.399197018,0.3708335836,0.3730096681,0.002176084493,0.1445171091,0.1410447095,-0.00347239955,0.1317766404,0.1288845528,-0.002892087602,4.043871944,4.073167611,0.02929566687,False,rejected_lateral_metrics_not_all_improved
attached_CY_r,primary_longitudinal,CY_r,attached,train,2311,2293,1.734214334,positive,"[""side_force_r_hat_coeff""]",0.6245401592,0.7199292799,0.09538912076,22.86430368,23.39535641,0.5310527348,9.593865735,11.48588018,1.892014449,0.2814994433,0.279515845,-0.001983598266,0.2991704347,0.3049786061,0.005808171416,0.2200674675,0.2180762935,-0.001991173972,6.318194604,6.209335132,-0.1088594717,,
attached_CY_r,primary_longitudinal,CY_r,attached,heldout,2311,2293,1.734214334,positive,"[""side_force_r_hat_coeff""]",0.5327974126,0.6742051313,0.1414077187,18.8763792,19.14256769,0.2661884988,6.717079833,8.145175881,1.428096047,0.3708335836,0.3725429156,0.001709331986,0.1445171091,0.132087218,-0.01242989109,0.1317766404,0.1215082867,-0.01026835364,4.043871944,4.035682881,-0.008189063115,False,rejected_lateral_metrics_not_all_improved
transition_CY_r,primary_longitudinal,CY_r,transition,train,7358,7358,-3,negative,"[""transition_side_force_r_hat_coeff""]",0.6245401592,0.6245401592,0,22.86430368,22.86430368,0,9.593865735,9.593865735,0,0.2814994433,0.2814994433,0,0.2991704347,0.2991704347,0,0.2200674675,0.2200674675,0,6.318194604,6.318194604,0,,
transition_CY_r,primary_longitudinal,CY_r,transition,heldout,7358,7358,-3,negative,"[""transition_side_force_r_hat_coeff""]",0.5327974126,0.5327974126,0,18.8763792,18.8763792,0,6.717079833,6.717079833,0,0.3708335836,0.3708335836,0,0.1445171091,0.1445171091,0,0.1317766404,0.1317766404,0,4.043871944,4.043871944,0,False,rejected_lateral_metrics_not_all_improved
post_stall_CY_r,primary_longitudinal,CY_r,post_stall,train,891,891,-4,negative,"[""post_stall_side_force_r_hat_rbf_20_coeff""]",0.6245401592,0.5466572358,-0.07788292337,22.86430368,22.13912114,-0.7251825417,9.593865735,8.894882879,-0.6989828563,0.2814994433,0.2998696739,0.01837023063,0.2991704347,0.3089921055,0.009821670831,0.2200674675,0.2306107354,0.01054326796,6.318194604,6.56267761,0.2444830058,,
post_stall_CY_r,primary_longitudinal,CY_r,post_stall,heldout,891,891,-4,negative,"[""post_stall_side_force_r_hat_rbf_20_coeff""]",0.5327974126,0.4454728691,-0.08732454356,18.8763792,18.13906911,-0.7373100818,6.717079833,5.397945584,-1.319134249,0.3708335836,0.3787674016,0.007933817984,0.1445171091,0.1716795521,0.02716244298,0.1317766404,0.1544521132,0.02267547279,4.043871944,4.338440569,0.294568625,False,rejected_longitudinal_metrics_degraded
attached_Cl_beta,primary_longitudinal,Cl_beta,attached,train,2311,2310,0.05091698692,positive,"[""roll_moment_beta_coeff""]",0.6245401592,0.6125575697,-0.0119825895,22.86430368,31.91435898,9.050055305,9.593865735,9.663452662,0.06958692631,0.2814994433,0.2947941112,0.0132946679,0.2991704347,0.3062279515,0.007057516862,0.2200674675,0.2242881481,0.004220680634,6.318194604,7.174194547,0.8559999436,,
attached_Cl_beta,primary_longitudinal,Cl_beta,attached,heldout,2311,2310,0.05091698692,positive,"[""roll_moment_beta_coeff""]",0.5327974126,0.5347953288,0.001997916183,18.8763792,27.73066877,8.854289576,6.717079833,7.488397356,0.7713175225,0.3708335836,0.414678343,0.04384475934,0.1445171091,0.1530516914,0.008534582352,0.1317766404,0.1392217117,0.007445071281,4.043871944,4.542466692,0.4985947476,False,rejected_lateral_metrics_not_all_improved
transition_Cl_beta,primary_longitudinal,Cl_beta,transition,train,7358,7350,0.06807361528,positive,"[""transition_roll_moment_beta_coeff""]",0.6245401592,0.6137546689,-0.01078549027,22.86430368,24.48161948,1.617315804,9.593865735,9.396438546,-0.1974271893,0.2814994433,0.2805976111,-0.0009018322101,0.2991704347,0.3004939257,0.001323490989,0.2200674675,0.2208700254,0.0008025579069,6.318194604,6.413730453,0.09553584881,,
transition_Cl_beta,primary_longitudinal,Cl_beta,transition,heldout,7358,7350,0.06807361528,positive,"[""transition_roll_moment_beta_coeff""]",0.5327974126,0.5274697048,-0.00532770783,18.8763792,20.21096153,1.334582335,6.717079833,6.66424412,-0.05283571357,0.3708335836,0.3756375019,0.00480391822,0.1445171091,0.1456298403,0.001112731248,0.1317766404,0.1327189522,0.0009423118024,4.043871944,4.117800623,0.07392867867,False,rejected_lateral_metrics_not_all_improved
post_stall_Cl_beta,primary_longitudinal,Cl_beta,post_stall,train,891,891,0.1020967178,positive,"[""post_stall_roll_moment_beta_rbf_20_coeff""]",0.6245401592,0.5898707391,-0.03466942008,22.86430368,30.15740283,7.293099148,9.593865735,8.878438245,-0.7154274906,0.2814994433,0.2736599034,-0.007839539833,0.2991704347,0.3037790273,0.004608592673,0.2200674675,0.2225167905,0.002449323019,6.318194604,7.006838699,0.6886440955,,
post_stall_Cl_beta,primary_longitudinal,Cl_beta,post_stall,heldout,891,891,0.1020967178,positive,"[""post_stall_roll_moment_beta_rbf_20_coeff""]",0.5327974126,0.5157844389,-0.0170129737,18.8763792,26.24367557,7.367296378,6.717079833,6.76095578,0.04387594654,0.3708335836,0.3784175831,0.007583999504,0.1445171091,0.1497683158,0.005251206683,0.1317766404,0.1362023647,0.004425724292,4.043871944,4.984106017,0.9402340729,False,rejected_lateral_metrics_not_all_improved
attached_Cl_p,primary_longitudinal,Cl_p,attached,train,2311,2303,0.2426446559,positive,"[""roll_moment_p_hat_coeff""]",0.6245401592,0.7500967467,0.1255565875,22.86430368,26.58534747,3.721043791,9.593865735,7.21269271,-2.381173025,0.2814994433,0.448171161,0.1666717177,0.2991704347,0.4542881298,0.1551176951,0.2200674675,0.2652816957,0.04521422822,6.318194604,6.229913186,-0.08828141757,,
attached_Cl_p,primary_longitudinal,Cl_p,attached,heldout,2311,2303,0.2426446559,positive,"[""roll_moment_p_hat_coeff""]",0.5327974126,0.5328467773,4.936463878e-05,18.8763792,20.35324577,1.476866573,6.717079833,6.183185521,-0.5338943124,0.3708335836,0.3700624626,-0.0007711210853,0.1445171091,0.1472017736,0.002684664499,0.1317766404,0.1339449736,0.002168333225,4.043871944,4.423992046,0.3801201016,False,rejected_lateral_metrics_not_all_improved
transition_Cl_p,primary_longitudinal,Cl_p,transition,train,7358,7336,0.4048156036,positive,"[""transition_roll_moment_p_hat_coeff""]",0.6245401592,0.7701478865,0.1456077273,22.86430368,26.64971131,3.785407629,9.593865735,7.47803673,-2.115829005,0.2814994433,0.4210262525,0.1395268092,0.2991704347,0.3945728431,0.09540240842,0.2200674675,0.2485631804,0.02849571299,6.318194604,6.278908758,-0.03928584631,,
transition_Cl_p,primary_longitudinal,Cl_p,transition,heldout,7358,7336,0.4048156036,positive,"[""transition_roll_moment_p_hat_coeff""]",0.5327974126,0.5341767236,0.001379311022,18.8763792,20.82063019,1.944250999,6.717079833,6.23887414,-0.4782056929,0.3708335836,0.370651988,-0.000181595668,0.1445171091,0.1448179389,0.0003008297882,0.1317766404,0.1319422549,0.0001656144911,4.043871944,4.198555504,0.1546835596,False,rejected_lateral_metrics_not_all_improved
post_stall_Cl_p,primary_longitudinal,Cl_p,post_stall,train,891,891,0.5439316601,positive,"[""post_stall_roll_moment_p_hat_rbf_20_coeff""]",0.6245401592,0.5808689667,-0.04367119251,22.86430368,42.38290657,19.5186029,9.593865735,10.23537883,0.6415130973,0.2814994433,0.3111669544,0.0296675111,0.2991704347,0.3175864289,0.01841599425,0.2200674675,0.2349599069,0.01489243943,6.318194604,17.31761103,10.99941642,,
post_stall_Cl_p,primary_longitudinal,Cl_p,post_stall,heldout,891,891,0.5439316601,positive,"[""post_stall_roll_moment_p_hat_rbf_20_coeff""]",0.5327974126,0.5217454928,-0.01105191983,18.8763792,30.80204841,11.92566922,6.717079833,5.33036967,-1.386710163,0.3708335836,0.3834939131,0.01266032944,0.1445171091,0.154010078,0.009492968943,0.1317766404,0.1393002789,0.007523638565,4.043871944,7.517132872,3.473260928,False,rejected_lateral_metrics_not_all_improved
attached_Cl_r,primary_longitudinal,Cl_r,attached,train,2311,2297,-0.5861435391,negative,"[""roll_moment_r_hat_coeff""]",0.6245401592,0.712806536,0.08826637681,22.86430368,10.53685112,-12.32745256,9.593865735,11.78933887,2.195473132,0.2814994433,0.4839262246,0.2024267813,0.2991704347,0.2613071255,-0.03786330915,0.2200674675,0.2057278154,-0.01433965209,6.318194604,6.951827474,0.6336328702,,
attached_Cl_r,primary_longitudinal,Cl_r,attached,heldout,2311,2297,-0.5861435391,negative,"[""roll_moment_r_hat_coeff""]",0.5327974126,0.5693127668,0.0365153542,18.8763792,6.204648179,-12.67173102,6.717079833,9.116522008,2.399442175,0.3708335836,0.3990332018,0.02819961812,0.1445171091,0.1462138597,0.001696750611,0.1317766404,0.1332074976,0.001430857214,4.043871944,3.835357526,-0.2085144187,False,rejected_lateral_metrics_not_all_improved
transition_Cl_r,primary_longitudinal,Cl_r,transition,train,7358,7351,-0.6795285254,negative,"[""transition_roll_moment_r_hat_coeff""]",0.6245401592,0.6843996039,0.05985944477,22.86430368,14.04765097,-8.816652705,9.593865735,8.475488324,-1.118377411,0.2814994433,0.4402475832,0.1587481399,0.2991704347,0.2634233111,-0.03574712361,0.2200674675,0.2088401815,-0.01122728595,6.318194604,6.577326352,0.2591317479,,
transition_Cl_r,primary_longitudinal,Cl_r,transition,heldout,7358,7351,-0.6795285254,negative,"[""transition_roll_moment_r_hat_coeff""]",0.5327974126,0.5456238,0.01282638736,18.8763792,12.31474404,-6.561635154,6.717079833,7.566640439,0.8495606056,0.3708335836,0.3702337422,-0.0005998414235,0.1445171091,0.1439270988,-0.0005900103122,0.1317766404,0.1313292203,-0.0004474200764,4.043871944,4.019583435,-0.0242885096,False,rejected_lateral_metrics_not_all_improved
post_stall_Cl_r,primary_longitudinal,Cl_r,post_stall,train,891,891,-0.7449489366,negative,"[""post_stall_roll_moment_r_hat_rbf_20_coeff""]",0.6245401592,0.6408265463,0.01628638707,22.86430368,9.15671058,-13.7075931,9.593865735,12.69594414,3.1020784,0.2814994433,0.4670515338,0.1855520905,0.2991704347,0.2710777202,-0.02809271442,0.2200674675,0.2107270492,-0.009340418258,6.318194604,5.780125538,-0.5380690663,,
post_stall_Cl_r,primary_longitudinal,Cl_r,post_stall,heldout,891,891,-0.7449489366,negative,"[""post_stall_roll_moment_r_hat_rbf_20_coeff""]",0.5327974126,0.5858613451,0.05306393251,18.8763792,4.989441324,-13.88693787,6.717079833,9.126893806,2.409813973,0.3708335836,0.3880714175,0.01723783384,0.1445171091,0.143023245,-0.001493864066,0.1317766404,0.1305878451,-0.001188795281,4.043871944,4.093786251,0.04991430684,False,rejected_lateral_metrics_not_all_improved
attached_Cn_beta,primary_longitudinal,Cn_beta,attached,train,2311,2311,-0.0487479808,negative,"[""yaw_moment_beta_coeff""]",0.6245401592,0.5670649913,-0.05747516785,22.86430368,16.66216654,-6.202137137,9.593865735,7.755739525,-1.83812621,0.2814994433,0.534517554,0.2530181107,0.2991704347,0.376830634,0.07766019933,0.2200674675,0.2412874562,0.02121998877,6.318194604,5.863347796,-0.4548468074,,
attached_Cn_beta,primary_longitudinal,Cn_beta,attached,heldout,2311,2311,-0.0487479808,negative,"[""yaw_moment_beta_coeff""]",0.5327974126,0.4152456591,-0.1175517535,18.8763792,13.05718979,-5.819189406,6.717079833,9.219314048,2.502234215,0.3708335836,0.3958269812,0.02499339751,0.1445171091,0.1553579193,0.0108408102,0.1317766404,0.1404730505,0.00869641009,4.043871944,4.547659609,0.5037876647,False,rejected_lateral_metrics_not_all_improved
transition_Cn_beta,primary_longitudinal,Cn_beta,transition,train,7358,7351,-0.01467582447,negative,"[""transition_yaw_moment_beta_coeff""]",0.6245401592,0.6214739278,-0.003066231412,22.86430368,22.56738526,-0.2969184172,9.593865735,9.51081749,-0.083048245,0.2814994433,0.283879169,0.002379725692,0.2991704347,0.2990121677,-0.0001582670018,0.2200674675,0.2201420067,7.453922978e-05,6.318194604,6.337055913,0.01886130899,,
transition_Cn_beta,primary_longitudinal,Cn_beta,transition,heldout,7358,7351,-0.01467582447,negative,"[""transition_yaw_moment_beta_coeff""]",0.5327974126,0.5274046463,-0.005392766344,18.8763792,18.55322812,-0.3231510736,6.717079833,6.640361897,-0.07671793594,0.3708335836,0.3725684051,0.001734821487,0.1445171091,0.1453625137,0.0008454046047,0.1317766404,0.1324873296,0.0007106892667,4.043871944,4.09362815,0.04975620602,True,heldout_lateral_improved_with_longitudinal_tolerance
post_stall_Cn_beta,primary_longitudinal,Cn_beta,post_stall,train,891,891,-0.0374172029,negative,"[""post_stall_yaw_moment_beta_rbf_20_coeff""]",0.6245401592,0.6071044711,-0.01743568811,22.86430368,20.65614545,-2.208158232,9.593865735,9.120809305,-0.4730564305,0.2814994433,0.2947051106,0.01320566732,0.2991704347,0.2992802338,0.0001097991169,0.2200674675,0.2212369606,0.001169493185,6.318194604,6.515621066,0.1974264621,,
post_stall_Cn_beta,primary_longitudinal,Cn_beta,post_stall,heldout,891,891,-0.0374172029,negative,"[""post_stall_yaw_moment_beta_rbf_20_coeff""]",0.5327974126,0.5021390474,-0.03065836521,18.8763792,16.28313966,-2.593239539,6.717079833,6.438668215,-0.2784116177,0.3708335836,0.3785561294,0.00772254578,0.1445171091,0.1506098168,0.006092707677,0.1317766404,0.1368719516,0.005095311217,4.043871944,4.434588675,0.3907167304,True,heldout_lateral_improved_with_longitudinal_tolerance
attached_Cn_p,primary_longitudinal,Cn_p,attached,train,2311,2311,-0.03038679708,negative,"[""yaw_moment_p_hat_coeff""]",0.6245401592,0.6341798659,0.009639706737,22.86430368,22.75154805,-0.1127556315,9.593865735,9.668070649,0.07420491335,0.2814994433,0.2852512989,0.003751855652,0.2991704347,0.296774943,-0.002395491684,0.2200674675,0.2195156768,-0.0005517906947,6.318194604,6.364815654,0.04662105066,,
attached_Cn_p,primary_longitudinal,Cn_p,attached,heldout,2311,2311,-0.03038679708,negative,"[""yaw_moment_p_hat_coeff""]",0.5327974126,0.5383497127,0.005552300114,18.8763792,18.93796495,0.06158575038,6.717079833,6.50834829,-0.2087315431,0.3708335836,0.3702444154,-0.0005891682426,0.1445171091,0.1444311854,-8.592370769e-05,0.1317766404,0.1317151611,-6.147931951e-05,4.043871944,4.042812053,-0.001059891049,False,rejected_lateral_metrics_not_all_improved
transition_Cn_p,primary_longitudinal,Cn_p,transition,train,7358,7352,0.07342650786,positive,"[""transition_yaw_moment_p_hat_coeff""]",0.6245401592,0.6231057954,-0.001434363785,22.86430368,23.33727077,0.4729670915,9.593865735,10.02285031,0.4289845793,0.2814994433,0.2767146039,-0.004784839332,0.2991704347,0.2990916991,-7.873552183e-05,0.2200674675,0.2194517098,-0.0006157576752,6.318194604,6.261444679,-0.05674992514,,
transition_Cn_p,primary_longitudinal,Cn_p,transition,heldout,7358,7352,0.07342650786,positive,"[""transition_yaw_moment_p_hat_coeff""]",0.5327974126,0.5287703372,-0.004027075435,18.8763792,18.75284458,-0.1235346196,6.717079833,7.200394538,0.4833147052,0.3708335836,0.37320994,0.002376356361,0.1445171091,0.1454359465,0.0009188374518,0.1317766404,0.1325763787,0.0007997383593,4.043871944,4.091486023,0.04761407873,False,rejected_lateral_metrics_not_all_improved
post_stall_Cn_p,primary_longitudinal,Cn_p,post_stall,train,891,891,0.04633500524,positive,"[""post_stall_yaw_moment_p_hat_rbf_20_coeff""]",0.6245401592,0.6297058701,0.005165710934,22.86430368,23.5089422,0.6446385215,9.593865735,10.01536474,0.4214990084,0.2814994433,0.2798937299,-0.001605713376,0.2991704347,0.2984658922,-0.0007045424435,0.2200674675,0.2192371763,-0.0008302911215,6.318194604,6.254612838,-0.06358176562,,
post_stall_Cn_p,primary_longitudinal,Cn_p,post_stall,heldout,891,891,0.04633500524,positive,"[""post_stall_yaw_moment_p_hat_rbf_20_coeff""]",0.5327974126,0.5335041918,0.0007067791423,18.8763792,19.09398443,0.2176052351,6.717079833,7.255191266,0.5381114325,0.3708335836,0.3728250247,0.001991441042,0.1445171091,0.1437700335,-0.0007470756219,0.1317766404,0.1311718706,-0.0006047698189,4.043871944,4.141736853,0.09786490834,False,rejected_lateral_metrics_not_all_improved
attached_Cn_r,primary_longitudinal,Cn_r,attached,train,2311,2309,0.298253982,positive,"[""yaw_moment_r_hat_coeff""]",0.6245401592,1.061666088,0.4371259285,22.86430368,27.15872909,4.294425407,9.593865735,103.9972646,94.4033989,0.2814994433,0.5598277504,0.2783283072,0.2991704347,0.4040497616,0.104879327,0.2200674675,0.2965506504,0.07648318296,6.318194604,16.52129193,10.20309732,,
attached_Cn_r,primary_longitudinal,Cn_r,attached,heldout,2311,2309,0.298253982,positive,"[""yaw_moment_r_hat_coeff""]",0.5327974126,0.9925330401,0.4597356275,18.8763792,17.20382558,-1.672553613,6.717079833,103.237059,96.51997914,0.3708335836,0.6522379517,0.2814043681,0.1445171091,0.289869204,0.1453520949,0.1317766404,0.2584328459,0.1266562055,4.043871944,11.05379065,7.009918706,False,rejected_lateral_metrics_not_all_improved
transition_Cn_r,primary_longitudinal,Cn_r,transition,train,7358,7352,3.825684733e-05,positive,"[""transition_yaw_moment_r_hat_coeff""]",0.6245401592,0.6245420491,1.889911087e-06,22.86430368,22.8645983,0.0002946234984,9.593865735,9.594013696,0.0001479605011,0.2814994433,0.2814970792,-2.364037736e-06,0.2991704347,0.2991705991,1.644728804e-07,0.2200674675,0.2200673844,-8.306340865e-08,6.318194604,6.318165325,-2.927931127e-05,,
transition_Cn_r,primary_longitudinal,Cn_r,transition,heldout,7358,7352,3.825684733e-05,positive,"[""transition_yaw_moment_r_hat_coeff""]",0.5327974126,0.5328013412,3.92863284e-06,18.8763792,18.87661556,0.0002363598218,6.717079833,6.717272605,0.0001927714156,0.3708335836,0.3708330613,-5.223373737e-07,0.1445171091,0.144516393,-7.161077685e-07,0.1317766404,0.131776046,-5.94366437e-07,4.043871944,4.04386358,-8.364000595e-06,False,rejected_lateral_metrics_not_all_improved
post_stall_Cn_r,primary_longitudinal,Cn_r,post_stall,train,891,891,0.1339326358,positive,"[""post_stall_yaw_moment_r_hat_rbf_20_coeff""]",0.6245401592,0.6899490775,0.06540891833,22.86430368,28.78003645,5.915732769,9.593865735,14.34842489,4.754559151,0.2814994433,0.2707445779,-0.01075486533,0.2991704347,0.2963940939,-0.00277634072,0.2200674675,0.2165102815,-0.003557186003,6.318194604,6.024372246,-0.2938223579,,
post_stall_Cn_r,primary_longitudinal,Cn_r,post_stall,heldout,891,891,0.1339326358,positive,"[""post_stall_yaw_moment_r_hat_rbf_20_coeff""]",0.5327974126,0.6254982513,0.09270083872,18.8763792,24.75202129,5.875642096,6.717079833,11.98898555,5.271905717,0.3708335836,0.3745103897,0.003676806077,0.1445171091,0.131145045,-0.01337206407,0.1317766404,0.1206819564,-0.01109468394,4.043871944,4.332413118,0.2885411741,False,rejected_lateral_metrics_not_all_improved
