candidate_id,selection_class,sweep_stage,split,score,longitudinal_score,lateral_score,parameter_count,lateral_parameter_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg,parameter_updates_json
joint_0138_post_lift_drag_1.5,,post_lift_drag_cleanup,train,14.70856715,7.716502017,6.992065134,7,0,0.4744553698,1.431279893,0.3467576614,0.2485488282,24.61916637,7.598486571,31.67722714,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.07672565428124509, ""post_stall_lift_residual_coeff"": -0.02382262862921638, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0139_post_lift_drag_0,,post_lift_drag_cleanup,train,14.12386803,6.731375668,7.392492364,5,0,0.3256380698,1.474395514,0.3145567613,0.2196211805,28.9187678,8.283972863,30.71089028,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0140_post_lift_drag_0.5,,post_lift_drag_cleanup,train,14.26402859,6.997297972,7.266730622,7,0,0.3632766536,1.460172438,0.3286281648,0.2322236305,27.78081835,7.255714485,30.72302613,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.02557521809374836, ""post_stall_lift_residual_coeff"": -0.007940876209738794, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0141_post_lift_drag_0.75,,post_lift_drag_cleanup,train,14.3694667,7.161045008,7.208421689,7,0,0.3868264047,1.453339268,0.3359900671,0.2387821385,27.24515554,6.838850484,30.75028638,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.038362827140622544, ""post_stall_lift_residual_coeff"": -0.01191131431460819, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0142_post_lift_drag_1,,post_lift_drag_cleanup,train,14.48555966,7.332215753,7.153343905,7,0,0.4107213979,1.44673575,0.3433343715,0.2453371877,26.73387354,6.486527868,30.78995,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.05115043618749672, ""post_stall_lift_residual_coeff"": -0.015881752419477587, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0143_post_lift_drag_1.25,,post_lift_drag_cleanup,train,14.61422485,7.51257078,7.101654065,7,0,0.4359021874,1.440399358,0.3505876308,0.2518282817,26.24879814,6.19717082,30.84060165,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.0639380452343709, ""post_stall_lift_residual_coeff"": -0.019852190524346985, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0144_post_lift_drag_1.5,,post_lift_drag_cleanup,train,14.7541513,7.700517012,7.053634288,7,0,0.461246843,1.434399065,0.3578644174,0.2583650068,25.79136962,5.971739894,30.90240016,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.07672565428124509, ""post_stall_lift_residual_coeff"": -0.02382262862921638, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0145_post_lift_drag_0,,post_lift_drag_cleanup,train,14.12469551,6.665374557,7.459320953,5,0,0.3183600829,1.479069808,0.3210063812,0.2252227116,30.07776521,6.768939882,29.98833703,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0146_post_lift_drag_0.5,,post_lift_drag_cleanup,train,14.29567216,6.97313728,7.322534879,7,0,0.3519798539,1.465768099,0.3373961773,0.2398239492,28.91737897,5.899967979,29.7988354,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.02557521809374836, ""post_stall_lift_residual_coeff"": -0.007940876209738794, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0147_post_lift_drag_0.75,,post_lift_drag_cleanup,train,14.4464516,7.184237669,7.262213927,7,0,0.3738305102,1.459425299,0.3463612241,0.2478517843,28.38991867,5.732745914,29.75796073,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.038362827140622544, ""post_stall_lift_residual_coeff"": -0.01191131431460819, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0148_post_lift_drag_1,,post_lift_drag_cleanup,train,14.61132028,7.404283901,7.207036381,7,0,0.3963401461,1.453413593,0.3550358996,0.255682269,27.89632503,5.676948936,29.7456236,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.05115043618749672, ""post_stall_lift_residual_coeff"": -0.015881752419477587, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0149_post_lift_drag_1.25,,post_lift_drag_cleanup,train,14.81050321,7.652959721,7.157543485,7,0,0.4197409077,1.447995097,0.3639232977,0.2638181102,27.43398181,5.829481129,29.76500615,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.0639380452343709, ""post_stall_lift_residual_coeff"": -0.019852190524346985, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0150_post_lift_drag_1.5,,post_lift_drag_cleanup,train,15.02799762,7.911012902,7.116984721,7,0,0.4428146254,1.444020076,0.3727235519,0.2722918838,27.0050349,6.060157139,29.83736959,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.07672565428124509, ""post_stall_lift_residual_coeff"": -0.02382262862921638, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0151_post_lift_drag_0,,post_lift_drag_cleanup,train,14.13447792,6.668370015,7.466107904,5,0,0.319045602,1.47843971,0.3199881947,0.2243448133,30.10570729,6.948682531,30.09379292,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 3.8587438657793207, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0152_post_lift_drag_0.5,,post_lift_drag_cleanup,train,14.29668497,6.964267704,7.332417265,7,0,0.353266334,1.46500251,0.3361636551,0.2387502274,28.9733954,5.978471898,29.92331727,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.02557521809374836, ""post_stall_lift_residual_coeff"": -0.007940876209738794, ""post_stall_pitch_damping_coeff"": 3.8587438657793207, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0153_post_lift_drag_0.75,,post_lift_drag_cleanup,train,14.4319897,7.16000689,7.271982813,7,0,0.3754364738,1.458578326,0.3448094412,0.2464871525,28.44675346,5.702684424,29.88242741,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.038362827140622544, ""post_stall_lift_residual_coeff"": -0.01191131431460819, ""post_stall_pitch_damping_coeff"": 3.8587438657793207, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0154_post_lift_drag_1,,post_lift_drag_cleanup,train,14.59173597,7.375401922,7.216334045,7,0,0.3981678572,1.452439212,0.353406271,0.2542221574,27.95070325,5.609018992,29.87038944,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.05115043618749672, ""post_stall_lift_residual_coeff"": -0.015881752419477587, ""post_stall_pitch_damping_coeff"": 3.8587438657793207, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0155_post_lift_drag_1.25,,post_lift_drag_cleanup,train,14.76879078,7.603140448,7.16565033,7,0,0.4219180647,1.446770487,0.3617719645,0.2618421163,27.48307833,5.635593648,29.88626894,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.0639380452343709, ""post_stall_lift_residual_coeff"": -0.019852190524346985, ""post_stall_pitch_damping_coeff"": 3.8587438657793207, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0156_post_lift_drag_1.5,,post_lift_drag_cleanup,train,14.97864089,7.857063919,7.121576968,7,0,0.4457286906,1.442053173,0.3707093268,0.270214686,27.04362465,5.799103673,29.94082151,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.07672565428124509, ""post_stall_lift_residual_coeff"": -0.02382262862921638, ""post_stall_pitch_damping_coeff"": 3.8587438657793207, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0157_post_lift_drag_0,,post_lift_drag_cleanup,train,14.18745718,6.940079724,7.247377456,5,0,0.3217596986,1.468043734,0.3149322365,0.2198189173,27.004212,10.44922918,31.22472684,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0158_post_lift_drag_0.5,,post_lift_drag_cleanup,train,14.27842949,7.137472266,7.140957224,7,0,0.3541267039,1.454424173,0.3244405118,0.2284347805,26.00765671,9.69031183,31.34877806,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.02557521809374836, ""post_stall_lift_residual_coeff"": -0.007940876209738794, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0159_post_lift_drag_0.75,,post_lift_drag_cleanup,train,14.36708672,7.273578265,7.093508453,7,0,0.3748922874,1.447746095,0.3302244688,0.2336301028,25.56283307,9.35765705,31.42905877,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.038362827140622544, ""post_stall_lift_residual_coeff"": -0.01191131431460819, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0160_post_lift_drag_1,,post_lift_drag_cleanup,train,14.46676086,7.416869475,7.049891383,7,0,0.3978488162,1.441195303,0.335781195,0.2386143805,25.15392103,9.063863239,31.51935123,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.05115043618749672, ""post_stall_lift_residual_coeff"": -0.015881752419477587, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0161_post_lift_drag_1.25,,post_lift_drag_cleanup,train,14.57143071,7.561479426,7.009951281,7,0,0.4209195154,1.434794371,0.3411063759,0.2433838836,24.77985533,8.820224062,31.61756524,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.0639380452343709, ""post_stall_lift_residual_coeff"": -0.019852190524346985, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0162_post_lift_drag_1.5,,post_lift_drag_cleanup,train,14.69224867,7.718837922,6.973410749,7,0,0.4457746202,1.42856267,0.3467059658,0.2483397044,24.43821333,8.603090951,31.72156669,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.07672565428124509, ""post_stall_lift_residual_coeff"": -0.02382262862921638, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0163_post_lift_drag_0,,post_lift_drag_cleanup,train,14.24095272,6.957218111,7.283734606,5,0,0.3178212027,1.468610576,0.3174101608,0.2219188027,27.49774608,10.33541401,31.11618075,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0164_post_lift_drag_0.5,,post_lift_drag_cleanup,train,14.31860579,7.151848198,7.16675759,7,0,0.3484688731,1.454930107,0.327136939,0.230787497,26.38746461,9.562691598,31.22323543,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.02557521809374836, ""post_stall_lift_residual_coeff"": -0.007940876209738794, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0165_post_lift_drag_0.75,,post_lift_drag_cleanup,train,14.39800111,7.283269776,7.11473133,7,0,0.368324984,1.448217118,0.332765003,0.2358580788,25.89168589,9.238973507,31.29895037,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.038362827140622544, ""post_stall_lift_residual_coeff"": -0.01191131431460819, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0166_post_lift_drag_1,,post_lift_drag_cleanup,train,14.49167103,7.424669013,7.067002019,7,0,0.3910583731,1.4416319,0.3381766701,0.2407289078,25.43581792,8.957131074,31.38703345,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.05115043618749672, ""post_stall_lift_residual_coeff"": -0.015881752419477587, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0167_post_lift_drag_1.25,,post_lift_drag_cleanup,train,14.59039008,7.567015239,7.023374837,7,0,0.4139597473,1.435200107,0.3434004171,0.2454218221,25.01822041,8.712610506,31.4854122,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.0639380452343709, ""post_stall_lift_residual_coeff"": -0.019852190524346985, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0168_post_lift_drag_1.5,,post_lift_drag_cleanup,train,14.70699521,7.723451315,6.983543898,7,0,0.4383842473,1.42894039,0.3490208298,0.2504112099,24.63623901,8.495514763,31.59181606,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.07672565428124509, ""post_stall_lift_residual_coeff"": -0.02382262862921638, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0169_attached_CY_beta_0,,attached_CY_beta,train,14.10671294,6.827497165,7.279215772,5,0,0.3334924013,1.471820537,0.3119249974,0.217342439,27.31511167,9.430564585,31.18039491,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0170_attached_CY_beta_0.5,,attached_CY_beta,train,12.14735635,6.562183627,5.585172724,6,1,0.2927801436,1.064995529,0.2995591912,0.211354978,24.46812038,9.763734413,21.23110732,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""side_force_beta_coeff"": -0.6600889675014734, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0171_attached_CY_beta_0.75,,attached_CY_beta,train,11.64342126,6.609292311,5.03412895,6,1,0.2889091098,0.931177179,0.2991614636,0.2130632796,23.58753668,10.22616952,17.98592893,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""side_force_beta_coeff"": -0.9901334512522101, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0172_attached_CY_beta_1,,attached_CY_beta,train,11.33692998,6.7331104,4.603819583,6,1,0.2891909845,0.8230516054,0.3023563778,0.2178144313,22.89455246,10.71359657,15.6048596,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""side_force_beta_coeff"": -1.3201779350029468, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0173_attached_CY_beta_1.25,,attached_CY_beta,train,11.13322699,6.875809283,4.257417705,6,1,0.2924393749,0.7360384406,0.306335958,0.2230837128,22.3434501,11.1737459,13.67680592,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""side_force_beta_coeff"": -1.6502224187536836, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0174_attached_CY_beta_1.5,,attached_CY_beta,train,11.00449211,7.02445001,3.980042104,6,1,0.2980156994,0.6672648689,0.3105154706,0.228466087,21.86722596,11.58774554,12.14932417,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""side_force_beta_coeff"": -1.9802669025044202, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0175_attached_CY_beta_0,,attached_CY_beta,train,14.12386803,6.731375668,7.392492364,5,0,0.3256380698,1.474395514,0.3145567613,0.2196211805,28.9187678,8.283972863,30.71089028,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0176_attached_CY_beta_0.5,,attached_CY_beta,train,11.97858995,6.33901481,5.639575144,6,1,0.2842545019,1.063316153,0.2994441324,0.2112377602,25.70483177,7.837544315,20.42245882,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""side_force_beta_coeff"": -0.6600889675014734, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0177_attached_CY_beta_0.75,,attached_CY_beta,train,11.38116511,6.318165282,5.062999828,6,1,0.278868519,0.9278122519,0.2969286256,0.211134392,24.56154534,8.028544194,17.17918883,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""side_force_beta_coeff"": -0.9901334512522101, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0178_attached_CY_beta_1,,attached_CY_beta,train,10.97970769,6.369849668,4.609858027,6,1,0.2783717717,0.818341732,0.2973675973,0.2133850397,23.63927551,8.300300538,14.78486194,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""side_force_beta_coeff"": -1.3201779350029468, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0179_attached_CY_beta_1.25,,attached_CY_beta,train,10.72036187,6.471117221,4.249244645,6,1,0.2809454,0.7304856483,0.3000115269,0.2175266908,22.91232802,8.592695889,12.89848565,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""side_force_beta_coeff"": -1.6502224187536836, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0180_attached_CY_beta_1.5,,attached_CY_beta,train,10.54523824,6.582151991,3.96308625,6,1,0.2855402329,0.6610575637,0.3029801141,0.2217825026,22.30459649,8.876919045,11.43635521,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""side_force_beta_coeff"": -1.9802669025044202, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0181_attached_CY_beta_0,,attached_CY_beta,train,14.12469551,6.665374557,7.459320953,5,0,0.3183600829,1.479069808,0.3210063812,0.2252227116,30.07776521,6.768939882,29.98833703,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0182_attached_CY_beta_0.5,,attached_CY_beta,train,11.860528,6.15964608,5.700881918,6,1,0.2760590867,1.063457094,0.3014977905,0.2130585975,27.20306641,5.963815616,19.27299113,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""side_force_beta_coeff"": -0.6600889675014734, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0183_attached_CY_beta_0.75,,attached_CY_beta,train,11.20117195,6.0720909,5.129081053,6,1,0.2705536403,0.9262343877,0.296327529,0.2107546196,26.15397786,5.933031623,16.04311666,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""side_force_beta_coeff"": -0.9901334512522101, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0184_attached_CY_beta_1,,attached_CY_beta,train,10.74093764,6.066028884,4.674908753,6,1,0.2688276965,0.8155042285,0.2948116803,0.2113404362,25.24046318,5.997681983,13.66749365,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""side_force_beta_coeff"": -1.3201779350029468, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0185_attached_CY_beta_1.25,,attached_CY_beta,train,10.43234471,6.117566519,4.31477819,6,1,0.2699813165,0.7269673609,0.296004596,0.2142273272,24.46032924,6.086505591,11.89681914,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""side_force_beta_coeff"": -1.6502224187536836, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
