candidate_id,selection_class,sweep_stage,split,score,longitudinal_score,lateral_score,parameter_count,lateral_parameter_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg,parameter_updates_json
joint_0270_post_stall_Cn_p_1.5,,post_stall_Cn_p,heldout,7.292771738,4.162574786,3.130196952,9,4,0.3708335836,0.5327974126,0.1445171091,0.1317766404,18.8763792,4.043871944,6.717079833,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_yaw_moment_p_hat_rbf_20_coeff"": -0.07119920085255141, ""side_force_beta_coeff"": -1.9802669025044202, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738, ""transition_side_force_r_hat_coeff"": -3.0, ""transition_yaw_moment_p_hat_coeff"": -0.1461483136170422}"
joint_0276_post_stall_Cn_p_1.5,,post_stall_Cn_p,heldout,7.296118472,4.165393861,3.130724611,9,4,0.3710806845,0.5323462415,0.1446167771,0.1318632217,18.86177722,4.0468622,6.766527502,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_yaw_moment_p_hat_rbf_20_coeff"": -0.07119920085255141, ""side_force_beta_coeff"": -1.9802669025044202, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738, ""transition_side_force_r_hat_coeff"": -3.0, ""transition_yaw_moment_p_hat_coeff"": -0.12179026134753516}"
joint_0269_post_stall_Cn_p_1.25,,post_stall_Cn_p,heldout,7.2974546,4.162635051,3.134819549,9,4,0.3710178512,0.5328653899,0.1444436407,0.1317168464,18.89741041,4.050434104,6.766020676,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_yaw_moment_p_hat_rbf_20_coeff"": -0.05933266737712618, ""side_force_beta_coeff"": -1.9802669025044202, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738, ""transition_side_force_r_hat_coeff"": -3.0, ""transition_yaw_moment_p_hat_coeff"": -0.1461483136170422}"
joint_0282_post_stall_Cn_p_1.5,,post_stall_Cn_p,heldout,7.299776876,4.168458222,3.131318654,9,4,0.3713317743,0.5318960089,0.1447170336,0.1319503593,18.84733269,4.052067681,6.816896376,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_yaw_moment_p_hat_rbf_20_coeff"": -0.07119920085255141, ""side_force_beta_coeff"": -1.9802669025044202, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738, ""transition_side_force_r_hat_coeff"": -3.0, ""transition_yaw_moment_p_hat_coeff"": -0.09743220907802813}"
joint_0275_post_stall_Cn_p_1.25,,post_stall_Cn_p,heldout,7.301080209,4.165722818,3.135357392,9,4,0.3712677783,0.5324085938,0.1445449468,0.1318048624,18.88249566,4.055737101,6.816345804,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_yaw_moment_p_hat_rbf_20_coeff"": -0.05933266737712618, ""side_force_beta_coeff"": -1.9802669025044202, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738, ""transition_side_force_r_hat_coeff"": -3.0, ""transition_yaw_moment_p_hat_coeff"": -0.12179026134753516}"
joint_0288_post_stall_Cn_p_1.5,,post_stall_Cn_p,heldout,7.303543128,4.171558333,3.131984794,9,4,0.3715869081,0.5314468099,0.1448178615,0.1320380379,18.83307699,4.057394147,6.868238412,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_yaw_moment_p_hat_rbf_20_coeff"": -0.07119920085255141, ""side_force_beta_coeff"": -1.9802669025044202, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738, ""transition_side_force_r_hat_coeff"": -3.0, ""transition_yaw_moment_p_hat_coeff"": -0.0730741568085211}"
