surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,False,71.66459365,0.8456170059,1.253905255,1.435392174,1.162621491,22.87838818,13.6090813,15.41575923
0.25,False,71.59796807,0.8465409761,1.25494857,1.43364479,1.160921028,22.8635261,13.71954601,15.4339234
0.5,False,71.50058051,0.8475565504,1.255951447,1.431178467,1.15852956,22.83089189,13.86575187,15.44663861
0.75,False,71.35240249,0.8491395357,1.256745507,1.427557492,1.155035356,22.7676311,14.04389353,15.45746082
1,True,71.11285148,0.8523477428,1.256939814,1.421823939,1.149542009,22.66873959,14.21175533,15.5062027
