time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd
0.0,0.0,-0.022644230752501885,0.0,0.0,-0.022644230752501885,0.0,0.0,-0.011856491496375333,0.0
0.02,-0.015198935816944618,-0.022644230751110012,1.497146808687475e-20,-0.015198935816944618,-0.022644230751110012,1.497146808687475e-20,-0.006897058292929421,-0.01185649149564655,7.316439535250183e-21
0.04,-0.05480036668218829,-0.02264420591862509,1.7765693695992637e-05,-0.05480036668218829,-0.02264420591862509,1.7765693695992637e-05,-0.024867617577514056,-0.01185647849338785,8.681955769084416e-06
0.06,-0.10287740089949084,-0.022643840223432396,7.72194118975724e-05,-0.10287740089949084,-0.022643840223432396,7.72194118975724e-05,-0.04668428366134757,-0.011856287015832712,3.773652355385698e-05
0.08,-0.14020649219236514,-0.022642350281298188,0.00016232825968420236,-0.14020649219236514,-0.022642350281298188,0.00016232825968420236,-0.06362368795714086,-0.011855506883955529,7.932855281460766e-05
0.1,-0.15198067454282643,-0.022638778420149767,0.0002197315708357005,-0.15198067454282643,-0.022638778420149767,0.0002197315708357005,-0.06896664242453047,-0.01185363666183161,0.00010738110268653941
0.12,-0.13232360070612753,-0.022632253219558324,0.00020727613121280521,-0.13232360070612753,-0.022632253219558324,0.00020727613121280521,-0.06004654527082169,-0.011850220074791397,0.00010129422661285868
0.14,-0.10059624540385041,-0.022623051546389234,0.00014192409329193698,-0.10059624540385041,-0.022623051546389234,0.00014192409329193698,-0.04564912813347646,-0.011845402089986605,6.935719604385314e-05
0.16,-0.07839639830983239,-0.022612510291367138,0.00013577074805684423,-0.07839639830983239,-0.022612510291367138,0.00013577074805684423,-0.035575157077498816,-0.011839882701763766,6.63501042816535e-05
0.18,-0.06653379542427973,-0.02260255347827865,0.0003675454687862285,-0.06653379542427973,-0.02260255347827865,0.0003675454687862285,-0.03019207864405249,-0.011834669326621772,0.00017961660027096055
