time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd
0.0,0.0,-0.028644230752501915,0.08399999999999999,0.0,-0.028644230752501915,0.08399999999999999,0.0,-0.014998084149965143,0.04105014400690663
0.02,-0.043648800500882406,-0.027946653770299083,0.08944514628524586,-0.043648800500882406,-0.027946653770299083,0.08944514628524586,-0.01980719736545025,-0.014632833696198182,0.043711144472954426
0.04,-0.09131592527472776,-0.027207466670711014,0.09243484596043622,-0.09131592527472776,-0.027207466670711014,0.09243484596043622,-0.04143785244427678,-0.014245796235915813,0.04517218735633498
0.06,-0.13573451730914876,-0.026627275312667703,0.0931205145175584,-0.13573451730914876,-0.026627275312667703,0.0931205145175584,-0.06159437012689687,-0.013942008751231619,0.04550726822551204
0.08,-0.1651680202636841,-0.026282637260105334,0.09172140421444633,-0.1651680202636841,-0.026282637260105334,0.09172140421444633,-0.07495087008765201,-0.013761556688885382,0.04482353394665137
0.1,-0.1692805946587051,-0.02615138434963725,0.08851020132370613,-0.1692805946587051,-0.02615138434963725,0.08851020132370613,-0.0768170971497366,-0.013692832825670579,0.043254244171648026
0.12,-0.14389624166903953,-0.026144985921624585,0.08381121551900998,-0.14389624166903953,-0.026144985921624585,0.08381121551900998,-0.0652980431576252,-0.013689482616597394,0.040957886505348186
0.14,-0.1083686057697263,-0.02614969835894594,0.07800073016084004,-0.1083686057697263,-0.02614969835894594,0.07800073016084004,-0.04917611338841364,-0.01369195004300894,0.03811834768745653
0.16,-0.0836857726396529,-0.02607672235996321,0.0715120006231897,-0.0836857726396529,-0.02607672235996321,0.0715120006231897,-0.03797539901057056,-0.013653739899293518,0.03494735623576112
0.18,-0.07010753504232284,-0.025898804634764946,0.06479608642163373,-0.07010753504232284,-0.025898804634764946,0.06479608642163373,-0.03181379024059173,-0.013560582396222473,0.031665341413000384
0.2,-0.0642837483028813,-0.025641329020758413,0.058236840748544544,-0.0642837483028813,-0.025641329020758413,0.058236840748544544,-0.02917103964862349,-0.013425768479982232,0.02845988927660764
0.22,-0.062425128298194396,-0.02534841232499882,0.05210553637242919,-0.062425128298194396,-0.02534841232499882,0.05210553637242919,-0.028327624644367798,-0.01327239765673021,0.025463568710063448
0.24,-0.0617776455492369,-0.02505814704562845,0.04656600879620046,-0.0617776455492369,-0.02505814704562845,0.04656600879620046,-0.02803380629306932,-0.013120415111853185,0.0227564448441775
0.26,-0.0609042691086947,-0.02479308121124876,0.041701207716120715,-0.0609042691086947,-0.02479308121124876,0.041701207716120715,-0.027637480636152265,-0.01298162696551904,0.020379054547722396
0.28,-0.059373821519747336,-0.024561130559536175,0.03754197513631119,-0.059373821519747336,-0.024561130559536175,0.03754197513631119,-0.026942985550287415,-0.012860177888283102,0.018346470067253363
0.3,-0.05730401224850168,-0.024360607861423557,0.03408892504138307,-0.05730401224850168,-0.024360607861423557,0.03408892504138307,-0.026003735896827345,-0.012755184449071668,0.01665899145225501
0.32,-0.05499315647331707,-0.02418531271158957,0.03132562326052975,-0.05499315647331707,-0.02418531271158957,0.03132562326052975,-0.024955102809619215,-0.012663400123250271,0.015308587451795837
0.34,-0.05270894516121184,-0.024028056318305232,0.029225012764592294,-0.05270894516121184,-0.024028056318305232,0.029225012764592294,-0.02391856059622328,-0.012581060868271588,0.014282035507026168
0.36,-0.05061130240906207,-0.0238824898240508,0.027751978008572285,-0.05061130240906207,-0.0238824898240508,0.027751978008572285,-0.02296668050977745,-0.012504842430111832,0.013562174925338073
0.38,-0.048756066305278845,-0.023743713426938703,0.02686439051241378,-0.048756066305278845,-0.023743713426938703,0.02686439051241378,-0.02212480107104235,-0.012432179278501994,0.013128417847528117
0.4,-0.047131054649264134,-0.023608220337161107,0.026513992607427695,-0.047131054649264134,-0.023608220337161107,0.026513992607427695,-0.02138739417274305,-0.012361235262592415,0.012957181127773389
0.42,-0.04014138349205111,-0.023473585122277162,0.026647635667177504,-0.04014138349205111,-0.023473585122277162,0.026647635667177504,-0.018215582014291767,-0.012290740428926767,0.013022491447395451
0.44,-0.023418435730011573,-0.023337185961044886,0.027202478510178645,-0.023418435730011573,-0.023337185961044886,0.027202478510178645,-0.01062694903803998,-0.012219321995112912,0.013293638811757337
