time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd
0.0,0.0,-0.022644230752501885,0.0,0.0,-0.022644230752501885,0.0,0.0,-0.011856491496375333,0.0
0.02,0.015198935816944635,-0.022644230751110012,1.497146808687475e-20,0.015198935816944635,-0.022644230751110012,1.497146808687475e-20,0.005835972401709517,-0.01185649149564655,7.316439535250183e-21
0.04,0.0550961859658643,-0.0226442129737618,-1.5032550632687037e-05,0.0550961859658643,-0.0226442129737618,-1.5032550632687037e-05,0.02115541670869933,-0.011856482187448794,-9.182862622960094e-06
0.06,0.10447162025492542,-0.022643949267008332,-6.560599294536061e-05,0.10447162025492542,-0.022643949267008332,-6.560599294536061e-05,0.040114222463516216,-0.01185634411091556,-4.0076420507785026e-05
0.08,0.1445844565571758,-0.022642871461648076,-0.00013897913879981342,0.1445844565571758,-0.022642871461648076,-0.00013897913879981342,0.055516445910847305,-0.011855779773348597,-8.489752472750306e-05
0.1,0.16030779144194457,-0.022640306758884468,-0.00019076036498577928,0.16030779144194457,-0.022640306758884468,-0.00019076036498577928,0.06155377309977106,-0.011854436898121799,-0.00011652887579577841
0.12,0.14468602516833773,-0.022635601006983076,-0.00018470994186819164,0.14468602516833773,-0.022635601006983076,-0.00018470994186819164,0.055555445457839275,-0.01185197297218796,-0.00011283288263685445
0.14,0.11570602661399214,-0.022628665475738774,-0.00013306051984829392,0.11570602661399214,-0.022628665475738774,-0.00013306051984829392,0.04442792483391568,-0.01184834153652032,-8.128204615187982e-05
0.16,0.09415495284941088,-0.022620109945878226,-0.0001286722822083832,0.09415495284941088,-0.022620109945878226,-0.0001286722822083832,0.036152906554209205,-0.011843861871560743,-7.860142432070626e-05
0.18,0.08114194775382237,-0.02261126636707716,-0.00032344628448653006,0.08114194775382237,-0.02261126636707716,-0.00032344628448653006,0.03115627129527919,-0.011839231384528597,-0.00019758209161712724
0.2,0.07461212733062386,-0.022604141843524165,-0.0008545929672898285,0.07461212733062386,-0.022604141843524165,-0.0008545929672898285,0.02864900024440595,-0.011835500992719527,-0.0005220411365258498
0.22,0.07185389040396045,-0.02260015680533823,-0.0017998107913216143,0.07185389040396045,-0.02260015680533823,-0.0017998107913216143,0.0275899132941579,-0.011833414431604659,-0.0010994418477520364
0.24,0.07070069157216317,-0.022599154250010255,-0.003174545781443425,0.07070069157216317,-0.022599154250010255,-0.003174545781443425,0.027147116730167578,-0.011832889494862463,-0.0019392196649519425
0.26,0.06984961593097617,-0.0225996220492502,-0.00494809944339553,0.06984961593097617,-0.0225996220492502,-0.00494809944339553,0.026820327143478408,-0.011833134433971724,-0.003022621945117277
0.28,0.0687295814264289,-0.02259944464457628,-0.0070634035220224385,0.0687295814264289,-0.02259944464457628,-0.0070634035220224385,0.026390264766991953,-0.011833041545101673,-0.004314787674968937
0.3,0.06722888988678179,-0.022596512582170762,-0.009453029125536744,0.06722888988678179,-0.022596512582170762,-0.009453029125536744,0.02581404058167132,-0.011831506320816166,-0.00577452688846378
0.32,0.065448753356909,-0.022589014126076654,-0.012049406379809882,0.065448753356909,-0.022589014126076654,-0.012049406379809882,0.025130517222882575,-0.011827580138386412,-0.007360563498347249
0.34,0.06354148254120856,-0.022575508155405613,-0.014790048137432864,0.06354148254120856,-0.022575508155405613,-0.014790048137432864,0.02439817780273682,-0.01182050842867979,-0.009034726278433039
0.36,0.06163114871006217,-0.022554907408248406,-0.017619479271028728,0.06163114871006217,-0.022554907408248406,-0.017619479271028728,0.023664662269090503,-0.011809721902691866,-0.010763127401821957
0.38,0.05979095414515088,-0.02252644220135945,-0.020489439640191225,0.05979095414515088,-0.02252644220135945,-0.020489439640191225,0.022958078280320357,-0.011794817555217656,-0.01251628642634927
0.4,0.05804994965548533,-0.022489624271441293,-0.02335842034262023,0.05804994965548533,-0.022489624271441293,-0.02335842034262023,0.02228958054631367,-0.011775539732192445,-0.014268847006524072
0.42,0.05085689673863071,-0.022444209931378054,-0.026191087677758712,0.05085689673863071,-0.022444209931378054,-0.026191087677758712,0.01952764649958918,-0.011751760839340727,-0.01599922501293918
0.44,0.033785387818969004,-0.022389584002028284,-0.02895230757837884,0.033785387818969004,-0.022389584002028284,-0.02895230757837884,0.012972657643092292,-0.01172315876961727,-0.017685958265248596
0.46,0.00999519277141759,-0.022323714877017533,-0.03160922502118434,0.00999519277141759,-0.022323714877017533,-0.03160922502118434,0.0038378785111210264,-0.01168866977641191,-0.019308976771820436
0.48,-0.016325978021263485,-0.022243485822944054,-0.034143769763455095,-0.016325978021263485,-0.022243485822944054,-0.034143769763455095,-0.007408493822061193,-0.011646661941931626,-0.02085724204953119
0.5,-0.040826147024609516,-0.022145900842065996,-0.03654998850224438,-0.040826147024609516,-0.022145900842065996,-0.03654998850224438,-0.018526317848550786,-0.01159556656542709,-0.022327117432558233
0.52,-0.05980106687538749,-0.022029716439187226,-0.038828074524697,-0.05980106687538749,-0.022029716439187226,-0.038828074524697,-0.027136863342701562,-0.011534732554336149,-0.023718720993299323
0.54,-0.07095557178826847,-0.02189727077967528,-0.04097488879376429,-0.07095557178826847,-0.02189727077967528,-0.04097488879376429,-0.03219861710885263,-0.011465384169182382,-0.025030135203140014
0.56,-0.07338460844330211,-0.02175473493409579,-0.042969807582946704,-0.07338460844330211,-0.02175473493409579,-0.042969807582946704,-0.033300878978183755,-0.011390752574958096,-0.026248761744479623
0.58,-0.06722971909539929,-0.021611099604066118,-0.04476828569148111,-0.06722971909539929,-0.021611099604066118,-0.04476828569148111,-0.030507878788546158,-0.011315545292021901,-0.027347389502643413
