run_id,seed,primitive_name,primitive_family,scenario_name,wind_mode,latency_case,success,finite_state_success,rollout_success,primitive_success,closed_loop_replay_success,failure_label,duration_s,initial_speed_m_s,terminal_speed_m_s,height_change_m,min_true_wall_margin_m,min_floor_margin_m,min_ceiling_margin_m,max_alpha_deg,max_beta_deg,max_bank_deg,max_pitch_deg,max_rate_rad_s,saturation_fraction,notes,target_heading_deg,actual_heading_change_deg,forward_travel_m,turn_volume_proxy_m2,exit_recoverable,source_trajectory_success,gain_construction_success,saturation_time_s
s001,1,bank_w0_nominal,bank,bank_w0_left_mild,none,none,True,True,True,True,True,success,0.6,6.500000000000001,6.507751791190297,-0.35610738235398576,0.10000000000000009,1.4438926176460143,1.2,4.16804294322925,1.9636069848014164,6.1657314171513455,1.125648551277501,0.4012218111322044,0.0,bank_w0_mild_lateral_repositioning_feedback,,,,,False,False,False,0.0
