run_id,rows_per_branch,candidate_chunk_size,chunk_count,completed_chunk_count,skipped_chunk_count,failed_chunk_count,corrupt_chunk_count,selected_worker_count,worker_fallback_reason,storage_format,compression_level,full_rollout_metrics_csv_written
6,120000,2500,96,0,96,0,0,8,none,csv_gz,1,False
