summary_section,fan_branch,W_layer,primitive_family,failure_label,evidence_role,accepted,row_count,minimum_margin_min_m,minimum_margin_mean_m,energy_residual_min_m,energy_residual_mean_m,energy_residual_max_m,archive_prepared_status,mission_evidence_ready_status,archive_chunk_index,archive_chunk_count
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,241,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,primitive_entry_check_failed,partial_feedback,,254,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,true_safety_violation,ablation_diagnostic,,117,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,92,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,243,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,primitive_entry_check_failed,partial_feedback,,214,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,true_safety_violation,ablation_diagnostic,,115,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,true_safety_violation,partial_feedback,,1,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,energy_retaining_bank,,,,6,0.0623523886700001,0.0983057225183334,-0.4191037281482064,-0.3604865230970269,-0.2499115263854996,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,lift_dwell_arc,,,,6,0.0623523886700001,0.0983057225183334,-0.4191037281482064,-0.3604865230970269,-0.2499115263854996,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,mild_coordinated_turn_left,,,,6,0.0623523886700001,0.0983057225183334,-0.4203463129060303,-0.3601886372042626,-0.2485435687909971,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,mild_coordinated_turn_right,,,,6,0.0623523886700001,0.0983057225183334,-0.4191037281482064,-0.3604865230970269,-0.2499115263854996,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,recovery,,,,25,0.0062787452299999,0.0755194449095736,-0.5719254488786008,-0.31488717449287,-0.1525005908052703,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,energy_retaining_bank,,,,6,0.0623523886700001,0.0983057225183334,-0.2640019593472562,-0.1753782094244139,-0.1242602865196236,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,lift_dwell_arc,,,,6,0.0623523886700001,0.0983057225183334,-0.2640019593472562,-0.1753782094244139,-0.1242602865196236,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,mild_coordinated_turn_left,,,,6,0.0623523886700001,0.0983057225183334,-0.2579854109519228,-0.1701077281236818,-0.1162174127698478,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,mild_coordinated_turn_right,,,,6,0.0623523886700001,0.0983057225183334,-0.2640019593472562,-0.1753782094244139,-0.1242602865196236,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,recovery,,,,26,0.0062787452299999,0.0742971221879918,-0.3919266541368627,-0.2041110724138027,-0.0742863058282274,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,energy_retaining_bank,primitive_entry_check_failed,,,126,0.0004645976399999,0.0957097141685714,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,glide,primitive_entry_check_failed,,,132,0.0004645976399999,0.0958277145481061,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,lift_dwell_arc,primitive_entry_check_failed,,,126,0.0004645976399999,0.0957097141685714,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,lift_entry,primitive_entry_check_failed,,,133,0.0004645976399999,0.0962321681639098,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,mild_coordinated_turn_left,primitive_entry_check_failed,,,127,0.0004645976399999,0.096134204966063,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,mild_coordinated_turn_right,primitive_entry_check_failed,,,127,0.0004645976399999,0.096134204966063,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,recovery,primitive_entry_check_failed,,,107,0.0004645976399999,0.1005955430009346,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,recovery,true_safety_violation,,,1,-0.0348072791100939,-0.0348072791100939,-0.4352907606778307,-0.4352907606778307,-0.4352907606778307,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,energy_retaining_bank,primitive_entry_check_failed,,,126,0.0004645976399999,0.0957097141685714,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,glide,primitive_entry_check_failed,,,132,0.0004645976399999,0.0958277145481061,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,lift_dwell_arc,primitive_entry_check_failed,,,126,0.0004645976399999,0.0957097141685714,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,lift_entry,primitive_entry_check_failed,,,133,0.0004645976399999,0.0962321681639098,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,mild_coordinated_turn_left,primitive_entry_check_failed,,,127,0.0004645976399999,0.096134204966063,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,mild_coordinated_turn_right,primitive_entry_check_failed,,,127,0.0004645976399999,0.096134204966063,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,recovery,primitive_entry_check_failed,,,107,0.0004645976399999,0.1005955430009346,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
readiness_status,all,"W0,W1",all,,,,5000,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,13,96
row_count_by_branch_layer,single_fan_branch,W0,,,,,2500,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
row_count_by_branch_layer,single_fan_branch,W1,,,,,2500,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
non_dry_w1_measured_updraft_by_branch,single_fan_branch,W1,,,,,2500,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,energy_retaining_bank,,,,2,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,lift_dwell_arc,,,,2,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,mild_coordinated_turn_left,,,,2,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,mild_coordinated_turn_right,,,,2,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,recovery,,,,18,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,energy_retaining_bank,,,,2,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,lift_dwell_arc,,,,2,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,mild_coordinated_turn_left,,,,2,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,mild_coordinated_turn_right,,,,2,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,recovery,,,,20,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,energy_retaining_bank,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,116,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,energy_retaining_bank,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,204,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,energy_retaining_bank,primitive_entry_check_failed,partial_feedback,,238,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,energy_retaining_bank,true_safety_violation,ablation_diagnostic,,154,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,glide,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,116,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,glide,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,200,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,glide,primitive_entry_check_failed,partial_feedback,,242,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,glide,true_safety_violation,ablation_diagnostic,,158,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_dwell_arc,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,116,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_dwell_arc,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,200,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_dwell_arc,primitive_entry_check_failed,partial_feedback,,238,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_dwell_arc,true_safety_violation,ablation_diagnostic,,158,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_entry,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,116,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_entry,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,200,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_entry,primitive_entry_check_failed,partial_feedback,,242,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_entry,true_safety_violation,ablation_diagnostic,,158,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_left,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,116,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_left,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,202,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_left,primitive_entry_check_failed,partial_feedback,,236,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_left,true_safety_violation,ablation_diagnostic,,154,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,116,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,200,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,primitive_entry_check_failed,partial_feedback,,236,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,true_safety_violation,ablation_diagnostic,,156,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,116,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,187,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,primitive_entry_check_failed,partial_feedback,,196,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,true_safety_violation,ablation_diagnostic,,169,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,true_safety_violation,partial_feedback,,6,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,energy_retaining_bank,,,,2,0.08532386389,0.08724443052,-0.3636744657496202,-0.3076564161844664,-0.2516383666193125,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,lift_dwell_arc,,,,2,0.08532386389,0.08724443052,-0.3636744657496202,-0.3076564161844664,-0.2516383666193125,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,mild_coordinated_turn_left,,,,2,0.08532386389,0.08724443052,-0.3642602832036981,-0.3082730832211211,-0.2522858832385442,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,mild_coordinated_turn_right,,,,2,0.08532386389,0.08724443052,-0.3636744657496202,-0.3076564161844664,-0.2516383666193125,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,recovery,,,,18,0.0123423066800001,0.0846663004664922,-0.5541517037731571,-0.3594968812925753,-0.2390905409759116,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,energy_retaining_bank,,,,2,0.08532386389,0.08724443052,-0.2036902854027573,-0.2011496498783809,-0.1986090143540044,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,lift_dwell_arc,,,,2,0.08532386389,0.08724443052,-0.2036902854027573,-0.2011496498783809,-0.1986090143540044,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,mild_coordinated_turn_left,,,,2,0.08532386389,0.08724443052,-0.2023715931672347,-0.2010837934684106,-0.1997959937695865,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,mild_coordinated_turn_right,,,,2,0.08532386389,0.08724443052,-0.2036902854027573,-0.2011496498783809,-0.1986090143540044,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,recovery,,,,20,0.0123423066800001,0.0831730471265,-0.4563062771366017,-0.2147492706527679,-0.0622945550312916,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,energy_retaining_bank,primitive_entry_check_failed,,,119,0.00788562991,0.1035472985992437,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,glide,primitive_entry_check_failed,,,121,0.00788562991,0.1032778297053719,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,lift_dwell_arc,primitive_entry_check_failed,,,119,0.00788562991,0.1035472985992437,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,lift_entry,primitive_entry_check_failed,,,121,0.00788562991,0.1032778297053719,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,mild_coordinated_turn_left,primitive_entry_check_failed,,,118,0.00788562991,0.1041021530778814,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,mild_coordinated_turn_right,primitive_entry_check_failed,,,118,0.00788562991,0.1041021530778814,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,recovery,primitive_entry_check_failed,,,98,0.00788562991,0.1082912384010204,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,recovery,true_safety_violation,,,4,-0.0287885790151586,-0.0165766304705431,-0.5404876011245552,-0.4271849939523686,-0.3088369486975213,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,energy_retaining_bank,primitive_entry_check_failed,,,119,0.00788562991,0.1035472985992437,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,glide,primitive_entry_check_failed,,,121,0.00788562991,0.1032778297053719,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,lift_dwell_arc,primitive_entry_check_failed,,,119,0.00788562991,0.1035472985992437,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,lift_entry,primitive_entry_check_failed,,,121,0.00788562991,0.1032778297053719,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,mild_coordinated_turn_left,primitive_entry_check_failed,,,118,0.00788562991,0.1041021530778814,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,mild_coordinated_turn_right,primitive_entry_check_failed,,,118,0.00788562991,0.1041021530778814,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,recovery,primitive_entry_check_failed,,,98,0.00788562991,0.1082912384010204,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,recovery,true_safety_violation,,,2,-0.0281752690071327,-0.0194607055256971,-0.3876781582661777,-0.3264253598524591,-0.2651725614387406,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
readiness_status,all,"W0,W1",all,,,,5000,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,14,96
row_count_by_branch_layer,single_fan_branch,W0,,,,,2500,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,15,96
row_count_by_branch_layer,single_fan_branch,W1,,,,,2500,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,15,96
non_dry_w1_measured_updraft_by_branch,single_fan_branch,W1,,,,,2500,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,15,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,energy_retaining_bank,,,,4,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,15,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,lift_dwell_arc,,,,4,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,15,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,mild_coordinated_turn_left,,,,4,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,15,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,mild_coordinated_turn_right,,,,4,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,15,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,recovery,,,,29,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,15,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,energy_retaining_bank,,,,4,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,15,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,lift_dwell_arc,,,,4,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,15,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,mild_coordinated_turn_left,,,,4,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,15,96
