compact_library_id,library_size_case_id,library_size_human_label,primitive_variant_id,transition_object_id,primitive_id,entry_role,transition_entry_class,controller_id,finite_horizon_s,controller_input_slots_per_primitive,controller_input_update_period_s,primitive_timing_contract_version,primitive_timing_contract_status,transition_success_probability,transition_chain_compatible_rate,transition_exit_classes_seen,transition_pairs_seen,continuation_probability,terminal_useful_probability,hard_failure_risk,expected_energy_residual_m,expected_updraft_gain_proxy_m,expected_lift_dwell_time_s,minimum_wall_margin_min_m,floor_margin_min_m,ceiling_margin_min_m,saturation_fraction_mean,known_failure_boundaries,environment_coverage,runtime_context_conditioning_required,runtime_context_conditioning_version,runtime_context_conditioning_policy,context_conditioning_keys,sample_count,margin_class,prediction_source,claim_status
v53lib_heavy_cluster_ae30be89b5c9,heavy_cluster,heavy clustering and merging,primvar_energy_retaining_bank_transition_object_14054a44834b,primvar_energy_retaining_bank_transition_object_14054a44834b__entry_boundary_near,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_e9e691ff21c5,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.55,0.55,boundary_near;safe_terminal,boundary_near->boundary_near;boundary_near->safe_terminal,0.55,0.55,0.0,-0.0332493217281192,0.0,0.0136666666666666,-0.0721383813806566,0.5048246750962861,0.7971669948028199,0.4999999999999999,boundary_near_route_usable_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,60,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_bc9fff3bff73,heavy_cluster,heavy clustering and merging,primvar_energy_retaining_bank_transition_object_a48ca494414b,primvar_energy_retaining_bank_transition_object_a48ca494414b__entry_inflight_stable,energy_retaining_bank,transition_object,inflight_stable,lqrta_energy_retaining_bank_d429585712be,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.9666666666666668,0.9666666666666668,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.9666666666666668,0.0,0.0,-0.0092214280865737,0.0,0.045,0.1992151371136934,0.6119075062555205,0.9107154766143446,0.3299999999999999,inflight_stable_high_probability_transition_survivor,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,60,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_dd4386f27e14,heavy_cluster,heavy clustering and merging,primvar_energy_retaining_bank_transition_object_6ec7c5c41896,primvar_energy_retaining_bank_transition_object_6ec7c5c41896__entry_launch_gate,energy_retaining_bank,transition_object,launch_gate,lqrta_energy_retaining_bank_c05b05200631,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.55,0.55,boundary_near;inflight_stable,launch_gate->boundary_near;launch_gate->inflight_stable,0.55,0.0,0.0,-0.0170701859929914,0.0,0.002,0.0042965023720533,1.0592826687064043,1.6061226998749691,0.3499999999999999,launch_gate_route_usable_nonzero_handoff_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,60,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_2dca7397e03e,heavy_cluster,heavy clustering and merging,primvar_energy_retaining_bank_transition_object_a39bed06168d,primvar_energy_retaining_bank_transition_object_a39bed06168d__entry_recoverable_degraded,energy_retaining_bank,transition_object,recoverable_degraded,lqrta_energy_retaining_bank_e77b53ab6f69,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.2,0.2,boundary_near;inflight_stable;recoverable_degraded,recoverable_degraded->boundary_near;recoverable_degraded->inflight_stable;recoverable_degraded->recoverable_degraded,0.2,0.0,0.0,0.0015280900735302,0.0,0.035,0.4459708099367495,0.5757386894309874,0.7738742906626341,1.1700000000000004,recoverable_degraded_route_usable_nonzero_progress_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,60,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_55119f10a40a,heavy_cluster,heavy clustering and merging,primvar_glide_transition_object_26c0c0da3220,primvar_glide_transition_object_26c0c0da3220__entry_boundary_near,glide,transition_object,boundary_near,lqrta_glide_3b646f9ac283,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.55,0.55,boundary_near;safe_terminal,boundary_near->boundary_near;boundary_near->safe_terminal,0.55,0.55,0.0,-0.0330398905984842,0.0,0.0183333333333333,-0.0721505027588049,0.5044285565833662,0.7971669948028199,0.5633333333333332,boundary_near_route_usable_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,60,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_351c6dd6e339,heavy_cluster,heavy clustering and merging,primvar_glide_transition_object_e0f4858995fd,primvar_glide_transition_object_e0f4858995fd__entry_inflight_stable,glide,transition_object,inflight_stable,lqrta_glide_f776ec89d2d3,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.9666666666666668,0.9666666666666668,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.9666666666666668,0.0,0.0,-0.0099449145472488,0.0,0.0463333333333333,0.1999318977233466,0.6119075062555205,0.9108432850138302,0.3366666666666666,inflight_stable_high_probability_transition_survivor,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,60,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_aa7c4021ffae,heavy_cluster,heavy clustering and merging,primvar_glide_transition_object_fbb060630006,primvar_glide_transition_object_fbb060630006__entry_launch_gate,glide,transition_object,launch_gate,lqrta_glide_55153891fd71,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.55,0.55,boundary_near;inflight_stable,launch_gate->boundary_near;launch_gate->inflight_stable,0.55,0.0,0.0,-0.0169847307020984,0.0,0.003,0.0042965023720533,1.0588998620663332,1.6057772296640522,0.2133333333333333,launch_gate_route_usable_nonzero_handoff_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,60,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_49978c9f2ee5,heavy_cluster,heavy clustering and merging,primvar_lift_dwell_arc_transition_object_2a54829d66c4,primvar_lift_dwell_arc_transition_object_2a54829d66c4__entry_boundary_near,lift_dwell_arc,transition_object,boundary_near,lqrta_lift_dwell_arc_ac0488ecbfeb,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.55,0.55,boundary_near;safe_terminal,boundary_near->boundary_near;boundary_near->safe_terminal,0.55,0.55,0.0,-0.033169139715604,0.0,0.014,-0.0721287801327994,0.503893103695444,0.7971669948028199,0.5466666666666667,boundary_near_route_usable_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,60,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_cff2179f9a32,heavy_cluster,heavy clustering and merging,primvar_lift_dwell_arc_transition_object_c0ed185f3ecd,primvar_lift_dwell_arc_transition_object_c0ed185f3ecd__entry_inflight_stable,lift_dwell_arc,transition_object,inflight_stable,lqrta_lift_dwell_arc_b29be8e45e4e,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.9666666666666668,0.9666666666666668,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.9666666666666668,0.0,0.0,-0.0110668468500179,0.0,0.0396666666666666,0.1996258170056233,0.6119075062555205,0.9102376196387488,0.4566666666666668,inflight_stable_high_probability_transition_survivor,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,60,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_4fde8bd03455,heavy_cluster,heavy clustering and merging,primvar_lift_dwell_arc_transition_object_c46f9c243b72,primvar_lift_dwell_arc_transition_object_c46f9c243b72__entry_launch_gate,lift_dwell_arc,transition_object,launch_gate,lqrta_lift_dwell_arc_b2e4844f48d7,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.55,0.55,boundary_near;inflight_stable,launch_gate->boundary_near;launch_gate->inflight_stable,0.55,0.0,0.0,-0.0170635105610093,0.0,0.0013333333333333,0.0042965023720533,1.0595094712147937,1.606088722114582,0.3533333333333334,launch_gate_route_usable_nonzero_handoff_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,60,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
