run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path
s4_full_bank_reversal_left_no_wind_seed1,s4_full_bank_reversal_left_no_wind,bank_reversal,bank_reversal,1,none,panel,none,nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.76,,True,none,4.121945872850401,-0.5888157479434764,6.612165890652657,6.226711899681931,1.8144519764277667,13.649949989709262,0.22568910248642915,0.0,0.0,0.040895197028098816,True,,0,0,03_Control/05_Results/logs/s4_full_bank_reversal_left_no_wind_seed1.csv,bank_reversal,13.649949989709262,True,03_Control/05_Results/logs/s4_full_bank_reversal_left_no_wind_seed1.csv,
