run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path
s11_governor_rejection_seed3,s11_governor_rejection,recovery,recovery,3,none,panel,,nominal,0.111,0.101000:0.121000,0.0,governor_rejected,False,governor,0.0,0.0,6.5,3.053834490775539,0.0,0.0,1.15,0.0,0.0,,False,altitude below entry floor: 0.100 m; governor: altitude below floor 0.100 m; governor: outside configured safe volume,1,1,03_Control/05_Results/logs/s11_governor_rejection_seed3.csv,recovery,0.0,False,03_Control/05_Results/logs/s11_governor_rejection_seed3.csv,
