diagnostic_version,environment_block_id,library_size_case_id,policy_id,paired_case_count,neutral_mission_success_rate,controlled_mission_success_rate,mission_success_delta_control_minus_neutral,neutral_safe_geometric_rate,controlled_safe_success_rate,safe_success_delta_control_minus_neutral,neutral_wrong_wall_exit_rate,controlled_wrong_wall_exit_rate,neutral_floor_or_ceiling_rate,controlled_floor_or_ceiling_rate,neutral_mean_score,controlled_mean_launch_score,score_delta_control_minus_neutral,neutral_mean_terminal_specific_energy_m,controlled_mean_terminal_specific_energy_m
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,no_memory_baseline,2,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,20.0,10.0,-10.0,2.486055615001806,2.405054491269909
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h10,2,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,20.0,10.0,-10.0,2.486055615001806,2.405054491269909
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h3,2,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,20.0,10.0,-10.0,2.486055615001806,2.405054491269909
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h30,2,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,20.0,10.0,-10.0,2.486055615001806,2.405054491269909
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,no_memory_baseline,2,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,119.31915916931938,132.28454428701525,12.965385117695874,2.744554834842008,2.719849798791106
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,2,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,119.31915916931938,132.28454428701525,12.965385117695874,2.744554834842008,2.719849798791106
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,2,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,119.31915916931938,132.28454428701525,12.965385117695874,2.744554834842008,2.719849798791106
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h30,2,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,119.31915916931938,132.28454428701525,12.965385117695874,2.744554834842008,2.719849798791106
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,no_memory_baseline,2,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,119.76710994723163,139.27352002127418,19.50641007404255,2.6476403680091396,2.845420137344721
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,2,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,119.76710994723163,139.26914891255308,19.502038965321447,2.6476403680091396,2.8481952500786787
