seed,solve_kind,target_requested_deg,success,feasibility_label,failure_reason,score,target_heading_deg,direction,wind_case,allow_high_alpha,allow_safety_slack,duration_s,sample_count,objective_value,dynamics_defect_max,slack_max,slack_nonzero,unwrapped_heading_change_deg,actual_heading_change_deg,directed_heading_change_deg,heading_threshold_deg,heading_gate_passed,min_wall_distance_m,min_floor_margin_m,min_ceiling_margin_m,inside_true_safety_volume,terminal_z_w_m,terminal_speed_m_s,terminal_abs_phi_deg,terminal_abs_theta_deg,max_abs_phi_deg,max_abs_theta_deg,max_alpha_deg,max_beta_deg,saturation_fraction,command_norm_max_abs,exit_recoverable_gate,solver_return_status,initial_guess_name,solver_name
1,best,30.0,True,accepted_low_alpha,,24.172644710071104,30.0,left,w0,False,False,0.6012417381641925,19,0.6969988632005829,1.5777329664956596e-08,0.0,False,-28.293163149683984,-28.293163149683977,28.293163149683984,24.0,True,0.25,2.5263011311490597,0.2999999999999998,True,2.5263011311490597,6.08297857579008,1.838765724115357,0.32521168302759934,7.41268601442464,3.18546385294173,4.8362953644871185,25.143698311128077,0.0,0.765282869745644,True,Solve_Succeeded,bank_yaw_seed,casadi_ipopt
