split,session_label,case_id,throw_id,replay_status,alignment_window_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_final_phi_deg,sim_final_phi_deg,actual_final_theta_deg,sim_final_theta_deg,actual_final_psi_deg,sim_final_psi_deg
train,20260602_231554,C0_neutral,v007,ok,0.2,1.2815569,2.242669926,2.275763035,1.658114517,4.460414117,1.927559495,0.9008601014,-0.1222840608,0.3496179779,-0.8072062332,3.46363533,3.73709579,-0.2734604602,1.376062552,-0.4578401051,1.833902657,1.261733841,1.573594348,-0.3118605075,0.984532049,1.227877083,-0.2433450341,21.021221,3.096674197,-23.05912875,35.52883094,-33.73712609,6.332034235
train,20260602_231554,C0_neutral,v009,ok,0.2,1.2358858,2.35075786,2.336145058,1.579518792,5.10285365,1.476003433,0.845011254,0.1466082777,0.7754533244,-0.4974095457,3.803056219,3.710797555,0.09225866481,0.2673176061,1.157559029,-0.8902414228,1.1829042,1.052392782,0.1305114178,0.957130667,0.851529148,0.105601519,2.689956346,30.46000156,-22.17003327,23.21787481,-2.516228827,68.73340941
train,20260602_231554,C0_neutral,v010,ok,0.2,1.2245586,2.349018638,2.297876145,1.465755796,5.129168294,1.183212952,1.091199108,-0.1449100783,0.700831395,-0.4356152454,4.007321245,3.774601935,0.2327193101,0.4755703185,0.1610609374,0.3145093811,1.075765869,1.130192205,-0.05442633601,0.8784927642,0.9229384412,-0.04444567701,-4.122776543,12.76348943,-27.71128002,37.22534005,-11.13268023,26.8497923
train,20260602_231554,C0_neutral,v011,ok,0.2,1.2930613,2.386662671,2.309773201,1.469789686,4.847115248,2.286661123,1.111189726,-0.3445439753,0.756266735,-0.6523657966,4.039694736,3.978601901,0.06109283505,1.124141612,-0.04042179646,1.164563409,1.072732022,1.378357231,-0.3056252092,0.8296064711,1.065964337,-0.2363578658,24.93882558,16.67101759,-19.67270459,36.60297194,-20.88006422,28.75073212
train,20260602_231554,C0_neutral,v012,ok,0.2,1.2203577,2.234142293,2.244416872,1.815958296,4.119017553,2.224190952,1.080036097,0.4057565703,1.109299252,-0.5336162158,2.159774233,2.522937669,-0.3631634357,0.7966726289,1.370914912,-0.5742422829,1.426010387,1.523416292,-0.09740590534,1.168518367,1.248335871,-0.07981750379,13.2856195,13.28611376,-32.1677385,36.44897643,-31.98376824,34.90856471
train,20260602_231554,C0_neutral,v013,ok,0.2,1.2778167,2.315664788,2.119197517,1.689074207,5.195278799,-0.2015477559,1.342309485,0.6713555947,0.9686148565,-0.1663992367,3.012271071,3.039030687,-0.02675961545,-0.5442650327,1.303744378,-1.848009411,1.298153271,1.345051343,-0.04689807228,1.015915093,1.052616814,-0.03670172121,-30.05084012,17.50279879,-20.35694947,34.39879489,10.65751046,45.37053734
train,20260602_231554,C0_neutral,v014,ok,0.2,1.4535684,2.473521689,2.133354932,1.624016404,5.73174307,0.6586927238,1.560408808,0.1257343078,1.20748811,-0.1328670383,3.640864659,3.603125755,0.0377389042,0.1889323478,0.7101612277,-0.5212288799,1.249756201,1.371195776,-0.1214395749,0.8597849271,0.9433307547,-0.08354582754,-14.93224191,8.929191107,-23.79662497,39.22812456,-14.27251881,22.34773393
train,20260602_231554,C0_neutral,v015,ok,0.2,1.256677,2.343312887,2.161889393,1.597671115,5.108515438,0.9609784454,1.309319731,0.4449469858,1.271726857,-0.3128870066,3.279977367,2.966591753,0.313385614,-0.04746510969,1.022836111,-1.07030122,1.209824568,1.349876657,-0.1400520893,0.9627172039,1.074163573,-0.1114463695,7.686667197,27.102788,-27.707233,28.46200031,13.70642713,56.59135049
train,20260602_231554,C0_neutral,v016,ok,0.2,1.2572028,2.374316019,2.301200961,1.557901835,4.85156793,2.464591369,1.208043138,0.07390426178,0.9775405976,-1.024236721,3.642191261,3.599586497,0.04260476356,1.294367178,0.417943741,0.8764234369,1.167467419,1.246321587,-0.07885416802,0.9286229867,0.9913449024,-0.06272191569,26.30093263,21.18581551,-32.13704254,36.70422796,-26.11868441,36.96654378
train,20260602_231554,C0_neutral,v017,ok,0.2,1.0203252,1.813078199,2.306085595,1.825702993,2.487396885,2.128537008,0.6690473795,0.06300699207,0.6720103127,-0.6099148614,2.00843834,1.841773204,0.1666651364,1.392157427,0.757463853,0.6346935743,1.43531287,1.634315256,-0.1990023851,1.406720985,1.60175918,-0.1950381948,-3.095335328,-14.05049788,-29.23887682,31.37137347,-57.26545817,-18.20809396
train,20260602_231554,C0_neutral,v018,ok,0.2,1.1235465,2.2620343,2.282803171,1.385142165,4.580783207,1.672275231,1.33670251,-0.245100803,0.7661751501,-0.2706566351,3.426284459,3.476819069,-0.05053461048,1.033460584,-0.3489656142,1.382426199,0.9951000355,1.237720186,-0.2426201503,0.8856776604,1.101619012,-0.2159413521,17.35259409,5.455319685,-21.10930404,36.50196013,-28.02822461,13.82695852
train,20260602_231554,C0_neutral,v019,ok,0.2,1.2836708,2.642268417,2.032812718,1.683000986,5.993245525,0.869543061,1.831670549,-0.309048586,1.310151233,-0.1520521529,3.389229432,3.66083281,-0.2716033778,0.1004485926,-0.3713975793,0.4718461719,1.294640734,0.7556041987,0.5390365354,1.008545753,0.5886277064,0.419918047,32.95918988,2.95520044,-32.07340192,45.32791172,10.04773682,3.002839106
train,20260602_231554,C0_neutral,v020,ok,0.2,1.2796128,2.396910437,2.201818708,1.5243798,5.400124908,0.777330152,1.457893973,-0.1339925321,1.126918518,-0.0008981418262,3.657379693,3.569799383,0.08758030995,0.1456413205,-0.0119179065,0.157559227,1.127772748,1.146775273,-0.01900252483,0.8813390647,0.8961892794,-0.01485021472,-8.758756378,7.372408366,-27.43405742,40.42910946,-10.65021848,13.84216607
train,20260602_231554,C0_neutral,v021,ok,0.2,1.3792237,2.524869834,2.120734104,1.496241863,5.89871413,0.6929482196,1.439336817,-0.2320103141,1.082670673,0.05939190375,3.981771982,3.79743788,0.1843341018,-0.06486824686,-0.003829682741,-0.06103856411,1.112586926,1.09749135,0.01509557543,0.8066761944,0.7957312147,0.01094497972,-24.18288648,5.393593643,-17.82423759,42.35268009,-10.06715923,8.769546371
train,20260602_231554,C0_neutral,v022,ok,0.2,1.2446786,2.546671019,2.274065526,1.478464439,5.20956279,1.52943601,1.480216636,-0.03333256169,1.028288297,0.04246658408,3.698184148,3.571727323,0.1264568249,0.3953892719,0.4289617493,-0.03357247737,1.080338736,1.103369351,-0.02303061553,0.8679660242,0.8864692872,-0.01850326304,-13.61564679,22.25206465,-20.09890386,35.68196717,-14.28267178,41.34098971
train,20260602_231554,C0_neutral,v023,ok,0.2,1.2724477,2.336122438,2.270689679,1.697273676,4.912549219,1.364546623,1.405973335,-0.09984722252,1.335769166,-0.006381087282,3.065187249,2.80985469,0.2553325591,0.1944657913,0.9877871649,-0.7933213736,1.299854858,1.391581728,-0.09172686997,1.021538927,1.093625874,-0.07208694705,0.9366787625,24.17668418,-30.18606982,32.19085615,0.6290701928,50.42805157
train,20260602_231554,C0_neutral,v024,ok,0.2,1.2193495,2.477468156,2.122724858,1.375843745,5.476563541,1.570843417,0.946381619,-0.430793917,0.4246673643,0.03855893598,4.125379812,4.81183294,-0.6864531281,0.5144193476,-1.019032691,1.533452038,0.6477887958,0.8446414682,-0.1968526724,0.5312576876,0.6926984168,-0.1614407291,13.30959057,-23.72692476,-5.977123944,27.74668905,-15.43933599,-27.81780988
train,20260602_231554,C0_neutral,v025,ok,0.2,1.2238273,2.288633068,2.07259015,1.764190256,4.81595711,0.8494187337,1.670749585,-0.2775347847,1.313686215,0.09203314039,2.315877299,2.818920503,-0.503043204,0.1884639388,0.1035366261,0.08492731274,1.374887486,1.199269196,0.1756182896,1.1234326,0.9799333586,0.1434992417,7.899463251,9.188150978,-22.92334199,41.50324323,-12.73877253,14.46662519
train,20260603_134313,C0_neutral,v001,ok,0.2,0.880258,2.149088188,2.211568469,1.263710345,3.975025983,1.850282262,1.400315792,-0.3173245665,0.8682431521,-0.2722971151,2.694569799,2.811026297,-0.1164564981,0.9137226919,-0.1871934765,1.100916168,0.8709161736,0.9883181888,-0.1174020152,0.9893873996,1.122759678,-0.1333722786,1.156267434,-0.9395705294,-9.525560471,32.30486037,-19.6381365,8.864523325
train,20260603_134313,C0_neutral,v002,ok,0.2,0.9326699,2.186898232,2.106116972,1.272778374,4.443714099,0.6390344944,1.147405837,-0.05629117691,0.6546736471,-0.02195265173,3.179025309,3.220228005,-0.04120269665,0.2851184725,-0.1135238415,0.398642314,0.8789078449,1.032441102,-0.1535332574,0.9423568241,1.106973756,-0.1646169319,-5.40557297,-7.607041971,-10.86139981,28.33904994,-9.013948229,1.685204589
train,20260603_134313,C0_neutral,v003,ok,0.2,0.802422,1.975345859,2.130138095,1.436500425,3.346395413,0.4658080644,1.082012775,-0.08772846224,0.5510609365,0.1284699833,2.249891436,2.114056774,0.1358346613,0.1224374872,-0.0603695108,0.182806998,1.046911636,1.074693945,-0.02778230827,1.304689597,1.339312661,-0.03462306401,2.176984028,0.2072562322,-12.15752526,26.35064388,-4.42714637,9.75145316
train,20260603_134313,C0_neutral,v005,ok,0.2,0.8704492,2.095135545,2.170966893,1.413515423,4.003681675,1.093538527,0.9616189022,-0.2348386425,0.4527659723,-0.1995866555,2.664900362,2.837458346,-0.1725579832,0.3443682987,0.07447291413,0.2698953845,1.017728788,0.9748076791,0.04292110935,1.169199522,1.119890373,0.04930914906,-14.49700119,0.3572016537,-14.76812189,27.02656187,-9.732013738,13.66565432
train,20260603_134313,C0_neutral,v006,ok,0.2,1.07308,2.324921074,2.30773064,1.33730239,4.819144619,1.642792996,1.200425839,-0.03906885525,1.197942912,-0.109219697,3.498236735,3.159252728,0.3389840068,0.2713637407,0.8859942651,-0.6146305244,0.9397473877,0.9222273582,0.01752002954,0.8757477427,0.8594208802,0.01632686244,-3.563416733,32.01726982,-21.82528603,23.22220044,-2.281238115,65.11676855
train,20260603_134313,C0_neutral,v007,ok,0.2,1.1302275,2.378645883,2.120306322,1.295569232,5.216896357,1.297660124,1.312165858,-0.1760461718,1.027552693,-0.1716124034,3.597389527,3.597789871,-0.000400344258,0.3831417719,0.2699659869,0.113175785,0.9014561624,0.8915152481,0.00994091424,0.7975882399,0.7887927414,0.008795498464,10.43769566,20.52314598,-6.5509105,35.14630694,-1.307564565,38.48370312
train,20260603_134313,C0_neutral,v008,ok,0.2,1.0303015,2.240589691,2.102271462,1.341008147,4.787491394,0.8082474732,1.171956633,0.01159096262,0.822900732,0.215575968,3.374760497,3.320204333,0.05455616376,0.08857089133,0.1179887911,-0.0294178998,0.9604820825,0.9278821675,0.03259991503,0.9322339941,0.9005928531,0.031641141,7.6630518,11.08783227,-18.96350776,33.78705485,1.167887004,25.55333297
train,20260603_134313,C0_neutral,v009,ok,0.2,1.0824289,2.265549039,2.204493937,1.522757691,4.590897931,1.04923155,1.317479527,-0.1342995044,1.073710012,-0.01472010224,2.849876045,2.905871946,-0.05599590081,0.2969823461,0.2566920562,0.04029028982,1.131066569,1.055533977,0.07553259227,1.044933824,0.9751531736,0.06978065005,15.61104773,17.71478171,-15.25422837,35.42763088,1.538027462,32.69384931
train,20260603_134313,C0_neutral,v010,ok,0.2,0.9635946,2.13048428,2.122030574,1.460194041,4.181687655,0.5400270719,1.177129095,-0.1014502152,0.8296720015,0.3260591306,2.764683146,2.665059521,0.09962362468,0.07368604374,0.1592261897,-0.08554014598,1.072640845,1.02378731,0.04885353566,1.113166102,1.06246684,0.05069926259,-2.811439718,11.43887389,-15.4634731,32.71614108,1.053298569,26.49036786
train,20260603_134313,C0_neutral,v011,ok,0.2,0.9981325,2.228080792,2.100164226,1.421985372,4.77196087,0.7908860851,0.9172168828,-0.1408602508,0.4134001011,0.2964685263,3.582301958,3.68072386,-0.09842190231,-0.03712613664,0.6533815917,-0.6905077283,1.025304554,0.8541372204,0.1711673335,1.027222893,0.8557353061,0.1714875866,-0.6139885987,10.05648354,-21.60405858,26.17325272,6.702532021,28.73341645
train,20260603_134313,C0_neutral,v012,ok,0.2,0.9815462,2.231261031,2.083550991,1.521664558,4.43949705,-0.03790890855,1.321046802,-0.2074563172,0.7937118674,0.57468848,2.587483303,2.731278174,-0.1437948706,-0.1630986785,-0.2211998641,0.05810118557,1.133438447,0.9564779726,0.1769604748,1.154747935,0.9744604712,0.1802874636,6.401281876,6.401843142,-15.66466258,37.49971128,0.788248556,15.39614554
train,20260603_134313,C0_neutral,v013,ok,0.2,1.133301,2.232696638,2.133766422,1.514174432,4.840790066,0.8731598478,0.5221300874,-0.2474824205,0.202473792,0.01979304436,3.732073324,3.974110744,-0.2420374201,0.2901708432,-0.268317098,0.5584879412,1.127170658,0.9936602821,0.1335103761,0.9945907206,0.8767840866,0.117806634,-0.07726395253,-8.410732099,-23.1672557,32.06586979,-5.259805108,-2.14156331
train,20260603_134313,C0_neutral,v014,ok,0.2,0.922828,2.18990596,2.204785558,1.303933062,4.295190896,1.287834582,0.882882055,-0.1625399734,0.6707980995,-0.04698088048,3.010253896,3.134488687,-0.1242347916,0.08496740353,0.5858410034,-0.5008735999,0.9137097175,0.9615011472,-0.04779142966,0.9901191961,1.04190721,-0.0517880143,-6.16990999,15.93950211,-8.527037988,23.36995026,6.667815189,38.99108772
train,20260603_134313,C0_neutral,v015,ok,0.2,0.8154583,2.192229275,2.191425947,1.31235564,4.435696911,-0.1500899573,1.052579261,0.2386403878,0.5589658772,0.6739241977,2.951898632,2.90634942,0.04554921136,-0.4896460739,0.4712420959,-0.9608881698,0.9142453966,0.8762199903,0.03802540627,1.121143039,1.074512321,0.0466307183,18.1202276,2.449599262,-6.795724909,24.2510896,13.87400101,18.02646561
train,20260603_134313,C0_neutral,v016,ok,0.2,1.0171254,2.2415405,2.141099325,1.428542278,4.470930789,1.230934907,1.486722644,-0.3972669027,1.024551362,0.09574059835,3.049688393,2.968544352,0.08114404089,0.5180769903,-0.1805632116,0.6986402019,1.03824169,1.017332677,0.02090901293,1.020760754,1.000203787,0.02055696666,17.12836239,10.18203283,-22.34062081,36.60909938,-10.03082926,20.73872178
train,20260603_134313,C0_neutral,v017,ok,0.2,1.0394344,2.3347242,2.241171022,1.295133636,4.52677131,2.162204535,1.23692533,-0.4926286181,0.5682857669,-0.0735853694,3.648499933,3.730560873,-0.08206094023,0.7447172712,-0.2879814999,1.032698771,0.9182029153,1.065418874,-0.1472159586,0.8833678347,1.024998666,-0.1416308317,10.20616197,5.965768792,-15.01093696,33.47049548,-8.493367821,18.08321795
train,20260603_134313,C0_neutral,v018,ok,0.2,1.0737236,2.272265637,2.186348307,1.382694979,4.821706268,1.220177869,1.009455819,-0.07803250098,0.7356116109,0.2056349737,3.538112064,3.422667972,0.1154440925,-0.05470194,0.9507450968,-1.005447037,0.9859847916,0.9542293831,0.03175540849,0.9182854802,0.8887104495,0.02957503076,-6.834150709,26.24726141,-16.80718415,23.73951657,8.644473117,56.37763478
train,20260603_134313,C0_neutral,v019,ok,0.2,0.8932942,2.134841239,2.206375778,1.329274902,4.329255994,0.9281681922,0.9577665712,-0.09444660882,0.6159524179,0.1641161448,2.959266682,3.029603858,-0.07033717649,0.05413858454,0.406538662,-0.3524000775,0.938890601,0.9016387009,0.03725190008,1.051042983,1.009341268,0.04170171493,-2.841553181,10.4033207,-14.38291376,25.85413371,4.391044899,28.66178019
train,20260603_134313,C0_neutral,v020,ok,0.2,0.9939921999,2.229263738,2.223721562,1.329243597,4.48118295,1.465829213,1.541392997,-0.1526727062,1.134433702,-0.06607780031,3.082553614,2.939282928,0.1432706859,0.6938459469,-0.01492343493,0.7087693818,0.9370240662,0.9362362853,0.0007877809188,0.9426875445,0.9418950022,0.0007925423548,6.889521886,12.30047402,-21.41081304,37.05831812,-15.78095515,25.82700212
train,20260603_134313,C0_neutral,v021,ok,0.2,1.0652791,2.210955797,2.147226105,1.611046892,4.340498924,0.8996235456,1.326837084,-0.2627119364,1.095233683,0.2728778551,2.703673941,2.527798093,0.1758758487,0.1980083928,0.4436229574,-0.2456145647,1.219212685,1.115191322,0.1040213628,1.144500709,1.046853658,0.0976470512,1.988866747,19.1629072,-29.75277501,35.43794872,-2.324411962,35.65298773
train,20260603_134313,C0_neutral,v022,ok,0.2,1.1019012,2.273318147,2.12856829,1.364080644,4.812048805,1.572767463,0.7214377194,-0.5656918394,0.2087883647,-0.1189371864,3.860140874,4.225447716,-0.3653068423,0.182649592,-0.3154590657,0.4981086576,0.9675779913,0.9591818529,0.008396138439,0.8780986819,0.8704789983,0.007619683542,19.58903227,-1.702463877,-8.384625717,31.00782249,5.674332016,4.325340199
train,20260603_134313,C0_neutral,v023,ok,0.2,0.9597013,2.285628317,2.251615786,1.232932061,4.539271378,1.898518513,1.536191902,-0.7060807678,0.934805359,-0.1571680323,3.254036488,3.272109605,-0.0180731165,1.024530483,-0.395829249,1.420359732,0.8428526113,0.9472298382,-0.1043772269,0.8782447323,0.9870048506,-0.1087601183,17.27391596,-0.4426951161,-20.9514875,35.70849711,-19.60289384,8.637834106
train,20260603_134313,C0_neutral,v024,ok,0.2,1.0328115,2.359079048,2.114077431,1.202317986,4.797585299,1.821784665,1.473184879,-0.3970777352,1.181333176,-0.2926568031,3.380125765,3.429908332,-0.04978256729,0.4930449765,-0.1290186116,0.6220635881,0.8024939309,0.9149400554,-0.1124461246,0.7769994145,0.8858732261,-0.1088738115,19.05047602,15.08185048,-11.58975375,35.39913855,0.2663080916,28.55759083
train,20260603_134313,C0_neutral,v025,ok,0.2,1.1564841,2.409675476,2.061129601,1.433003428,5.213363633,1.057227101,1.569403491,-0.4574955378,1.346558656,-0.1133524914,3.370931947,3.24320991,0.1277220379,0.05960455591,-0.1113692816,0.1709738375,1.044353124,0.9034954241,0.1408576999,0.9030414893,0.7812432735,0.1217982158,27.9874181,11.92324083,-25.85850117,41.51260544,12.44473172,18.2185529
train,20260603_134313,C0_neutral,v026,ok,0.2,1.2585082,2.4686556,2.036607343,1.186821473,5.991529268,0.1126205873,1.365496724,-0.2907135758,1.064532083,0.7175984587,4.136318051,3.908207809,0.2281102421,-0.5677420843,0.2850730148,-0.8528150991,0.7031114362,0.8936089973,-0.1904975611,0.5586864164,0.7100541715,-0.1513677552,-16.82314097,2.964887972,-19.31603654,43.26602306,12.21085402,11.56183616
train,20260603_134313,C0_neutral,v027,ok,0.2,1.1193254,2.272199993,2.136705394,1.434775627,4.70605552,0.9097400993,1.330266382,-0.3626252694,1.104585666,0.2571472758,3.136358487,2.969379593,0.1669788933,0.1306662567,0.2701686623,-0.1395024055,1.038139195,1.089049991,-0.05091079634,0.9274686296,0.9729520934,-0.04548346382,3.481018347,16.90788041,-10.99486973,36.23493709,1.802550611,31.79195183
train,20260603_134313,C0_neutral,v028,ok,0.2,1.2027901,2.366647374,2.210038199,1.265086318,5.253165178,1.390834132,1.426064198,-0.05659494252,1.212184271,0.003925159198,3.746379359,3.491003866,0.2553754925,0.3320312026,0.7979404845,-0.4659092819,0.8755706736,1.048420929,-0.1728502556,0.7279496843,0.8716574315,-0.1437077472,14.36080793,28.04021357,-18.63621887,29.90199936,-2.167759568,56.34067566
train,20260603_134313,C0_neutral,v029,ok,0.2,1.1459101,2.571244821,2.126069086,1.141045647,6.203866717,0.2914683437,1.494735235,-0.292240758,1.202261443,0.5170848837,4.031597253,3.83645433,0.1951429233,-0.6625765329,0.7393010624,-1.401877595,0.3120663505,0.5503250161,-0.2382586657,0.2723305698,0.4802514753,-0.2079209055,-13.08580495,16.72033358,-10.59246846,42.08458668,20.23783066,35.19149987
train,20260603_134313,C0_neutral,v030,ok,0.2,1.1783596,2.369352747,2.200703712,1.411593142,5.29459286,1.107670416,1.204225742,0.1697033925,1.144337841,0.0616313222,4.03293802,3.34211409,0.6908239296,-0.3854393115,1.341962066,-1.727401377,1.012392506,1.046991153,-0.03459864704,0.8591541206,0.8885158256,-0.02936170507,-2.773240509,36.39140158,-26.44553703,13.98264885,11.00727344,79.2100764
train,20260603_143411,C0_neutral,v001,ok,0.2,1.0056588,2.350169291,2.136093603,1.313726065,4.575298704,0.8004727812,1.433596082,-0.4195605156,1.139459354,0.2247790257,3.067881922,2.968419822,0.09946209987,0.4511328155,-0.3182911204,0.7694239359,0.9181485882,1.012671746,-0.09452315788,0.9129822045,1.006973485,-0.09399128002,8.788561303,1.534098933,-16.43266592,37.54650704,-11.02003944,8.625977378
train,20260603_143411,C0_neutral,v002,ok,0.2,0.9591697,2.284375073,2.174503925,1.403738825,4.216752053,0.606257852,1.374399211,-0.1148254849,1.168655768,0.150938658,2.471066546,2.468098282,0.002968264108,0.007380520661,0.2737309115,-0.2663503908,1.006959898,0.9862842046,0.02067569384,1.04982455,1.028268725,0.02155582463,-3.730538994,13.18355525,-12.60762069,36.05330041,4.694637125,27.34278199
train,20260603_143411,C0_neutral,v003,ok,0.2,1.2101159,2.37199522,2.091479673,1.430172186,5.092908952,1.259123446,1.019408631,-0.1794817325,0.7442429295,-0.2626137527,3.43465976,3.735154123,-0.3004943626,-0.02992353918,0.5398843093,-0.5698078485,1.035832782,1.092307463,-0.05647468122,0.8559781601,0.9026469802,-0.04666882008,19.85069455,25.06375393,-18.8110398,29.25260783,15.82261269,49.8692586
train,20260603_143411,C0_neutral,v004,ok,0.2,0.8071222,2.463491604,2.059931286,1.346480612,3.73681196,-0.3265233624,0.8182719467,0.1169890767,-0.0358942423,0.7516079749,2.537101029,2.668253231,-0.1311522021,-0.7340584796,0.6037981527,-1.337856632,1.088887353,1.146756068,-0.05786871478,1.349098504,1.420796092,-0.07169758778,-2.116584681,9.078543529,-11.22647014,12.4064152,27.00124216,28.59038971
train,20260603_143411,C0_neutral,v006,ok,0.2,0.9289631,2.135856947,2.255951172,1.354988263,4.134121254,1.222619899,1.006669783,-0.2752082625,0.6982219813,0.2631148342,2.922687148,3.002802132,-0.08011498377,0.3895423133,0.2361454297,0.1533968836,0.9583828358,1.018893226,-0.06051038988,1.031669434,1.096806994,-0.06513756023,19.74459341,10.98904281,-9.84703177,27.23461271,-4.393112529,30.01684624
train,20260603_143411,C0_neutral,v007,ok,0.2,1.0315664,2.238306846,2.099542738,1.357799814,4.303667774,0.4500506901,0.9817764602,0.08217354081,0.6103516601,-0.05154952129,3.48256076,2.959244562,0.523316198,-0.3104779258,0.4346716266,-0.7451495523,0.9595177573,1.12340564,-0.1638878832,0.9301560785,1.089028918,-0.1588728396,-2.716802666,14.70173374,-22.06858339,29.11712147,11.49371068,34.28921711
