split,session_label,case_id,throw_id,replay_status,alignment_window_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_final_phi_deg,sim_final_phi_deg,actual_final_theta_deg,sim_final_theta_deg,actual_final_psi_deg,sim_final_psi_deg
train,20260603_143411,C0_neutral,v008,ok,0.2,1.1029001,2.297894591,2.083953527,1.367568963,4.785193245,1.345437511,1.163694769,-0.2493075337,0.8733233008,-0.139659438,3.214338755,3.376696816,-0.1623580615,0.2792027931,0.2910909156,-0.0118881225,0.9770481023,1.020618822,-0.04357071975,0.885889939,0.9253955295,-0.03950559053,23.01767743,21.4845847,-16.19497967,31.44200107,-0.7884152406,41.85582377
train,20260603_143411,C0_neutral,v009,ok,0.2,1.2265382,2.398739008,2.185491858,1.406232584,5.063280698,1.517960329,1.439757263,-0.3270620097,1.173036521,0.06867524643,3.675891679,3.410054336,0.2658373432,0.3658086692,0.2645357533,0.1012729159,1.113367435,1.132471785,-0.01910435028,0.907731561,0.9233073908,-0.01557582982,7.697197981,21.52527587,-25.8257473,35.89651959,-7.434264279,37.72182087
train,20260603_143411,C0_neutral,v010,ok,0.2,1.1668555,2.44985905,2.081083323,1.533226757,4.934104308,0.678353422,1.419619671,-0.2485480896,1.14088012,0.1606950621,3.05204379,3.065063829,-0.01302003922,-0.1851066677,0.368464214,-0.5535708817,1.137712351,1.104030372,0.03368197887,0.9750242002,0.9461586047,0.0288655955,8.196380486,15.9179,-21.38439216,37.09487736,15.19368855,29.77023876
train,20260603_144119,C0_neutral,v001,ok,0.2,1.1386887,2.244954431,2.276535906,1.421554021,4.797336511,1.075588788,0.8610143589,0.0962959667,0.7502709981,0.004236227674,3.388110321,3.400604752,-0.01249443149,0.06747014018,1.028451877,-0.9609817371,1.039663755,1.050839676,-0.01117592163,0.9130359812,0.9228507108,-0.009814729549,11.44534031,27.80811481,-15.98843802,22.17051877,6.13831419,61.62925898
train,20260603_144119,C0_neutral,v002,ok,0.2,0.9784611,2.13568854,2.133186968,1.484183809,4.071095682,0.8626696584,0.9120465229,-0.07265830613,0.6413967967,0.133664509,2.690237211,2.791920039,-0.1016828279,0.1538998098,0.4819448258,-0.328045016,1.090282145,1.085945202,0.004336942884,1.114282566,1.109850154,0.004432412167,6.451703506,17.61791691,-3.317872061,26.19981648,5.027602319,40.25571135
train,20260603_144119,C0_neutral,v003,ok,0.2,0.982482,2.094644138,2.186932407,1.419570513,4.041773945,1.259325401,0.8932628382,-0.05934231102,0.7604305333,0.1304258979,2.774558963,2.920434449,-0.1458754856,0.2519765111,0.6751173328,-0.4231408217,1.019626585,1.129890722,-0.1102641368,1.037806886,1.150037071,-0.1122301852,7.76154386,22.33759603,-8.255311928,21.20930553,8.211140289,50.19255538
train,20260603_144119,C0_neutral,v004,ok,0.2,1.0327734,2.21370152,2.15331623,1.443113798,4.449203143,0.5491372419,1.135711314,-0.05266715227,0.9045141776,0.08470083152,2.858132675,2.875994667,-0.01786199194,-0.3060564958,0.4817155036,-0.7877719995,1.06158581,1.070467275,-0.008881465253,1.027898094,1.036497721,-0.008599626262,-15.73716694,18.50307187,-18.72207467,30.21090777,15.04123882,39.02233227
train,20260603_144119,C0_neutral,v006,ok,0.2,1.2039626,2.328672064,2.179333406,1.484547931,4.880280309,1.583452051,0.9560473986,-0.3062796231,0.7129881495,-0.1211527634,3.23573992,3.582226015,-0.3464860945,0.2728483709,0.4237344571,-0.1508860862,1.088260423,1.1097552,-0.02149477756,0.903898861,0.9217522209,-0.01785335986,10.97371449,25.31036924,-14.35111451,30.01497136,6.056547562,48.54482029
train,20260603_144119,C0_neutral,v007,ok,0.2,1.1404819,2.26744341,2.200190396,1.317314648,4.852339744,1.916833662,0.7342715363,-0.4110074802,0.5834607544,-0.4452018096,3.599698196,4.157861304,-0.5581631077,-0.009480878818,0.1541851686,-0.1636660474,0.9178883976,1.025959404,-0.1080710067,0.804825046,0.8995841182,-0.09475907216,14.27461247,16.94270068,-5.463121899,31.15729981,22.62796743,36.35641653
train,20260603_144119,C0_neutral,v008,ok,0.2,1.0957849,2.38097485,2.175245918,1.479735704,4.814244631,0.504433072,1.396655387,0.0497694784,1.306622693,0.1568775437,3.063897848,2.847398065,0.2164997824,-0.4158838424,0.5697894557,-0.9856732981,1.083424891,1.034646676,0.04877821459,0.9887204056,0.944205999,0.04451440661,-3.32339136,19.2737463,-29.7467242,35.47521963,16.7614579,37.1419815
train,20260603_144119,C0_neutral,v009,ok,0.2,1.1136542,2.295120442,2.076691369,1.360330204,5.002735213,0.1782527425,1.168601181,-0.07627747318,0.8338548122,0.1780080113,3.381637808,3.320025864,0.06161194459,-0.4521203474,0.3923217125,-0.8444420599,0.9755357649,0.99674998,-0.02121421511,0.8759772691,0.8950264633,-0.01904919418,-16.69051275,10.8643872,-20.92887956,36.44323431,11.47694136,25.96374772
train,20260603_144119,C0_neutral,v010,ok,0.2,1.0731979,2.122132803,2.137559419,1.431234185,4.253963965,1.221135082,0.5321619109,-0.1001186042,0.3386321428,-0.2801843001,3.56521204,3.497762919,0.06744912153,0.06427107659,0.3442010574,-0.2799299808,1.033473363,1.131333198,-0.09785983549,0.962984891,1.054170157,-0.09118526554,13.50633116,14.50006744,-16.8268634,25.61434731,10.33766999,35.79448929
heldout,20260602_225953,C0_neutral,v005,ok,0.2,1.4127072,2.486100618,2.356757429,1.491028796,4.955419911,3.238861797,1.487055551,-0.007340721629,1.421171038,-1.087864228,3.920130715,3.664142562,0.2559881528,1.806754663,0.8852326812,0.9215219817,1.101838154,1.49915602,-0.3973178666,0.7799479989,1.061193728,-0.2812457292,13.61884809,24.07959231,-23.16001735,35.42278708,-40.06072816,45.53302182
heldout,20260602_231554,C0_neutral,v008,ok,0.2,1.2844127,2.306024913,2.247776285,1.633802732,4.686440063,2.090972809,0.7729903838,-0.1443988695,0.7964773915,-0.6579420999,2.994312444,3.524536069,-0.5302236248,0.9336573088,0.5287863211,0.4048709877,1.241104146,1.328311396,-0.08720725048,0.9662814341,1.03417803,-0.06789659622,31.80883246,20.98828045,-25.25925784,33.91706902,-10.75139537,40.87103722
heldout,20260603_134313,C0_neutral,v004,ok,0.2,0.8838909,2.160112726,2.292041616,1.258732645,4.274278538,1.587099972,0.9479414539,-0.2974729465,0.6074598716,-0.1436565886,3.172333105,3.271978999,-0.09964589423,0.3541037959,0.3152651855,0.03883861039,0.861974869,1.004807566,-0.142832697,0.9752050496,1.136800442,-0.1615953926,-7.64891825,3.275599864,-14.75224888,25.16140594,-4.748778573,22.84870511
heldout,20260603_143411,C0_neutral,v005,ok,0.2,0.9958106,2.141011845,2.114997845,1.485996844,4.146075921,0.6486107836,1.248185951,-0.2080488359,0.9284874679,0.09644301445,2.570933008,2.646626507,-0.07569349891,0.2289396966,0.02934513518,0.1995945614,1.104349959,1.119479744,-0.01512978479,1.108995987,1.124189423,-0.01519343617,18.18094812,8.773173275,-15.2322279,34.48377753,-0.5407684805,20.11747852
heldout,20260603_144119,C0_neutral,v005,ok,0.2,1.0799117,2.29821817,2.117536448,1.458443839,4.793472506,0.1220540829,1.233474747,-0.1122869973,0.885518897,0.3045103343,3.07573178,3.051265368,0.02446641185,-0.5227679608,0.246017807,-0.7687857678,1.100002897,0.9977996669,0.1022032296,1.018604481,0.923964123,0.09464035776,-10.41357157,7.268778533,-21.54148884,37.6084291,14.14062635,18.9357794
