diagnostic_version,environment_block_id,library_size_case_id,policy_id,paired_case_count,neutral_mission_success_rate,controlled_mission_success_rate,mission_success_delta_control_minus_neutral,neutral_safe_geometric_rate,controlled_safe_success_rate,safe_success_delta_control_minus_neutral,neutral_wrong_wall_exit_rate,controlled_wrong_wall_exit_rate,neutral_floor_or_ceiling_rate,controlled_floor_or_ceiling_rate,neutral_mean_score,controlled_mean_launch_score,score_delta_control_minus_neutral,neutral_mean_terminal_specific_energy_m,controlled_mean_terminal_specific_energy_m
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,no_memory_baseline,20,0.55,0.6,0.04999999999999993,0.65,0.65,0.0,0.1,0.05,0.35,0.05,31.61069066155982,57.08230186198567,25.47161120042585,2.163544796390217,2.2176890943553973
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h10,20,0.55,0.6,0.04999999999999993,0.65,0.65,0.0,0.1,0.05,0.35,0.05,31.61069066155982,57.08230186198567,25.47161120042585,2.163544796390217,2.219271283333694
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h3,20,0.55,0.6,0.04999999999999993,0.65,0.65,0.0,0.1,0.05,0.35,0.05,31.61069066155982,57.082301861985684,25.471611200425865,2.163544796390217,2.219271283333694
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h30,20,0.55,0.6,0.04999999999999993,0.65,0.65,0.0,0.1,0.05,0.35,0.05,31.61069066155982,57.082301861985684,25.471611200425865,2.163544796390217,2.219271283333694
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,no_memory_baseline,20,0.65,0.65,0.0,0.8,0.8,0.0,0.15,0.15,0.2,0.05,53.5523726443725,70.7781386038155,17.22576595944301,2.2755867205376075,2.3252946758829403
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,20,0.65,0.65,0.0,0.8,0.8,0.0,0.15,0.15,0.2,0.05,53.5523726443725,70.78177526554703,17.22940262117453,2.2755867205376075,2.3254878986036145
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,20,0.65,0.65,0.0,0.8,0.8,0.0,0.15,0.15,0.2,0.05,53.55237264437251,70.78177526554703,17.229402621174515,2.275586720537608,2.325487898603614
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h30,20,0.65,0.65,0.0,0.8,0.8,0.0,0.15,0.15,0.2,0.05,53.55237264437251,70.78177526554703,17.229402621174515,2.275586720537608,2.3254878986036145
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,no_memory_baseline,20,0.75,0.8,0.050000000000000044,0.9,0.9,0.0,0.15,0.1,0.1,0.0,73.19143452329887,105.02929941441005,31.83786489111118,2.408099732093573,2.55900787111136
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,20,0.75,0.8,0.050000000000000044,0.9,0.9,0.0,0.15,0.1,0.1,0.0,73.19143452329887,105.04419908424623,31.852764560947364,2.4080997320935724,2.5601796214586336
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,20,0.75,0.8,0.050000000000000044,0.9,0.9,0.0,0.15,0.1,0.1,0.0,73.19143452329888,105.02913951085092,31.837704987552044,2.408099732093573,2.5591592492226587
