diagnostic_version,library_size_case_id,paired_start_condition_index,outer_case_index,environment_block_id,figure_path,final_policy_count,neutral_mission_success,neutral_terminal_wall_face,environment_instance_id,environment_mode,W_layer,fan_count,active_fan_count,fan_positions_m,fan_power_scales,active_fan_mask,updraft_width_scale,updraft_amplitude_scale,local_uncertainty_scale,fan_position_policy,scheduled_active_fan_count,environment_layout_seed,environment_active_fan_seed,environment_parameter_seed,updraft_context_status,updraft_max_m_s,updraft_grid_nx,updraft_grid_ny,updraft_grid_nz,updraft_iso_surface_count
r11_balanced_true_neutral_intervention_diagnostic_v1,balanced_cluster,23,9,r11_l0_dry_air_fixed,03_Control/A_figures/R11_E03.7_balanced_neutral_baseline/figures/r11_e03_7_bal_neutral_s23_l0.png,4,True,front_wall_x_max,W0_dry_air_s23400389,dry_air,W0,0,0,[],[],,1.0,1.0,0.0,no_fan_positions,0,23400387,23400388,23400389,dry_air_no_updraft,0.0,,,,
r11_balanced_true_neutral_intervention_diagnostic_v1,balanced_cluster,23,29,r11_l1_single_fan_fixed_nominal,03_Control/A_figures/R11_E03.7_balanced_neutral_baseline/figures/r11_e03_7_bal_neutral_s23_l1.png,4,True,front_wall_x_max,W2_annular_gp_single_s23401209,annular_gp_single,W2,1,1,"[[4.2, 2.4]]",[1.0],1,1.0,1.0,1.0,fixed_base_positions,,23401207,23401208,23401209,actual_case_seeded_3d_slices_and_isosurfaces,5.210560365052895,44.0,28.0,24.0,4.0
r11_balanced_true_neutral_intervention_diagnostic_v1,balanced_cluster,23,49,r11_l2_four_fan_fixed_nominal,03_Control/A_figures/R11_E03.7_balanced_neutral_baseline/figures/r11_e03_7_bal_neutral_s23_l2.png,4,True,front_wall_x_max,W2_annular_gp_four_s23402029,annular_gp_four,W2,4,4,"[[3.0, 3.6], [5.4, 3.6], [3.0, 1.2], [5.4, 1.2]]","[1.0, 1.0, 1.0, 1.0]",1;1;1;1,1.0,1.0,1.0,fixed_base_positions,4,23402027,23402028,23402029,actual_case_seeded_3d_slices_and_isosurfaces,6.199576980206185,44.0,28.0,24.0,4.0
r11_balanced_true_neutral_intervention_diagnostic_v1,balanced_cluster,23,69,r11_l3_fan_parameter_uncertainty,03_Control/A_figures/R11_E03.7_balanced_neutral_baseline/figures/r11_e03_7_bal_neutral_s23_l3.png,4,False,side_wall_y_max,W3_w3_randomised_four_s23402849,w3_randomised_four,W3,4,4,"[[3.0, 3.6], [5.4, 3.6], [3.0, 1.2], [5.4, 1.2]]","[0.8831892789909729, 0.8777065235248344, 1.09187066048994, 0.8783346013652447]",1;1;1;1,1.0496177957144235,1.0,1.8781688690053613,fixed_base_positions,4,23402847,23402848,23402849,actual_case_seeded_3d_slices_and_isosurfaces,5.445696038534255,44.0,28.0,24.0,4.0
r11_balanced_true_neutral_intervention_diagnostic_v1,balanced_cluster,23,89,r11_l4_local_fan_position_uncertainty,03_Control/A_figures/R11_E03.7_balanced_neutral_baseline/figures/r11_e03_7_bal_neutral_s23_l4.png,4,False,side_wall_y_max,W3_w3_randomised_four_s23403669,w3_randomised_four,W3,4,4,"[[2.8862285058534143, 3.569021232711332], [5.286228505853415, 3.569021232711332], [2.8862285058534143, 1.1690212327113323], [5.286228505853415, 1.1690212327113323]]","[0.9820394056305984, 1.0774173178275104, 0.9810234760527832, 1.0683036447928964]",1;1;1;1,0.9047864962030088,1.0,1.0229612607320162,common_shift,4,23403667,23403668,23403669,actual_case_seeded_3d_slices_and_isosurfaces,5.406731775076887,44.0,28.0,24.0,4.0
r11_balanced_true_neutral_intervention_diagnostic_v1,balanced_cluster,23,109,r11_l5_active_fan_count_uncertainty,03_Control/A_figures/R11_E03.7_balanced_neutral_baseline/figures/r11_e03_7_bal_neutral_s23_l5.png,4,False,side_wall_y_max,W3_w3_randomised_four_s23404489,w3_randomised_four,W3,4,4,"[[3.0, 3.6], [5.4, 3.6], [3.0, 1.2], [5.4, 1.2]]","[1.0, 1.0, 1.0, 1.0]",1;1;1;1,1.0,1.0,1.0,fixed_base_positions,4,23404487,23404488,23404489,actual_case_seeded_3d_slices_and_isosurfaces,5.178892772615717,44.0,28.0,24.0,4.0
r11_balanced_true_neutral_intervention_diagnostic_v1,balanced_cluster,23,129,r11_l6_environment_only_full_uncertainty,03_Control/A_figures/R11_E03.7_balanced_neutral_baseline/figures/r11_e03_7_bal_neutral_s23_l6.png,4,True,front_wall_x_max,W3_w3_randomised_four_s23405309,w3_randomised_four,W3,4,4,"[[3.1215802338020744, 3.500516008061685], [5.521580233802075, 3.500516008061685], [3.1215802338020744, 1.1005160080616845], [5.521580233802075, 1.1005160080616845]]","[0.8929963471302714, 1.0469918606587243, 1.0417681902549485, 0.9617702847677768]",1;1;1;1,0.889417133359339,1.0,1.912471121112362,common_shift,4,23405307,23405308,23405309,actual_case_seeded_3d_slices_and_isosurfaces,5.4005818125868945,44.0,28.0,24.0,4.0
r11_balanced_true_neutral_intervention_diagnostic_v1,balanced_cluster,23,149,r11_l7_full_domain_randomisation_arena_wide,03_Control/A_figures/R11_E03.7_balanced_neutral_baseline/figures/r11_e03_7_bal_neutral_s23_l7.png,4,True,front_wall_x_max,W3_w3_randomised_four_s23406129,w3_randomised_four,W3,4,4,"[[2.687734199084913, 3.2818926052301713], [5.956396872993292, 1.9346959024022476], [0.13917365987180474, 1.8832410502086603], [5.950204521267342, 4.578653830124215]]","[1.0372000251094915, 0.9205696188757272, 0.863317973001695, 1.060578201172986]",1;1;1;1,0.9573145412271411,1.0,1.069328028727302,independent_uniform_xy_bounds,4,23406127,23406128,23406129,actual_case_seeded_3d_slices_and_isosurfaces,5.210719617008638,44.0,28.0,24.0,4.0
