case_id,primitive_id,start_state_family,W_layer,environment_mode,candidate_index,candidate_weight_label,duration_s,completed_full_duration,termination_cause,floor_violation,wall_violation,altitude_delta_m,speed_initial_m_s,speed_final_m_s,minimum_speed_m_s,minimum_floor_margin_m,minimum_wall_margin_m,minimum_ceiling_margin_m,yaw_delta_deg,roll_delta_deg,pitch_delta_deg,trajectory_integrated_updraft_gain_m,saturation_fraction,max_abs_command_norm,max_abs_surface_rad,selection_score
glide_launch_dry,glide,launch_gate,W0,dry_air,0,glide_robust_anchor_nominal_ref_nominal_000,0.4,True,completed_full_duration,False,False,0.05875465630266663,7.959735562905084,7.490760291593992,7.490760291593992,1.4349612764256596,0.23033813713198592,1.5966305531749667,-1.7614988628416457,3.139074561412621,-4.310307984992752,0.0,0.25,0.01716084420108884,0.02330076359937496,1.4926033036606625
glide_launch_dry,glide,launch_gate,W0,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,0.4,True,completed_full_duration,False,False,0.05875465630266663,7.959735562905084,7.490760291593992,7.490760291593992,1.4349612764256596,0.23033813713198592,1.5966305531749667,-1.7614988628416457,3.139074561412621,-4.310307984992752,0.0,0.15,0.01716084420108884,0.02330076359937496,1.5726033036606624
glide_launch_dry,glide,launch_gate,W0,dry_air,3,glide_robust_anchor_rate_damped_ref_damped_level_003,0.4,True,completed_full_duration,False,False,0.05875465630266663,7.959735562905084,7.490760291593992,7.490760291593992,1.4349612764256596,0.23033813713198592,1.5966305531749667,-1.7614988628416457,3.139074561412621,-4.310307984992752,0.0,0.2,0.01716084420108884,0.02330076359937496,1.5326033036606623
glide_launch_dry,glide,launch_gate,W0,dry_air,5,glide_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,0.4,True,completed_full_duration,False,False,0.05875465630266663,7.959735562905084,7.490760291593992,7.490760291593992,1.4349612764256596,0.23033813713198592,1.5966305531749667,-1.7614988628416457,3.139074561412621,-4.310307984992752,0.0,0.3,0.01716084420108884,0.02330076359937496,1.4526033036606625
glide_launch_dry,glide,launch_gate,W0,dry_air,6,glide_robust_anchor_balanced_robust_ref_left_bias_006,0.4,True,completed_full_duration,False,False,0.05875465630266663,7.959735562905084,7.490760291593992,7.490760291593992,1.4349612764256596,0.23033813713198592,1.5966305531749667,-1.7614988628416457,3.139074561412621,-4.310307984992752,0.0,0.25,0.01716084420108884,0.02330076359937496,1.4926033036606625
glide_launch_dry,glide,launch_gate,W0,dry_air,7,glide_robust_anchor_balanced_agile_ref_right_bias_007,0.4,True,completed_full_duration,False,False,0.05875465630266663,7.959735562905084,7.490760291593992,7.490760291593992,1.4349612764256596,0.23033813713198592,1.5966305531749667,-1.7614988628416457,3.139074561412621,-4.310307984992752,0.0,0.65,0.01716084420108884,0.02330076359937496,1.1726033036606625
lift_entry_single,lift_entry,inflight_lift_region,W1,w1_annular_gp_randomised_single,0,lift_entry_robust_anchor_nominal_ref_nominal_000,0.4,True,completed_full_duration,False,False,0.1369676886772786,5.159539417303657,4.887147062046955,4.851921938522448,2.009004564251231,0.6021534282578127,0.9298975464598693,7.971982439336297,20.3764240030837,-10.209812009532842,0.16098532083385791,0.35,0.04185409937180064,0.012555723648601875,1.5554331039482554
lift_entry_single,lift_entry,inflight_lift_region,W1,w1_annular_gp_randomised_single,1,lift_entry_robust_anchor_attitude_heavy_ref_pitch_up_001,0.4,True,completed_full_duration,False,False,0.1369676886772786,5.159539417303657,4.887147062046955,4.851921938522448,2.009004564251231,0.6021534282578127,0.9298975464598693,7.971982439336297,20.3764240030837,-10.209812009532842,0.16098532083385791,0.5,0.04185409937180064,0.012555723648601875,1.4354331039482555
lift_entry_single,lift_entry,inflight_lift_region,W1,w1_annular_gp_randomised_single,3,lift_entry_robust_anchor_rate_damped_ref_damped_level_003,0.4,True,completed_full_duration,False,False,0.1369676886772786,5.159539417303657,4.887147062046955,4.851921938522448,2.009004564251231,0.6021534282578127,0.9298975464598693,7.971982439336297,20.3764240030837,-10.209812009532842,0.16098532083385791,0.35,0.04185409937180064,0.012555723648601875,1.5554331039482554
lift_entry_single,lift_entry,inflight_lift_region,W1,w1_annular_gp_randomised_single,5,lift_entry_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,0.4,True,completed_full_duration,False,False,0.1369676886772786,5.159539417303657,4.887147062046955,4.851921938522448,2.009004564251231,0.6021534282578127,0.9298975464598693,7.971982439336297,20.3764240030837,-10.209812009532842,0.16098532083385791,0.5,0.04185409937180064,0.012555723648601875,1.4354331039482555
