layout_branch_id,fan_layout,test_environment_mode,fan_config_id,updraft_model_id,timing_model_version
four_fan_branch,four_fan,W1_four_fan,four_fan_nominal_updraft,four_gaussian_var,measured_vicon_one_pole_command_response_v1
