library_size_case_id,policy_id,history_length,launch_count,safe_success_rate,full_safe_success_rate,hard_failure_rate,floor_or_ceiling_violation_rate,no_viable_primitive_rate,terminal_useful_rate,lift_capture_rate,mean_lift_dwell_time_s,mean_energy_residual_m,mean_net_specific_energy_delta_m,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_gross_specific_energy_loss_m,mean_episode_flight_time_s,mean_launch_score,median_launch_score,mean_min_wall_margin_m,selected_primitive_family_count,selected_variant_count,governor_rejection_count,belief_observation_count,belief_uncertainty,memory_changed_selection_rate,exploration_changed_selection_rate
no_cluster_no_merge,no_memory_baseline,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.5266666666666667,0.01959056060488436,-0.3203127705517889,0.02199559878157863,0.43262239832335575,0.34230836933336767,1.0799999999999998,-100.0,-100.0,-0.057272084308211235,3,3,38180,0,1.0,0.0,0.0
