relative_path,byte_count,size_mb,above_75mb,above_100mb,push_allowed
manifests/frozen_governor_config_for_r11.json,6836,0.006519317626953125,False,False,True
manifests/table_manifest.json,86514,0.08250617980957031,False,False,True
manifests/targeted_memory_diagnostic_manifest.json,17683,0.01686382293701172,False,False,True
metrics/active_fan_count_schedule_audit.csv,2,1.9073486328125e-06,False,False,True
metrics/belief_snapshot_log.csv,95,9.059906005859375e-05,False,False,True
metrics/candidate_score_log.csv,95,9.059906005859375e-05,False,False,True
metrics/environment_block_comparison.csv,333,0.00031757354736328125,False,False,True
metrics/environment_block_schedule.csv,273,0.00026035308837890625,False,False,True
metrics/episode_interpretation_summary.csv,262,0.0002498626708984375,False,False,True
metrics/episode_summary.csv,87,8.296966552734375e-05,False,False,True
metrics/final_heldout_launch_schedule.csv,19799,0.018881797790527344,False,False,True
metrics/final_launch_score.csv,69884,0.06664657592773438,False,False,True
metrics/first_decision_candidate_summary.csv,1384,0.00131988525390625,False,False,True
metrics/first_decision_governor_rejection_summary.csv,1330,0.0012683868408203125,False,False,True
metrics/governor_config_selection.csv,1561,0.0014886856079101562,False,False,True
metrics/governor_config_tuning_decisions.csv,196,0.000186920166015625,False,False,True
metrics/history_launch_schedule.csv,205586,0.1960620880126953,False,False,True
metrics/history_memory_trace.csv,97,9.250640869140625e-05,False,False,True
metrics/history_plot_trace.csv,93,8.869171142578125e-05,False,False,True
metrics/history_selector_summary.csv,105,0.00010013580322265625,False,False,True
metrics/launch_gate_candidate_availability.csv,793,0.0007562637329101562,False,False,True
metrics/launch_gate_entry_role_audit.csv,1492,0.001422882080078125,False,False,True
metrics/launch_gate_outcome_audit.csv,157,0.00014972686767578125,False,False,True
metrics/library_size_case_comparison.csv,651,0.0006208419799804688,False,False,True
metrics/memory_opportunity_decision_log.csv,156498,0.1492481231689453,False,False,True
metrics/memory_opportunity_summary.csv,9369,0.008934974670410156,False,False,True
metrics/memory_residual_update_log.csv,109,0.00010395050048828125,False,False,True
metrics/no_glider_latency_variation_audit.csv,502,0.0004787445068359375,False,False,True
metrics/outer_case_schedule.csv,1668,0.001590728759765625,False,False,True
metrics/paired_memory_score_delta.csv,6334,0.0060405731201171875,False,False,True
metrics/paired_safe_explore_score_delta.csv,2,1.9073486328125e-06,False,False,True
metrics/paired_score_delta_summary.csv,3677,0.0035066604614257812,False,False,True
metrics/pairing_audit.csv,90,8.58306884765625e-05,False,False,True
metrics/pass_fail_gate_summary.csv,1826,0.0017414093017578125,False,False,True
metrics/policy_history_comparison.csv,8514,0.008119583129882812,False,False,True
metrics/primitive_execution_log.csv,103,9.822845458984375e-05,False,False,True
metrics/real_time_scheduler_audit.csv,6064,0.0057830810546875,False,False,True
metrics/selector_decision_log.csv,99,9.441375732421875e-05,False,False,True
metrics/termination_summary.csv,245,0.00023365020751953125,False,False,True
tables/belief_snapshot_log/c00000.csv.gz,15429,0.014714241027832031,False,False,True
tables/candidate_score_log/c00000.csv.gz,408120,0.38921356201171875,False,False,True
tables/candidate_score_log/c00001.csv.gz,163750,0.15616416931152344,False,False,True
tables/episode_summary/c00000.csv.gz,97707,0.09318065643310547,False,False,True
tables/history_memory_trace/c00000.csv.gz,29411,0.02804851531982422,False,False,True
tables/history_plot_trace/c00000.csv.gz,47159,0.044974327087402344,False,False,True
tables/history_selector_summary/c00000.csv.gz,13379,0.012759208679199219,False,False,True
tables/memory_residual_update_log/c00000.csv.gz,51491,0.04910564422607422,False,False,True
tables/memory_residual_update_log/c00001.csv.gz,37162,0.03544044494628906,False,False,True
tables/primitive_execution_log/c00000.csv.gz,896892,0.8553428649902344,False,False,True
tables/primitive_execution_log/c00001.csv.gz,908692,0.8665962219238281,False,False,True
tables/primitive_execution_log/c00002.csv.gz,940776,0.8971939086914062,False,False,True
tables/primitive_execution_log/c00003.csv.gz,273970,0.2612781524658203,False,False,True
tables/selector_decision_log/c00000.csv.gz,51877,0.04947376251220703,False,False,True
