audit_scope,timing_requirement_tier,timing_requirement_policy,hard_100ms_required_rate,selector_decision_count,prepared_before_boundary_count,prepared_before_boundary_rate,preferred_20ms_slot_met_count,preferred_20ms_slot_met_rate,hard_100ms_boundary_met_count,hard_100ms_boundary_met_rate,hard_100ms_requirement_passed,max_decision_total_duration_s,p99_decision_total_duration_s,mean_decision_total_duration_s,mean_evaluated_candidate_count,max_evaluated_candidate_count,mean_total_library_candidate_count,max_total_library_candidate_count,mean_prefilter_skipped_candidate_count,preferred_decision_budget_s,hard_decision_budget_s,audit_status,real_time_claim_status
overall,aggregate_diagnostic,reported_only_mixed_scope,,160,160,1.0,44,0.275,127,0.79375,,4.591737300004752,0.6517418850001556,0.09730305875059453,12.9,48,446.4,1598,433.5,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced,required_real_flight_candidate_aggregate,aggregate_includes_pre_release_report_inflight_scope_for_gate,,64,64,1.0,24,0.375,60,0.9375,,4.591737300004752,1.900964522999482,0.10810249062615179,3.8125,5,60.0,90,56.1875,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,64,64,1.0,20,0.3125,57,0.890625,,0.2673660999935237,0.2156119149946605,0.04509209687500965,6.1875,8,257.0,335,250.8125,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
offline_comparison:unrestricted:not_real_flight_candidate:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,32,32,1.0,0,0.0,10,0.3125,,0.6984631000086665,0.673914665004195,0.18012611875064974,44.5,48,1598.0,1598,1553.5,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced:inflight_boundary_decisions,required_real_flight_candidate,all_inflight_decisions_must_meet_100ms_for_heavy_and_balanced,1.0,56,56,1.0,23,0.4107142857142857,53,0.9464285714285714,False,0.3206693999964045,0.231689685001766,0.03788830535865725,4.214285714285714,5,60.0,90,55.785714285714285,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light:inflight_boundary_decisions,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,56,56,1.0,18,0.32142857142857145,53,0.9464285714285714,,0.1852165999953285,0.16395156499675076,0.03670736071437979,6.214285714285714,8,257.0,335,250.78571428571428,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
pre_release_initial_decisions:not_inflight_boundary_compute,pre_release_preparation,not_an_inflight_boundary_compute_gate,,20,20,1.0,3,0.15,12,0.6,,4.591737300004752,3.8520152020054907,0.37615447499956645,12.4,48,446.4,1598,434.0,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:balanced_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,32,32,1.0,16,0.5,32,1.0,,0.0973490000033052,0.0840808450012264,0.02417539375119299,3.125,4,90.0,90,86.875,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:heavy_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,32,32,1.0,8,0.25,28,0.875,,4.591737300004752,3.2677062510021697,0.19202958750111063,4.5,5,30.0,30,25.5,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,32,32,1.0,12,0.375,30,0.9375,,0.1769797999950242,0.16754746099592013,0.03485803750095324,4.375,5,179.0,179,174.625,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
