library_size_case_id,launch_count,safe_success_rate,full_safe_success_rate,hard_failure_rate,physical_hard_failure_rate,expected_low_energy_dry_air_sink_rate,no_viable_primitive_rate,mission_success_rate,front_wall_terminal_success_rate,wrong_wall_exit_rate,mean_launch_score
balanced_cluster,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,127.79381781930428
heavy_cluster,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,128.08584054581485
light_cluster,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,127.86289755185092
no_cluster_no_merge,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,128.1286870412897
super_light_cluster,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,128.03701495863103
