path,byte_count,size_mb,above_75mb,above_100mb,under_100mb
chunk_manifests/w2_replay_rows/c00000.json,338,0.0003223419189453125,False,False,True
chunk_manifests/w2_replay_rows/c00001.json,338,0.0003223419189453125,False,False,True
chunk_manifests/w2_replay_rows/c00002.json,338,0.0003223419189453125,False,False,True
chunk_manifests/w2_replay_rows/c00003.json,338,0.0003223419189453125,False,False,True
chunk_manifests/w2_replay_rows/c00004.json,338,0.0003223419189453125,False,False,True
chunk_manifests/w2_replay_rows/c00005.json,338,0.0003223419189453125,False,False,True
chunk_manifests/w2_replay_rows/c00006.json,338,0.0003223419189453125,False,False,True
chunk_manifests/w2_replay_rows/c00007.json,338,0.0003223419189453125,False,False,True
chunk_manifests/w2_replay_rows/c00008.json,338,0.0003223419189453125,False,False,True
chunk_manifests/w2_replay_rows/c00009.json,338,0.0003223419189453125,False,False,True
chunk_manifests/w2_replay_rows/c00010.json,339,0.00032329559326171875,False,False,True
chunk_manifests/w2_replay_rows/c00011.json,339,0.00032329559326171875,False,False,True
chunk_manifests/w2_replay_rows/c00012.json,339,0.00032329559326171875,False,False,True
chunk_manifests/w2_replay_rows/c00013.json,339,0.00032329559326171875,False,False,True
chunk_manifests/w2_replay_rows/c00014.json,339,0.00032329559326171875,False,False,True
manifests/table_manifest.json,116464,0.1110687255859375,False,False,True
metrics/blocked_or_approximate_ratio_summary.csv,94,8.96453857421875e-05,False,False,True
metrics/coverage_summary.csv,1768,0.00168609619140625,False,False,True
metrics/source_to_w2_mapping.csv,826980,0.7886695861816406,False,False,True
metrics/w1_to_w2_survival_summary.csv,627,0.0005979537963867188,False,False,True
metrics/w2_failure_label_summary.csv,299,0.00028514862060546875,False,False,True
tables/w2_replay_rows/c00000.csv.gz,671752,0.6406326293945312,False,False,True
tables/w2_replay_rows/c00001.csv.gz,673172,0.6419868469238281,False,False,True
tables/w2_replay_rows/c00002.csv.gz,677154,0.6457843780517578,False,False,True
tables/w2_replay_rows/c00003.csv.gz,676157,0.6448335647583008,False,False,True
tables/w2_replay_rows/c00004.csv.gz,679501,0.6480226516723633,False,False,True
tables/w2_replay_rows/c00005.csv.gz,679250,0.6477832794189453,False,False,True
tables/w2_replay_rows/c00006.csv.gz,680622,0.6490917205810547,False,False,True
tables/w2_replay_rows/c00007.csv.gz,678489,0.6470575332641602,False,False,True
tables/w2_replay_rows/c00008.csv.gz,678827,0.6473798751831055,False,False,True
tables/w2_replay_rows/c00009.csv.gz,680547,0.6490201950073242,False,False,True
tables/w2_replay_rows/c00010.csv.gz,680806,0.6492671966552734,False,False,True
tables/w2_replay_rows/c00011.csv.gz,680520,0.6489944458007812,False,False,True
tables/w2_replay_rows/c00012.csv.gz,682819,0.6511869430541992,False,False,True
tables/w2_replay_rows/c00013.csv.gz,679409,0.6479349136352539,False,False,True
tables/w2_replay_rows/c00014.csv.gz,678476,0.6470451354980469,False,False,True
