library_size_case_id,primitive_id,entry_role,transition_entry_class,transition_object_id,primitive_variant_id,selection_algorithm,medoid_selection_reason,selection_rank_order,coverage_marginal_gain,coverage_worst_case,coverage_breadth,medoid_quality_score,medoid_design_centrality,medoid_distance_to_group_center,medoid_redundancy_penalty,robustness_environment_modes_seen,robustness_start_families_seen,robustness_active_fan_counts_seen,robustness_evidence_blocks_seen,robustness_uncertainty_tiers_seen,robustness_active_fan_policies_seen,robustness_fan_position_policies_seen,robustness_speed_bins_seen,local_lqr_speed_bin_id,local_lqr_reference_speed_m_s
heavy_cluster,energy_retaining_bank,transition_object,boundary_near,primvar_energy_retaining_bank_transition_object_a0ebd6810f1f__entry_boundary_near,primvar_energy_retaining_bank_transition_object_a0ebd6810f1f,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.3189775910364146,0.0,0.3189775910364146,0.2558824628835582,0.07956246942581309,7.22935384241109,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_4p0_m_s,speed_bin_4p0_m_s,4.0
heavy_cluster,energy_retaining_bank,transition_object,inflight_stable,primvar_energy_retaining_bank_transition_object_b5678b82e3cb__entry_inflight_stable,primvar_energy_retaining_bank_transition_object_b5678b82e3cb,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.5783582089552238,0.0,0.5783582089552238,0.3571780475672294,0.12797929855201162,3.8500823086115536,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_6p0_m_s,speed_bin_6p0_m_s,6.0
heavy_cluster,energy_retaining_bank,transition_object,launch_gate,primvar_energy_retaining_bank_transition_object_6ec7c5c41896__entry_launch_gate,primvar_energy_retaining_bank_transition_object_6ec7c5c41896,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.348645428320582,0.0,0.348645428320582,0.3060357061245772,0.19347535164305102,1.6412432853859418,0.0,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_6p0_m_s,speed_bin_6p0_m_s,6.0
heavy_cluster,glide,transition_object,boundary_near,primvar_glide_transition_object_5ed8afb4cbfc__entry_boundary_near,primvar_glide_transition_object_5ed8afb4cbfc,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.3189775910364146,0.0,0.3189775910364146,0.2521153222825252,0.05370924523414418,11.80348650139433,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_4p0_m_s,speed_bin_4p0_m_s,4.0
heavy_cluster,glide,transition_object,inflight_stable,primvar_glide_transition_object_92440e530452__entry_inflight_stable,primvar_glide_transition_object_92440e530452,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.5783582089552238,0.0,0.5783582089552238,0.3581802398498618,0.13617375628136155,4.142167841060238,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_7p0_m_s,speed_bin_7p0_m_s,7.0
heavy_cluster,glide,transition_object,launch_gate,primvar_glide_transition_object_fbb060630006__entry_launch_gate,primvar_glide_transition_object_fbb060630006,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.348645428320582,0.0,0.348645428320582,0.307396492495339,0.2053240057571716,1.664705793109108,0.0,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_6p0_m_s,speed_bin_6p0_m_s,6.0
heavy_cluster,lift_dwell_arc,transition_object,boundary_near,primvar_lift_dwell_arc_transition_object_2a54829d66c4__entry_boundary_near,primvar_lift_dwell_arc_transition_object_2a54829d66c4,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.3189775910364146,0.0,0.3189775910364146,0.26618781481959597,0.13272685353139996,3.1186214235424026,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_4p5_m_s,speed_bin_4p5_m_s,4.5
heavy_cluster,lift_dwell_arc,transition_object,inflight_stable,primvar_lift_dwell_arc_transition_object_f5212e7a8993__entry_inflight_stable,primvar_lift_dwell_arc_transition_object_f5212e7a8993,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.5815609452736318,0.0,0.5815609452736318,0.35956663381075005,0.14261202440960294,4.266732806944335,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_4p0_m_s,speed_bin_4p0_m_s,4.0
heavy_cluster,lift_dwell_arc,transition_object,launch_gate,primvar_lift_dwell_arc_transition_object_acd234c56224__entry_launch_gate,primvar_lift_dwell_arc_transition_object_acd234c56224,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.348645428320582,0.0,0.348645428320582,0.3057808542470746,0.19290373252170082,1.9230006922976952,0.0,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_5p5_m_s,speed_bin_5p5_m_s,5.5
heavy_cluster,lift_entry,transition_object,boundary_near,primvar_lift_entry_transition_object_299a4397174a__entry_boundary_near,primvar_lift_entry_transition_object_299a4397174a,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.3189775910364146,0.0,0.3189775910364146,0.26879048909190606,0.06994809281522284,8.322896836131148,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_6p5_m_s,speed_bin_6p5_m_s,6.5
