relative_path,byte_count,size_mb,under_100mb,dense_table_partition
manifests/primitive_variant_registry.json,382210,0.3645038604736328,True,False
manifests/run_manifest.json,2413,0.0023012161254882812,True,False
manifests/table_manifest.json,139,0.00013256072998046875,True,False
metrics/boundary_summary.csv,2,1.9073486328125e-06,True,False
metrics/chunk_summary.csv,1075,0.0010251998901367188,True,False
metrics/coverage_summary.csv,2,1.9073486328125e-06,True,False
metrics/failure_summary.csv,2,1.9073486328125e-06,True,False
metrics/outcome_summary.csv,2,1.9073486328125e-06,True,False
metrics/primitive_variant_registry.csv,283204,0.2700843811035156,True,False
metrics/runtime_summary.csv,364,0.000347137451171875,True,False
reports/claim_boundary_report.md,437,0.00041675567626953125,True,False
reports/run_report.md,214,0.0002040863037109375,True,False
