library_size_case_id,primitive_id,entry_role,primitive_variant_id,selection_algorithm,medoid_selection_reason,selection_rank_order,coverage_marginal_gain,coverage_worst_case,coverage_breadth,medoid_quality_score,medoid_design_centrality,medoid_distance_to_group_center,medoid_redundancy_penalty,robustness_environment_modes_seen,robustness_start_families_seen,robustness_active_fan_counts_seen
heavy_cluster,mild_turn_left,inflight_only,primvar_mild_turn_left_inflight_only_b02ef00792d2,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.7272727272727273,0.0,0.7272727272727273,0.3860406927950931,0.2922251097691131,1.0190646147284808,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
heavy_cluster,mild_turn_right,inflight_only,primvar_mild_turn_right_inflight_only_16409c28fda2,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.7272727272727273,0.0,0.7272727272727273,0.3752418330381763,0.29698161023915537,0.8314752850797683,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
heavy_cluster,recovery,terminal_or_recovery,primvar_recovery_terminal_or_recovery_8952a4a8e60b,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.4,0.0,0.4,0.31381706573426293,0.21371212471921888,2.580802007267744,0.0,w3_randomised_four;w3_randomised_single,inflight_boundary_near;inflight_recovery_edge,1;2;3;4
heavy_cluster,safe_exit_or_recovery_handoff,terminal_or_recovery,primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_d69cc3ed8444,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.4,0.0,0.4,0.3140730606109102,0.2157306061091026,2.726940597661203,0.0,w3_randomised_four;w3_randomised_single,inflight_boundary_near;inflight_recovery_edge,1;2;3;4
balanced_cluster,energy_retaining_bank,inflight_only,primvar_energy_retaining_bank_inflight_only_429b2f7b1a4a,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.7272727272727273,0.0,0.7272727272727273,0.40478261751081807,0.22964435692636267,2.645609358251647,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,energy_retaining_bank,inflight_only,primvar_energy_retaining_bank_inflight_only_707a66ab85c6,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.7272727272727273,0.37778263590535244,0.2172202984474029,2.940061366994654,0.04552304580185229,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,energy_retaining_bank,inflight_only,primvar_energy_retaining_bank_inflight_only_f41bc95c5496,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.7272727272727273,0.38321532863233737,0.22609268026262477,2.736715988573036,0.34805733214102996,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,glide,inflight_only,primvar_glide_inflight_only_f252094e5f11,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.7272727272727273,0.0,0.7272727272727273,0.3964146047909737,0.14596422972791892,5.297471040377016,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,glide,inflight_only,primvar_glide_inflight_only_ed80404c47ef,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.7272727272727273,0.3563437751375207,0.19647544538853756,3.446388153968011,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,glide,inflight_only,primvar_glide_inflight_only_6e5db12749da,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.7272727272727273,0.3816245963390448,0.21757634033064266,2.698521738368009,0.36226444525198365,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,launch_capture_energy_build,launch_capable,primvar_launch_capture_energy_build_launch_capable_1f0cc86b43a3,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.6363636363636364,0.0,0.6363636363636364,0.37787080512800253,0.1877989603709344,3.3373116711690924,0.0,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_energy_build,launch_capable,primvar_launch_capture_energy_build_launch_capable_8e8434622399,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.6363636363636364,0.3579331398599167,0.11342230769023033,7.249129186620333,0.15999577243203955,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_energy_build,launch_capable,primvar_launch_capture_energy_build_launch_capable_fc7b1f00e7a8,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.6363636363636364,0.33793296022274305,0.20508717798510953,2.967887937403823,0.43126029271415045,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_glide_stabilise,launch_capable,primvar_launch_capture_glide_stabilise_launch_capable_b0585ca92cea,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.6363636363636364,0.0,0.6363636363636364,0.3763100902305435,0.17219181139634465,3.8307855704035436,0.0,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_glide_stabilise,launch_capable,primvar_launch_capture_glide_stabilise_launch_capable_b7604014c9d2,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.6363636363636364,0.36137170689497783,0.204626159858747,2.953360820236888,0.441711489394509,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_glide_stabilise,launch_capable,primvar_launch_capture_glide_stabilise_launch_capable_a3f2b86c3e60,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.6363636363636364,0.35109451557686056,0.1018542466775741,8.270337200921084,0.4717808965468112,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_lift_seek,launch_capable,primvar_launch_capture_lift_seek_launch_capable_cb59518fdafe,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.6363636363636364,0.0,0.6363636363636364,0.3700064507609954,0.19248875003409374,3.0527918440075497,0.0,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_lift_seek,launch_capable,primvar_launch_capture_lift_seek_launch_capable_bf3e231247d5,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.6363636363636364,0.36970442240919005,0.10613513318280987,7.811011181127375,0.18531527287827765,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_lift_seek,launch_capable,primvar_launch_capture_lift_seek_launch_capable_cc7b501df58c,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.6363636363636364,0.33619161168407874,0.18767369259846609,3.022951330232423,0.4168805182574047,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_safe_handoff,launch_capable,primvar_launch_capture_safe_handoff_launch_capable_ed4fb6878563,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.6363636363636364,0.0,0.6363636363636364,0.3777913744862977,0.18700465395388594,3.3120034372143143,0.0,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_safe_handoff,launch_capable,primvar_launch_capture_safe_handoff_launch_capable_998097d7a871,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.6363636363636364,0.3295233664372561,0.15887002800929204,4.54194845361965,0.21338355479111815,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_safe_handoff,launch_capable,primvar_launch_capture_safe_handoff_launch_capable_f603f769e86f,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.6363636363636364,0.3508778185863561,0.190596367682232,3.310881438050038,0.3635456292477117,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_shallow_left,launch_capable,primvar_launch_capture_shallow_left_launch_capable_8dc44c9e222f,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.6363636363636364,0.0,0.6363636363636364,0.37956459712789414,0.2047368803698509,3.0574389652243052,0.0,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_shallow_left,launch_capable,primvar_launch_capture_shallow_left_launch_capable_2054194335f4,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.6363636363636364,0.34637370717329713,0.22282798082373265,2.6643802357321826,0.23959650415065192,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_shallow_left,launch_capable,primvar_launch_capture_shallow_left_launch_capable_41db001bc2e3,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.6363636363636364,0.33343845851855397,0.19347549427615265,3.375435035383651,0.36242488108383974,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_shallow_right,launch_capable,primvar_launch_capture_shallow_right_launch_capable_874ee3b1286d,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.6363636363636364,0.0,0.6363636363636364,0.37766304430195063,0.23117589756459364,2.2750979013481727,0.0,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_shallow_right,launch_capable,primvar_launch_capture_shallow_right_launch_capable_05b49791d1f3,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.6363636363636364,0.372639010075234,0.13548100984324904,5.828436976400228,0.261508532377551,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,launch_capture_shallow_right,launch_capable,primvar_launch_capture_shallow_right_launch_capable_60d550da506f,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.6363636363636364,0.3577504915588515,0.2138685519523356,2.8091528217053305,0.4530348185398768,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
balanced_cluster,lift_dwell_arc,inflight_only,primvar_lift_dwell_arc_inflight_only_6b237bce2adf,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.7272727272727273,0.0,0.7272727272727273,0.40384948284162037,0.22031301023438565,2.4821364168279607,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,lift_dwell_arc,inflight_only,primvar_lift_dwell_arc_inflight_only_6778e5b4b5eb,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.7272727272727273,0.369269407603973,0.2173694007150485,2.8459305485517237,0.3443256331672232,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,lift_dwell_arc,inflight_only,primvar_lift_dwell_arc_inflight_only_dcc8ccd4a9a6,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.7272727272727273,0.37421534863417,0.13825738244556632,5.689013839149299,0.3348134564445514,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,lift_entry,inflight_only,primvar_lift_entry_inflight_only_ed5fe79d303f,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.7272727272727273,0.0,0.7272727272727273,0.4002808283037821,0.18462646485600326,3.755058837925492,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,lift_entry,inflight_only,primvar_lift_entry_inflight_only_105032ca740e,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.7272727272727273,0.3526110638647253,0.15529724151793334,4.863872650038889,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,lift_entry,inflight_only,primvar_lift_entry_inflight_only_29030ff7f7f7,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.7272727272727273,0.35817113796090955,0.22405587721669984,2.5756647720223738,0.3288473227233901,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,mild_turn_left,inflight_only,primvar_mild_turn_left_inflight_only_6a65b7fbde3d,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.7272727272727273,0.0,0.7272727272727273,0.4069730924685458,0.25154910650363993,1.9476291318444299,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,mild_turn_left,inflight_only,primvar_mild_turn_left_inflight_only_62d0e3f0c382,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.7272727272727273,0.3855639854354128,0.20933303617226667,3.0686632075635054,0.21506569293699518,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,mild_turn_left,inflight_only,primvar_mild_turn_left_inflight_only_176a1c52988d,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.7272727272727273,0.3631829484421218,0.2355226662393565,2.412031654244931,0.34050979347928345,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,mild_turn_right,inflight_only,primvar_mild_turn_right_inflight_only_fb9d67378e48,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.7272727272727273,0.0,0.7272727272727273,0.39823770586364676,0.1641952404546499,4.487524565364171,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,mild_turn_right,inflight_only,primvar_mild_turn_right_inflight_only_35a0e5e71575,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.7272727272727273,0.3625889617362555,0.20966858349441644,3.106948269977206,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,mild_turn_right,inflight_only,primvar_mild_turn_right_inflight_only_f7c0de61292f,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.7272727272727273,0.37904358526012766,0.21735207363511344,2.829187809774738,0.2938201348587147,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
balanced_cluster,recovery,terminal_or_recovery,primvar_recovery_terminal_or_recovery_8952a4a8e60b,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.4,0.0,0.4,0.31381706573426293,0.21371212471921888,2.580802007267744,0.0,w3_randomised_four;w3_randomised_single,inflight_boundary_near;inflight_recovery_edge,1;2;3;4
balanced_cluster,recovery,terminal_or_recovery,primvar_recovery_terminal_or_recovery_affbda1b7bf4,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.4,0.2532223399243982,0.18222339924398193,3.704381250987039,0.21514748378034698,w3_randomised_four;w3_randomised_single,inflight_boundary_near;inflight_recovery_edge,1;2;3;4
balanced_cluster,recovery,terminal_or_recovery,primvar_recovery_terminal_or_recovery_b3f22b212bcb,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.4,0.27993199435006366,0.15918029003975792,4.566409336893965,0.348988353993833,w3_randomised_four;w3_randomised_single,inflight_boundary_near;inflight_recovery_edge,1;2;3;4
balanced_cluster,safe_exit_or_recovery_handoff,terminal_or_recovery,primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_d69cc3ed8444,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.4,0.0,0.4,0.3140730606109102,0.2157306061091026,2.726940597661203,0.0,w3_randomised_four;w3_randomised_single,inflight_boundary_near;inflight_recovery_edge,1;2;3;4
balanced_cluster,safe_exit_or_recovery_handoff,terminal_or_recovery,primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_bc56579cbb14,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.4,0.2555821894260609,0.20255451361076393,3.138359470988356,0.12366041093883196,w3_randomised_four;w3_randomised_single,inflight_boundary_near;inflight_recovery_edge,1;2;3;4
balanced_cluster,safe_exit_or_recovery_handoff,terminal_or_recovery,primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_69e9740260ec,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.4,0.28356666651591017,0.1981666651591019,3.2613290162099475,0.2784736415002276,w3_randomised_four;w3_randomised_single,inflight_boundary_near;inflight_recovery_edge,1;2;3;4
light_cluster,energy_retaining_bank,inflight_only,primvar_energy_retaining_bank_inflight_only_429b2f7b1a4a,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.7272727272727273,0.0,0.7272727272727273,0.40478261751081807,0.22964435692636267,2.645609358251647,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
light_cluster,energy_retaining_bank,inflight_only,primvar_energy_retaining_bank_inflight_only_707a66ab85c6,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.7272727272727273,0.37778263590535244,0.2172202984474029,2.940061366994654,0.04552304580185229,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
light_cluster,energy_retaining_bank,inflight_only,primvar_energy_retaining_bank_inflight_only_f41bc95c5496,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.7272727272727273,0.38321532863233737,0.22609268026262477,2.736715988573036,0.34805733214102996,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
light_cluster,energy_retaining_bank,inflight_only,primvar_energy_retaining_bank_inflight_only_46fcbaa8f289,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,3,0.0,0.0,0.7272727272727273,0.3713392716713468,0.24369574701637592,2.39312183881666,0.3954712642540006,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
light_cluster,energy_retaining_bank,inflight_only,primvar_energy_retaining_bank_inflight_only_6688a08cb224,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,4,0.0,0.0,0.7272727272727273,0.3999088151176947,0.2415123936011486,2.352530544884434,0.43177991834512575,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
light_cluster,energy_retaining_bank,inflight_only,primvar_energy_retaining_bank_inflight_only_dd6d41942761,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,5,0.0,0.0,0.7272727272727273,0.39189199525110135,0.2522532858442452,2.0466703592205886,0.5699437578915847,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
light_cluster,glide,inflight_only,primvar_glide_inflight_only_f252094e5f11,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.7272727272727273,0.0,0.7272727272727273,0.3964146047909737,0.14596422972791892,5.297471040377016,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
light_cluster,glide,inflight_only,primvar_glide_inflight_only_ed80404c47ef,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.7272727272727273,0.3563437751375207,0.19647544538853756,3.446388153968011,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
light_cluster,glide,inflight_only,primvar_glide_inflight_only_6e5db12749da,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.7272727272727273,0.3816245963390448,0.21757634033064266,2.698521738368009,0.36226444525198365,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
light_cluster,glide,inflight_only,primvar_glide_inflight_only_377ffa3b39b9,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,3,0.0,0.0,0.7272727272727273,0.3893208687854308,0.23356345503834788,2.2394117449561746,0.4856238903596023,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
light_cluster,glide,inflight_only,primvar_glide_inflight_only_9d1f141056b5,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,4,0.0,0.0,0.7272727272727273,0.3698357758132339,0.20944423263354056,2.8908608160187828,0.5772809970031477,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
light_cluster,glide,inflight_only,primvar_glide_inflight_only_17896d12fa60,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,5,0.0,0.0,0.7272727272727273,0.38313280052320864,0.1838778943672494,3.697776315782552,0.6282661924431279,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4
light_cluster,launch_capture_energy_build,launch_capable,primvar_launch_capture_energy_build_launch_capable_1f0cc86b43a3,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.6363636363636364,0.0,0.6363636363636364,0.37787080512800253,0.1877989603709344,3.3373116711690924,0.0,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
light_cluster,launch_capture_energy_build,launch_capable,primvar_launch_capture_energy_build_launch_capable_8e8434622399,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,1,0.0,0.0,0.6363636363636364,0.3579331398599167,0.11342230769023033,7.249129186620333,0.15999577243203955,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
light_cluster,launch_capture_energy_build,launch_capable,primvar_launch_capture_energy_build_launch_capable_fc7b1f00e7a8,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,2,0.0,0.0,0.6363636363636364,0.33793296022274305,0.20508717798510953,2.967887937403823,0.43126029271415045,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
light_cluster,launch_capture_energy_build,launch_capable,primvar_launch_capture_energy_build_launch_capable_289d7bdfa9d5,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,3,0.0,0.0,0.6363636363636364,0.33800946801939896,0.20585225595166823,2.908992629972635,0.5292067695021527,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
light_cluster,launch_capture_energy_build,launch_capable,primvar_launch_capture_energy_build_launch_capable_7121711fd795,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_marginal_coverage_medoid,4,0.0,0.0,0.6363636363636364,0.3503930482252335,0.1630213913435525,4.285946918052521,0.5372258383542383,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4
