scenario,primitive,phase,t_s,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r,ideal_delta_a_cmd_rad,wrapped_delta_a_cmd_rad,ideal_delta_e_cmd_rad,wrapped_delta_e_cmd_rad,ideal_delta_r_cmd_rad,wrapped_delta_r_cmd_rad,speed_m_s,alpha_rad,beta_rad,gamma_rad,sink_rate_m_s,wind_cg_x_m_s,wind_cg_y_m_s,wind_cg_z_m_s
nominal_glide_crosswind,nominal_glide,trim,0.0,0.0,0.0,8.0,0.0,-0.048082795413418776,0.0,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,0.0,-0.10060848524273196,-0.10035643198967395,-0.0,0.0,6.301852936324269,0.056511905851146155,0.01586901475289951,-0.1045814835006463,0.6578564029119558,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.02,0.1293432573328882,-2.8138513806311913e-05,7.9868147664799505,-0.00046841153778022434,-0.04776573571342053,9.539981581356256e-05,6.491868018264763,-0.0034848914595037874,0.3509890656500421,-0.0396741898893911,0.028386848414184894,0.009886055036477047,0.0,-0.10053704422296089,0.0,0.0042953070653852675,0.004363323129985824,-0.10304736256152737,-0.10471975511965978,-0.00043235555636827783,0.0,6.303168501801942,0.05724490826847091,0.015315071744026763,-0.10499107229136528,0.6605612823662652,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.04,0.25870887624134487,-0.00010571481638670752,7.973591766512044,-0.0014353749776389389,-0.04700823892471662,0.0004005138791203553,6.492795761025623,-0.008094067978293446,0.35667206331324225,-0.051328911620820636,0.04522127062635761,0.020776649329607415,0.0012367237883858999,-0.10172257596374334,0.0,0.0061376536464293205,0.004363323129985824,-0.10487477470953693,-0.10471975511965978,-0.0008731752925262308,0.0,6.3043741210076565,0.05812746959009442,0.01458918798536694,-0.10510338526999773,0.6613917891149547,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.06,0.3880981924943414,-0.00022683712176162514,7.960374972636973,-0.0024799133123848713,-0.045987881066272995,0.0009218160277907237,6.493556002586406,-0.013961005438239322,0.3617731164520606,-0.049090943100683446,0.05591109555870086,0.03139052980252435,0.002122915268438142,-0.10257208507635135,0.0,0.006645033628737755,0.004363323129985824,-0.10640217908296772,-0.10471975511965978,-0.0012394379165329371,0.0,6.305386388099548,0.05891171887072982,0.013671311563834415,-0.10485552519497456,0.659943736453249,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.08,0.5175113846005447,-0.00038936036472863266,7.947207197623531,-0.003427848040328489,-0.04478375576769274,0.0016443865832571746,6.494122140497846,-0.02103875014266591,0.36610406011526103,-0.0418637610443753,0.06392920517071662,0.04094738951067072,0.0027579279905126136,-0.10318081254233023,0.0,0.006585869732667473,0.004363323129985824,-0.10785345024170628,-0.1090830782496456,-0.0014864893687978114,0.0,6.306169364789972,0.0595680274859628,0.01256877477621812,-0.10429988488525418,0.6565408667482729,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.1,0.6469471918773249,-0.0005922314036546381,7.934125511807064,-0.0042187361905146065,-0.04345209215938963,0.0025432101206523876,6.494450231233292,-0.029153252355798354,0.3694608434646272,-0.03310403282658577,0.0677330640761588,0.04911669019567814,0.0032129551108056893,-0.10485372838838515,0.0,0.006263518616018801,0.004363323129985824,-0.10906797688897545,-0.1090830782496456,-0.001602499754712637,0.0,6.3066696505030775,0.06006551209790183,0.011308517985247285,-0.10346250718647734,0.6513403567386238,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.12,0.7764029016081166,-0.0008342344559142382,7.9211638044292085,-0.004835344945743757,-0.04208731641186757,0.003589389811343078,6.494525050873954,-0.038082542779418194,0.37152580564768783,-0.02407013777395818,0.06777751693849847,0.0557687402967325,0.003539011066859318,-0.10605247930070742,0.0,0.005791755239416448,0.004363323129985824,-0.1100173381143085,-0.1090830782496456,-0.0015898783056063446,0.0,6.306856426558179,0.06035690701353199,0.00992474214054931,-0.10239025349603263,0.6446328859175481,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.14,0.9058746532069811,-0.0011135358146409648,7.908346356858898,-0.005275686796025149,-0.040741169037629275,0.004752536222063782,6.494342070519967,-0.0475911912262622,0.3725470403850168,-0.01518182122843208,0.06600623678418671,0.06087003591207572,0.003772650957179639,-0.1069114607929219,0.0,0.0052111628800608125,0.004363323129985824,-0.11082040516817258,-0.1090830782496456,-0.0014574194836925922,0.0,6.306742297072042,0.06048323631486841,0.008453578395330457,-0.10117514144363451,0.6369974835354022,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.16,1.0353577446906377,-0.0014275766555025885,7.895687007956634,-0.005542723177555032,-0.039440494179452903,0.006002111144355113,6.493899687281762,-0.05744567189978717,0.3728083431244789,-0.006560828342985442,0.06325286995365821,0.06443934074951863,0.003940068841550117,-0.10752697582309409,0.0,0.0045359890585870664,0.004363323129985824,-0.11152449268010543,-0.1090830782496456,-0.0012169624345939791,0.0,6.3063439615325505,0.060490378871252866,0.006930823870587817,-0.09988895472513529,0.6288870691825958,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.18,1.164846994832923,-0.0017731149258253664,7.883191787356993,-0.005640904276217585,-0.03820044272920609,0.007308250396640779,6.493202044561862,-0.06742182702572969,0.3725455664845468,0.0017596993972642944,0.059948618474944246,0.06652876647297674,0.004060034434620114,-0.10796803160345926,0.0,0.0037726630536258797,0.004363323129985824,-0.11215281913829626,-0.11344640137963143,-0.0008819174237988496,0.0,6.30567976387706,0.06041618727024383,0.005390816460651496,-0.09858369290290199,0.6206307643910206,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.2,1.2943369751510678,-0.002146325836420719,7.870862636084028,-0.005575306266701444,-0.037047634185906814,0.008642430208309331,6.492249362284107,-0.07730915978344138,0.37162873530828827,0.009761836389120888,0.053599654123366106,0.0672148396438934,0.004145997434181074,-0.10952079999166443,0.0,0.002926530747778922,0.004363323129985824,-0.1124876080548047,-0.11344640137963143,-0.00046652194505796517,0.0,6.304741146625808,0.0602409855434427,0.003865809652113491,-0.09726531054706158,0.6122661441570555,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.22,1.423822004326159,-0.002542920239510461,7.8587010439886535,-0.005351686097316649,-0.036058056152612095,0.009978090579552415,6.491072491245196,-0.08691387349760651,0.3697179079414437,0.017417285171644627,0.04424212550272685,0.06659380422750927,0.004207595406603099,-0.11063345758671063,0.0,0.0020044517509571914,0.004363323129985824,-0.11247821057183907,-0.11344640137963143,1.4559470281928777e-05,0.0,6.30353762334877,0.0599130744897883,0.002385469358844787,-0.09595717900116817,0.6039418641374997,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.24,1.5532964627187944,-0.0029582048366019265,7.846701696875794,-0.004976831345902187,-0.03527104365802312,0.011290478576365908,6.4897116070672505,-0.0960613395495555,0.3670087388742899,0.024674333801032858,0.03362387593564299,0.06477960271920315,0.004251734282932256,-0.11143074772554774,0.0,0.001016348562028245,0.0,-0.11223499289086146,-0.11344640137963143,0.0005464461944356576,0.0,6.302118927772369,0.05946428804912098,0.0009765238382232533,-0.09472966872505433,0.596105158204385,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.26,1.6827550151766404,-0.0033876264118679333,7.834851218418662,-0.004485095189782371,-0.034703314307592596,0.012555403216210707,6.488207337705462,-0.10466636491007354,0.36373980305583303,0.027550557186638847,0.022490912881732647,0.061657187734911544,0.003046638814878926,-0.1120020569659799,0.0,0.0003845109141837749,0.0,-0.11180387022007048,-0.11344640137963143,0.0011320991890520168,0.0,6.30053667196246,0.05893300314277525,-0.00034841292620368383,-0.09363728568620572,0.5891034002374238,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.28,1.8121928710130688,-0.003827778136535726,7.8231303488964725,-0.003978347744725091,-0.0343609023514786,0.013747462021538719,6.486601942693368,-0.11260041812488604,0.3601023169093402,0.026895148644061433,0.011247451045831277,0.05747425909476627,0.0021831110437892714,-0.11241143647828544,0.0,9.532855690141994e-05,0.0,-0.11121098687308147,-0.11344640137963143,0.0017506942750556403,0.0,6.298840711887943,0.05835088602451912,-0.0015698798200794299,-0.09271747932741853,0.5831762459583033,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.3,1.941605901168664,-0.0042744291414923054,7.811515937510951,-0.0034883405920828688,-0.03424325115129635,0.014849346918461863,6.484938068130251,-0.11973365444341301,0.356249206494887,0.025891888526714747,0.00014315101094115878,0.05259219864552075,0.00156433831481402,-0.11270478301153732,0.0,-0.0001473504382134669,0.0,-0.11047483702614826,-0.1090830782496456,0.0023745063568634795,0.0,6.297078567488074,0.05774222910071112,-0.002667788096715913,-0.0919941397438711,0.5784775843019905,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.32,2.0709908073899803,-0.00472319196157403,7.7999809367105915,-0.003010057667884749,-0.03432744603144853,0.015848896399690185,6.483268620390394,-0.12599435138618198,0.3526125880876831,0.025457598034019407,-0.00786084032424252,0.04720290109369308,0.0011209481854608694,-0.11167826072563077,0.0,-0.00043871943588261663,0.0,-0.10984544847055812,-0.1090830782496456,0.0029886225265003253,0.004363323129985824,6.295323442606265,0.057174248557167996,-0.0036309931951526873,-0.09151179882356693,0.5752926312203487,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.34,2.200345393279064,-0.00517033397911428,7.788493577894368,-0.002530997179882832,-0.034533297564651455,0.016739808021920825,6.4816193456524855,-0.131412915803375,0.3497604712376779,0.025574299766503907,-0.012515505194911748,0.04185745249364455,0.0008032308756928966,-0.11094269203001975,0.0012367237883858999,-0.0007857319507324086,0.0,-0.10939671482581957,-0.1090830782496456,0.0035612982088442323,0.004363323129985824,6.293628245255978,0.05673414031966248,-0.00446433647144383,-0.09127768322634505,0.5736704300843262,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.36,2.329668392055527,-0.0056137713568750365,7.777025999669698,-0.0020419602891961525,-0.03481352084194176,0.01752788472431672,6.480006603828962,-0.1360723856902049,0.3476492217184383,0.026121407334457013,-0.01544594125749549,0.036889753507127795,0.0005755661573252083,-0.11041561014062358,0.002122915268438142,-0.0011827685310083949,0.0,-0.10903122295664253,-0.1090830782496456,0.004076287628093242,0.004363323129985824,6.292003806551245,0.05641330890399232,-0.005180670528573688,-0.09123610054989045,0.5732618112163635,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.38,2.458959344792487,-0.006051540496551558,7.765557115566632,-0.0015354277969191444,-0.035141574559668154,0.018219105340871573,6.478447410393989,-0.1399969558183463,0.3461386288997401,0.026987230747512046,-0.017334502026479678,0.03216493834819186,0.0004124298647911601,-0.11003792234642149,0.0027579279905126136,-0.001623923616907804,0.0,-0.10871265578225199,-0.1090830782496456,0.0045427594483053455,0.004363323129985824,6.290457121244721,0.05618849019935825,-0.005783513996942053,-0.0913373783941765,0.5737553246544472,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.4,2.588218417457405,-0.006481515079013301,7.754071454744338,-0.0010067014752063598,-0.0355003720670534,0.018817400466051296,6.47695557374421,-0.14320520361671152,0.34509100312977925,0.028010977727065234,-0.018519938586141597,0.027606260326081707,0.00029553230537761625,-0.10976728495067893,0.0032129551108056893,-0.002096406740062072,0.0,-0.10842566862443154,-0.1090830782496456,0.004966140614185332,0.004363323129985824,6.288992712718484,0.05603716631931676,-0.006275573992873224,-0.0915420425073445,0.5749035091857442,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.42,2.7174462392823764,-0.0069015079219264,7.742557898642057,-0.0004541992926461895,-0.035877930848016326,0.019325651252359098,6.4755411570769015,-0.1457141923191863,0.34439381764237903,0.02904338927124599,-0.019199838895765386,0.023180677279365448,0.0002117677476291252,-0.10957335599375025,0.003539011066859318,-0.0025863994222722663,0.0,-0.10816271524246485,-0.1090830782496456,0.005349170648887991,0.004363323129985824,6.2876132514915035,0.055941035115758035,-0.006659366755887952,-0.09181995398471045,0.5765174680041818,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.44,2.8466437733210697,-0.00730933778610094,7.731008621073867,0.00012097255363765515,-0.03626544323477995,0.019746425303832745,6.474210912435308,-0.14754274706960446,0.34396038467209633,0.029964731768845045,-0.019503894127652764,0.018886178230030158,0.0001517450989955614,-0.1094343935261568,0.003772650957179639,-0.0030811539644308634,-0.004363323129985824,-0.10791951978503772,-0.1090830782496456,0.005692813421154492,0.004363323129985824,6.286319968960997,0.05588605181991789,-0.006937714994167306,-0.09214842835385322,0.578455051153691,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.46,2.975812225883225,-0.007703330715440619,7.719418264337284,0.0006894554409688034,-0.036656303252958315,0.020080869837168953,6.472969024714528,-0.14878159252988668,0.34372172562030606,0.026778924885296176,-0.019529830236677304,0.014499101769543471,-0.0011279887457414466,-0.109334818054265,0.003940068841550117,-0.00316051129720778,-0.004363323129985824,-0.10769280946759971,-0.1090830782496456,0.006014662353319145,0.004363323129985824,6.285113391763735,0.055861530821054814,-0.007124971179175481,-0.09251053560876946,0.5806102156219687,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.48,3.104952984726067,-0.008083251083026273,7.707783306481168,0.0011544663032882828,-0.03704557902627259,0.02032694814587668,6.471817811057974,-0.14946079217365715,0.34361462363445233,0.020331271315579325,-0.019344406252910073,0.01015496203669472,-0.002044999674609066,-0.10926346587713265,0.004060034434620114,-0.0028412535438597304,-0.004363323129985824,-0.10748072415023237,-0.1090830782496456,0.006307960800788347,0.004363323129985824,6.283992439947566,0.055858881056397997,-0.007226033930585776,-0.09289361770605002,0.5829036123012414,0.2,-0.1,0.0
nominal_glide_crosswind,nominal_glide,trim,0.5,3.234067521359351,-0.00844826160766301,7.696101597452991,0.0014892944267080983,-0.03742945585480833,0.02048860656681026,6.470757313377102,-0.1495940976083667,0.34360011826000364,0.01381063847029394,-0.018998446109727667,0.006106328082913941,-0.0027020964976093714,-0.10921233749094676,0.004145997434181074,-0.002423569945725063,-0.004363323129985824,-0.10728194390034146,-0.1090830782496456,0.006558178129497087,0.004363323129985824,6.282955393395156,0.05587224682333081,-0.007242950535256301,-0.0932883597753711,0.5852768239486316,0.2,-0.1,0.0
