scenario,primitive,phase,t_s,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r,ideal_delta_a_cmd_rad,wrapped_delta_a_cmd_rad,ideal_delta_e_cmd_rad,wrapped_delta_e_cmd_rad,ideal_delta_r_cmd_rad,wrapped_delta_r_cmd_rad,speed_m_s,alpha_rad,beta_rad,gamma_rad,sink_rate_m_s,wind_cg_x_m_s,wind_cg_y_m_s,wind_cg_z_m_s
nominal_glide_zero_wind,nominal_glide,trim,0.0,0.0,0.0,8.0,0.0,-0.048082795413418776,0.0,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,0.0,-0.10060848524273196,-0.10035643198967395,-0.0,0.0,6.5,0.053299466674997555,0.0,-0.10138226208841634,0.6578564029119558,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.02,0.12933247932156616,-1.7876231430196076e-12,7.986842774606187,2.7432607681936723e-10,-0.04808160975027984,-1.3900163699309255e-11,6.490769915639102,2.8341910058807798e-11,0.3463028342955535,4.812516140233241e-08,0.00018183098456795062,-1.6560303608788654e-09,0.0,-0.10053704422296089,0.0,-5.004544394006798e-09,0.0,-0.10062380091398862,-0.10035643198967395,9.805373380192052e-11,0.0,6.500001519292651,0.053302583326629994,4.36029283603799e-12,-0.10138419307690982,0.6578690436556335,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.04,0.258664970423707,-1.2659172455379125e-11,7.9736851418131085,1.7733667501339878e-09,-0.04807457030622064,-1.0407971429096276e-10,6.490769657513292,3.0616327147092296e-10,0.34637337236824217,1.0271277847649937e-07,0.0005455136258916032,-7.863599128009745e-09,0.0,-0.10048585217535744,0.0,-1.1512634572743728e-08,0.0,-0.10065768310797805,-0.10035643198967395,4.5768534606432243e-10,0.0,6.500005019996598,0.05331342203264467,4.7102005387540946e-11,-0.10138799233886531,0.6578939663716236,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.06,0.3879974939057491,-4.336577135277436e-11,7.960527092614346,4.22713530727176e-09,-0.048059390100577616,-3.4961495621285465e-10,6.4907673124473,1.6253940064092141e-09,0.3464851366905517,1.3928315115873033e-07,0.0009814893876157458,-1.6977870307962406e-08,0.0,-0.1004491698079132,0.0,-1.6887309830963267e-08,0.0,-0.10070304271516924,-0.10035643198967395,9.43654133224487e-10,0.0,6.50000863493902,0.05333061131583567,2.5006028417752443e-10,-0.10139000141641327,0.6579073242130642,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.08,0.5173300755426046,-9.626917893226791e-11,7.947369053408133,7.25489397212567e-09,-0.048035152939216126,-7.921008376032238e-10,6.490761562596221,4.4779232469334735e-09,0.34662538496403805,1.5919735836613104e-07,0.0014452907794326431,-2.7327113355525857e-08,0.0,-0.10042288455181761,0.0,-2.0998161617101075e-08,0.0,-0.1007570434066578,-0.10035643198967395,1.4329537504509998e-09,0.0,6.500010370759266,0.05335220441594527,6.889101696018384e-10,-0.1013873573551614,0.6578904017406395,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.1,0.6466627329014101,-1.6780444332942064e-10,7.934211767270683,1.0566918380839976e-08,-0.04800154248485984,-1.4434540571526736e-09,6.490750966354943,9.061401290333744e-09,0.3467833115851308,1.6729402880303296e-07,0.0019160208397454661,-3.769327444439596e-08,0.0,-0.10040404948919356,0.0,-2.412624574689128e-08,0.0,-0.10081831542955169,-0.10035643198967395,1.8433784740226001e-09,0.0,6.500008213258779,0.05337655315031163,1.394059975470525e-09,-0.10137809563517149,0.6578302912390348,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.12,0.7759954645692743,-2.510943663234082e-10,7.921056186394336,1.3966198937711816e-08,-0.04795854395440439,-2.2951905007658567e-09,6.490733965978286,1.536564539604559e-08,0.34695090502080955,1.6746823598245965e-07,0.002382629581197561,-4.725363628620091e-08,0.0,-0.10039055296540997,0.0,-2.6523162854644237e-08,0.0,-0.10088606440715646,-0.10035643198967395,2.1260345632111184e-09,0.0,6.500000180584534,0.053402439571359234,2.363945379869787e-09,-0.10136098352576364,0.6577188205736507,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.14,0.9053282427175349,-3.3774965891547914e-10,7.907903389674158,1.7321138761245696e-08,-0.047906308019404716,-3.3253007315544455e-09,6.490708935955513,2.3245641749027778e-08,0.34712258184292444,1.6236538960556637e-07,0.002838966663924362,-5.5466054117280446e-08,0.0,-0.10038088184522964,0.0,-2.8361336093428624e-08,0.0,-0.10095976966589211,-0.10035643198967395,2.2550848911977113e-09,0.0,6.499984352144091,0.0534290193451324,3.576261186130386e-09,-0.10133532736453717,0.6575513100111139,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.16,1.0346610084577612,-4.1897966257825783e-10,7.894754523542234,2.0543488337342896e-08,-0.04784507714358667,-4.502997769337368e-09,6.490674228381198,3.2472286220962e-08,0.34729462481225354,1.5375488034663469e-07,0.003281725655460289,-6.198441299493941e-08,0.0,-0.10037395187073829,0.0,-2.9755929870803497e-08,0.0,-0.10103907071880565,-0.10035643198967395,2.220334396943984e-09,0.0,6.49995888413114,0.05345573504876445,4.995767942507935e-09,-0.10130081219235122,0.6573255369330275,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.18,1.1639936692739412,-4.862484184316693e-10,7.881610761043538,2.3574302369827228e-08,-0.04777514026991602,-5.79207052524666e-09,6.490628206396307,4.276694180861454e-08,0.3474646883885647,1.4286267199672363e-07,0.003709424568266434,-6.660488734260694e-08,0.0,-0.10036898610197982,0.0,-3.078827885855142e-08,0.0,-0.10112371714014394,-0.10035643198967395,2.0224107063358843e-09,0.0,6.499922016712532,0.05348223992399699,6.579608447401774e-09,-0.10125738019391314,0.6570409506411705,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.2,1.293326097918762,-5.316461306201243e-10,7.868473274449116,2.6375423485704996e-08,-0.04769680283353519,-7.153368458746802e-09,6.490569266145644,5.38257130870487e-08,0.3476314161102529,1.305810436805364e-07,0.004121813251783556,-6.923189054319096e-08,0.0,-0.10036542781191782,0.0,-3.152090080804714e-08,0.0,-0.10121354208191134,-0.10035643198967395,1.6696008587251416e-09,0.0,6.499872075672045,0.05350833891191995,8.281041912887719e-09,-0.10120514174545533,0.6566980974418324,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.22,1.4226581323052265,-5.48081224933892e-10,7.855343217691128,2.8924219909777603e-08,-0.04761036624262508,-8.546725617625193e-09,6.490495849661169,6.533720580076695e-08,0.34779415763616034,1.1758979055941509e-07,0.004519490516422018,-6.985523408862199e-08,0.0,-0.10036287807011927,0.0,-3.200593299278583e-08,0.0,-0.10130844609287203,-0.10035643198967395,1.175661377158951e-09,0.0,6.499807470268232,0.05353394507425659,1.0052175560527893e-08,-0.10114431131688192,0.6562982060492326,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.24,1.551989576048907,-5.293565269537111e-10,7.842221715849436,3.121016729781523e-08,-0.047516113686249604,-9.932495151851585e-09,6.490406451037193,7.699594479270185e-08,0.34795276323884283,1.0442544782627941e-07,0.004903642374578553,-6.853351693989138e-08,0.0,-0.10036105101748276,0.0,-3.22896618910986e-08,0.0,-0.10140838630198873,-0.10035643198967395,5.582025956942681e-10,0.0,6.499726688493198,0.05355904796975055,1.1846028068997384e-08,-0.10107516165600049,0.6558428909271934,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.26,1.681320199411725,-4.701689568234978e-10,7.82910985966974,3.323248417512946e-08,-0.04741430033769168,-1.1272789577478431e-08,6.49029961778886,8.851268756287921e-08,0.3481074357130654,9.15216500067671e-08,0.005275858328141391,-6.538104634509973e-08,0.0,-0.1003597418177283,0.0,-3.241490392326733e-08,0.0,-0.1015133688395275,-0.10035643198967395,-1.6257181367284507e-10,0.0,6.499628290561619,0.053583690891995835,1.3618115314596094e-08,-0.10099799122968794,0.6553339411603287,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.28,1.8106497404688302,-3.660583336465191e-10,7.816008703653661,3.499838635711475e-08,-0.04730514666349512,-1.2532481792787707e-08,6.490173948809181,9.962235920499315e-08,0.3482586240772806,7.92334604236965e-08,0.0056380010692450066,-6.055685931851849e-08,0.0,-0.10035880369259562,0.0,-3.242221649234998e-08,0.0,-0.10162344340451675,-0.10035643198967395,-9.64889484725798e-10,0.0,6.499510901217534,0.05360795455698492,1.5327670146123024e-08,-0.10091310122048053,0.6547731709825266,0.0,0.0,0.0
nominal_glide_zero_wind,nominal_glide,trim,0.3,1.939977906371559,-2.133227407562159e-10,7.8029192666702745,3.652171753215274e-08,-0.047188833939699935,-1.3680000579235433e-08,6.490028089956419,1.1009005848218051e-07,0.3484069474826598,6.785258065052879e-08,0.005992113838453791,-5.425508542718514e-08,0.0,-0.10035813146609879,0.0,-3.235046033755979e-08,0.0,-0.10173869933033167,-0.10035643198967395,-1.8262645152944215e-09,0.0,6.4993732012769945,0.05363194545193581,1.6938565469751768e-08,-0.10082077939163632,0.6541623146346904,0.0,0.0,0.0
