scenario,primitive,phase,t_s,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r,ideal_delta_a_cmd_rad,wrapped_delta_a_cmd_rad,ideal_delta_e_cmd_rad,wrapped_delta_e_cmd_rad,ideal_delta_r_cmd_rad,wrapped_delta_r_cmd_rad,speed_m_s,alpha_rad,beta_rad,gamma_rad,sink_rate_m_s,wind_cg_x_m_s,wind_cg_y_m_s,wind_cg_z_m_s
bank_reversal_mild_updraft_proxy,bank_reversal,phi_ref_deg=0.0,0.0,0.0,0.0,8.0,0.0,-0.048082795413418776,0.0,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,0.0,-0.10060848524273196,-0.10035643198967395,-0.0,0.0,6.512900761902581,0.07119705949778982,0.0,-0.11927985491120857,0.6578564029119558,0.0,-0.0,0.11716061705823463
bank_reversal_mild_updraft_proxy,bank_reversal,phi_ref_deg=0.3,0.02,0.12939009263650608,-1.0259989310355153e-06,7.987313405395541,-7.381455114279561e-05,-0.0458624108975185,-9.333771041035505e-06,6.493207090535347,-5.962698311456236e-05,0.31713889984457094,-0.0067965983980141555,0.17550086666660503,-0.0008537702021673561,0.0,-0.10053704422296089,0.0,0.009074642140768974,0.008726646259971648,-0.12078514253275506,-0.12217304763960307,7.242903657659553e-05,0.0,6.514527537107455,0.0686788955880029,9.659135863090558e-05,-0.11454129859152457,0.6144951809406526,-5.559918848499642e-09,-0.0006984640333857839,0.1300567167544202
bank_reversal_mild_updraft_proxy,bank_reversal,phi_ref_deg=0.6,0.04,0.2588639175615036,-2.9529761073175257e-06,7.9754031113936,-0.0001996474523378332,-0.041712447291664276,-2.9605534239109127e-05,6.493693991140717,8.303121746321207e-05,0.3067694813135587,-0.002764210544097331,0.21843266568075148,-0.0008962346938452677,0.0024734475767717997,-0.10666947111728695,0.0,0.016283296116273955,0.017453292519943295,-0.1300587286461494,-0.1308996938995747,6.595128811063792e-05,0.0,6.514778082017914,0.06849726793107959,0.00023551081547720998,-0.11020966351772543,0.5772919456150104,-1.7133039742912704e-08,-0.0014790456163452789,0.1392469626868269
bank_reversal_mild_updraft_proxy,bank_reversal,phi_ref_deg=0.8,0.06,0.3883916371746772,-1.399615998566525e-06,7.964228173563087,-8.783487727287653e-05,-0.03747135782831164,-4.089048026827736e-05,6.492967151223217,0.0005090162054156852,0.2974585816802671,0.017435640121396215,0.19492511339396087,6.306285890473825e-05,0.006719278113648083,-0.11353719372687571,0.0,0.020201574023679142,0.02181661564992912,-0.13284363170222982,-0.1308996938995747,-4.02858198774954e-05,0.0,6.513333220582236,0.06781426261260903,0.00042200144412544456,-0.10528557352188232,0.5404930921531591,-8.397735994322385e-09,-0.002252259152518315,0.14400068595261128
bank_reversal_mild_updraft_proxy,bank_reversal,phi_ref_deg=1.1,0.08,0.5179452945820997,9.447545637939368e-06,7.953775034553206,0.0005546646596929303,-0.03412426796550283,-2.5037972205812076e-05,6.491327986084473,0.0011944223396647467,0.28416031868948394,0.048749680186444086,0.1338190731592766,0.0015655254440446317,0.010998410306287409,-0.11845835504125696,0.0,0.021270198700123182,0.02181661564992912,-0.1308388362409528,-0.1308996938995747,-0.00020796406024168817,0.0,6.510329914489796,0.06579892613966051,0.0006454470791455833,-0.09992352265434662,0.5054643333769473,5.6680840653499854e-08,-0.0029278322817965765,0.1439887382231064
bank_reversal_mild_updraft_proxy,bank_reversal,phi_ref_deg=1.4,0.1,0.6474965587954546,3.506165689654628e-05,7.9439779566037405,0.0018540270165947233,-0.03226578464349816,2.2635440537767028e-05,6.489009705275775,0.0020797072509208536,0.26618803829713783,0.08111416627408974,0.04796473542392597,0.0029791883379385008,0.014064681471074746,-0.12198468102424723,0.0,0.021098762580602053,0.02181661564992912,-0.12460667403863776,-0.1265363707695889,-0.0003824374568463789,0.0,6.506150518547447,0.062354336919716105,0.0008868029884127331,-0.09462162740522252,0.47538954780084774,2.035252867885732e-07,-0.00343181283224329,0.13931477621632016
bank_reversal_mild_updraft_proxy,bank_reversal,phi_ref_deg=1.7,0.12,0.7770188575487751,8.049613143959125e-05,7.934704400772344,0.003758165403151114,-0.03229373736553681,9.338802351261148e-05,6.4862693930000965,0.0031750663176247935,0.24433330603524056,0.10868816248562957,-0.052391997500526144,0.004100075838332313,0.01626186034584263,-0.12327479473293203,0.0,0.02082197299133261,0.02181661564992912,-0.11468133627083847,-0.11344640137963143,-0.0005481275293692583,0.0,6.501295638049727,0.05767234925220383,0.001135775208023462,-0.08996990346206406,0.4536455869019708,4.376526298817391e-07,-0.0037188355005691783,0.13048655811240886
bank_reversal_mild_updraft_proxy,bank_reversal,phi_ref_deg=1.9,0.14,0.9064900750890927,0.0001515981452213706,7.925752907770508,0.0061556985849947465,-0.03434707829101326,0.00017471141119050355,6.4834162344225685,0.0045351339163780605,0.221156696228716,0.1304420277190128,-0.1504497197212367,0.005073878326207376,0.017836279158883604,-0.12048907213125064,0.0,0.020803375305671775,0.02181661564992912,-0.10255882676985544,-0.10471975511965978,-0.0007205011513738695,0.0,6.496357975508105,0.05226809182785683,0.0013915709629015948,-0.08662268627189407,0.443692592935177,7.474793336860259e-07,-0.0037770718141087348,0.11833590759111873
bank_reversal_mild_updraft_proxy,bank_reversal,phi_ref_deg=2.2,0.16,1.035894442803698,0.0002548673856864798,7.916861358486653,0.008935064653789671,-0.0382219769901297,0.0002568492405369937,6.480757329802343,0.006206761433900608,0.20027836326708034,0.1470346316863976,-0.23296943908531578,0.006111862588301772,0.01896445066431883,-0.11601947662024932,0.0,0.021102872028768583,0.02181661564992912,-0.08979035474006611,-0.0916297857297023,-0.0009197179568446931,0.0,6.491861458634793,0.046855669584358516,0.0016574808177918824,-0.08509050674499546,0.44782656213075595,1.1033938146685098e-06,-0.0036258255645971313,0.10390286650017438
bank_reversal_mild_updraft_proxy,bank_reversal,phi_ref_deg=2.5,0.18,1.1652227177466947,0.000396847111322608,7.907741223671471,0.012003020722675487,-0.043514064332735254,0.00033567190114818716,6.478618572485848,0.00822060067267359,0.18476494199184512,0.15947537272569023,-0.2899575096696071,0.00736580918101591,0.0197728575095201,-0.10910655497380313,0.0,0.02168796007877655,0.02181661564992912,-0.07784489463601148,-0.07853981633974483,-0.0011600291352014437,0.0,6.488215106163621,0.04207944386169763,0.0019399658791280357,-0.08561365650021893,0.466497393641977,1.4601342591689465e-06,-0.0033076580301080244,0.08830409116694876
