t_s,phase,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r,delta_a_cmd_rad,delta_e_cmd_rad,delta_r_cmd_rad
0.0,entry,1.45,2.4,2.7,0.0,-0.048082795413418776,0.0,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,-0.10060848524273196,0.0
0.12291666666666667,pitch_brake,1.45,2.4,2.7,0.0,-0.048082795413418776,-0.045814892864851145,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,-0.10060848524273196,0.0
0.24583333333333335,pitch_brake,1.45,2.4,2.7,0.0,-0.048082795413418776,-0.09162978572970229,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,-0.10060848524273196,0.0
0.36875,yaw_roll_redirect,1.45,2.4,2.7,0.0,-0.048082795413418776,-0.13744467859455345,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,-0.10060848524273196,0.0
0.4916666666666667,yaw_roll_redirect,1.45,2.4,2.7,0.0,-0.048082795413418776,-0.18325957145940458,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,-0.10060848524273196,0.0
0.6145833333333334,yaw_roll_redirect,1.45,2.4,2.7,0.0,-0.048082795413418776,-0.22907446432425574,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,-0.10060848524273196,0.0
0.7375,yaw_roll_redirect,1.45,2.4,2.7,0.0,-0.048082795413418776,-0.2748893571891069,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,-0.10060848524273196,0.0
0.8604166666666667,heading_capture,1.45,2.4,2.7,0.0,-0.048082795413418776,-0.32070425005395803,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,-0.10060848524273196,0.0
0.9833333333333334,heading_capture,1.45,2.4,2.7,0.0,-0.048082795413418776,-0.36651914291880916,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,-0.10060848524273196,0.0
1.1062500000000002,unload,1.45,2.4,2.7,0.0,-0.048082795413418776,-0.4123340357836604,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,-0.10060848524273196,0.0
1.2291666666666667,recovery,1.45,2.4,2.7,0.0,-0.048082795413418776,-0.4581489286485115,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,-0.10060848524273196,0.0
1.3520833333333333,recovery,1.45,2.4,2.7,0.0,-0.048082795413418776,-0.5039638215133626,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,-0.10060848524273196,0.0
1.475,exit_check,1.45,2.4,2.7,0.0,-0.048082795413418776,-0.5497787143782138,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,-0.10060848524273196,0.0
