session_label,case_id,case_name,throw_id,command_axis,command_value,pulse_start_s,pulse_duration_s,termination_reason,launch_speed_m_s,duration_s,x0_m,y0_m,z0_m,x_end_m,y_end_m,z_end_m,dx_m,dy_m,dz_m,altitude_loss_m,horizontal_distance_m,glide_ratio_x_over_altloss,glide_ratio_horizontal_over_altloss,sink_rate_m_s,mean_speed_m_s,mean_forward_speed_m_s,max_abs_phi_deg,max_abs_theta_deg,max_abs_psi_deg,max_abs_p_rad_s,max_abs_q_rad_s,max_abs_r_rad_s,mean_rate_confidence,min_rate_confidence,spike_downweighted_fraction,body_rate_limited_fraction,sample_count
20260602_225953,C0_neutral,Dry-air open-loop neutral glide characterisation,throw_001,neutral,0,0,0,exit_gate_floor,6.824543586,1.6790482,1.40596562,2.201857593,1.610490045,5.927079753,3.435220393,0.385102216,4.521114132,1.2333628,-1.225387829,1.225387829,4.686326577,3.689537324,3.824361942,0.72981099,3.495517284,2.477463834,55.24541884,43.88044055,20.95807607,3.806408522,1.990541975,1.492167915,0.9328244275,0.5,0.03816793893,0.01526717557,262
20260602_225953,C0_neutral,Dry-air open-loop neutral glide characterisation,throw_002,neutral,0,0,0,exit_gate_front_wall,5.808367155,1.4039163,1.258443945,2.115609882,1.619402072,6.610438375,2.894930679,0.739510033,5.35199443,0.7793207976,-0.8798920387,0.8798920387,5.408436491,6.08255808,6.146704656,0.6267410947,4.087447791,3.630347035,20.67196145,26.61583638,12.61622253,1.760079065,1.684096042,1.215310266,0.9460526316,0.5,0.008771929825,0,228
20260602_225953,C0_neutral,Dry-air open-loop neutral glide characterisation,throw_003,neutral,0,0,0,exit_gate_front_wall,6.239680377,1.5527587,1.315749792,2.161881813,1.62434138,6.601986653,4.172701406,0.5038975579,5.286236861,2.010819592,-1.120443822,1.120443822,5.655766578,4.717984745,5.0477913,0.7215827044,4.01159752,2.64738492,25.47053773,32.58513919,42.28702233,1.653086879,2.301034337,1.747838942,0.9429133858,0.5,0.0157480315,0,254
20260602_225953,C0_neutral,Dry-air open-loop neutral glide characterisation,throw_004,neutral,0,0,0,exit_gate_floor,6.009077436,1.6164924,1.289424354,2.180532599,1.604553654,6.214737658,3.192346876,0.3964261434,4.925313304,1.011814278,-1.208127511,1.208127511,5.028168581,4.076815783,4.161951893,0.7473759301,3.563203291,2.759029552,10.25243886,32.03781992,29.00517922,1.700130607,1.714995975,0.5994688825,0.9398876404,0.5,0.02247191011,0,267
20260602_225953,C0_neutral,Dry-air open-loop neutral glide characterisation,throw_005,neutral,0,0,0,exit_gate_floor,6.27519553,1.6165648,1.267957436,2.110185901,1.552269281,6.406231333,4.163512092,0.3891906427,5.138273897,2.053326191,-1.163078638,1.163078638,5.533354054,4.417821571,4.75750639,0.7194754199,3.810974663,2.428220858,27.26914374,34.17188985,40.06072816,2.666236057,2.13135019,1.639915228,0.9448669202,0.5,0.01140684411,0.003802281369,263
