surface_index,surface_name,command_level_norm,scenario_count,median_deflection_deg,mean_deflection_deg,between_scenario_std_deg,min_deflection_deg,max_deflection_deg,median_within_hold_std_deg,step_from_previous_norm,step_from_previous_deg,abs_step_from_previous_deg
1,Aileron_L,-1,5,-26.586067286433,-26.2181511788791,2.78047298974716,-29.4260543577808,-22.8308937265271,1.27850256685393,NaN,NaN,NaN
1,Aileron_L,-0.8,4,-22.537970370485,-22.7615511498439,1.67331686606181,-24.9190246266298,-21.0512392317757,0.553483629571619,0.2,4.04809691594801,4.04809691594801
1,Aileron_L,-0.75,1,-19.4010789945376,-19.4010789945376,0,-19.4010789945376,-19.4010789945376,2.74871433766233,0.05,3.13689137594745,3.13689137594745
1,Aileron_L,-0.6,4,-19.775971742604,-19.7470739622765,0.71227493444499,-20.5601543964085,-18.8761979674895,1.10480330603296,0.15,-0.374892748066422,0.374892748066422
1,Aileron_L,-0.5,1,-15.7570615893609,-15.7570615893609,0,-15.7570615893609,-15.7570615893609,0.278365683014382,0.1,4.01891015324307,4.01891015324307
1,Aileron_L,-0.45,1,-16.2699659172927,-16.2699659172927,0,-16.2699659172927,-16.2699659172927,3.32957194023727,0.05,-0.512904327931752,0.512904327931752
1,Aileron_L,-0.4,3,-11.3923744204821,-12.2265279844126,1.69255759536515,-14.1742556369113,-11.1129538958445,0.666007453819143,0.05,4.87759149681061,4.87759149681061
1,Aileron_L,-0.3,1,-10.9900591649379,-10.9900591649379,0,-10.9900591649379,-10.9900591649379,1.35231579344582,0.1,0.402315255544204,0.402315255544204
1,Aileron_L,-0.25,1,-9.27579098980057,-9.27579098980057,0,-9.27579098980057,-9.27579098980057,1.53486321158693,0.05,1.7142681751373,1.7142681751373
1,Aileron_L,-0.2,4,-8.73884233358634,-8.98465040196681,3.11958758578668,-12.4671780715978,-5.99373886909675,1.3834308451668,0.05,0.536948656214225,0.536948656214225
1,Aileron_L,-0.15,1,-5.55265069827682,-5.55265069827682,0,-5.55265069827682,-5.55265069827682,3.00950724183351,0.05,3.18619163530952,3.18619163530952
1,Aileron_L,-0.1,1,-4.80760580310523,-4.80760580310523,0,-4.80760580310523,-4.80760580310523,2.68778619823352,0.05,0.745044895171594,0.745044895171594
1,Aileron_L,-0.05,1,-4.948515778055,-4.948515778055,0,-4.948515778055,-4.948515778055,3.78230948007696,0.05,-0.140909974949769,0.140909974949769
1,Aileron_L,0,5,-1.11022302462516e-16,-1.22124532708767e-16,9.93013661298909e-17,-2.22044604925031e-16,0,1.47509516320884,0.05,4.948515778055,4.948515778055
1,Aileron_L,0.05,1,0.170248080464462,0.170248080464462,0,0.170248080464462,0.170248080464462,2.67099540288415,0.05,0.170248080464462,0.170248080464462
1,Aileron_L,0.1,1,2.83279879199593,2.83279879199593,0,2.83279879199593,2.83279879199593,1.91635581302881,0.05,2.66255071153147,2.66255071153147
1,Aileron_L,0.15,1,2.88883250291081,2.88883250291081,0,2.88883250291081,2.88883250291081,1.05508393399093,0.05,0.0560337109148823,0.0560337109148823
1,Aileron_L,0.2,4,4.88214827025279,4.94336846879435,0.490587020651165,4.41520365078203,5.59397368388978,0.848616832999018,0.05,1.99331576734198,1.99331576734198
1,Aileron_L,0.25,1,6.34141746469325,6.34141746469325,0,6.34141746469325,6.34141746469325,1.21606232048706,0.05,1.45926919444046,1.45926919444046
1,Aileron_L,0.3,1,7.95455671072877,7.95455671072877,0,7.95455671072877,7.95455671072877,1.08126130823951,0.05,1.61313924603552,1.61313924603552
1,Aileron_L,0.4,3,9.6232164436786,9.72199672637045,0.855958890474226,8.91971353597741,10.6230601994553,1.34735249759582,0.1,1.66865973294984,1.66865973294984
1,Aileron_L,0.45,1,11.2695147966492,11.2695147966492,0,11.2695147966492,11.2695147966492,0.810314279480963,0.05,1.64629835297055,1.64629835297055
1,Aileron_L,0.5,1,12.6960469557212,12.6960469557212,0,12.6960469557212,12.6960469557212,1.3219038593103,0.05,1.42653215907207,1.42653215907207
1,Aileron_L,0.6,4,15.2691741872005,15.2651813823657,1.57107757397695,13.6789517274117,16.8434254276499,1.0371742376564,0.1,2.57312723147931,2.57312723147931
1,Aileron_L,0.75,1,19.2605990465676,19.2605990465676,0,19.2605990465676,19.2605990465676,0.736156363103161,0.15,3.9914248593671,3.9914248593671
1,Aileron_L,0.8,4,19.5367180781771,19.8140093952835,1.0689725025876,18.9388198717933,21.2437815529863,1.09526545125869,0.05,0.276119031609451,0.276119031609451
1,Aileron_L,1,5,22.0443945459414,22.7104479226884,1.70362335812036,20.6913400111144,24.5184836722412,0.414630125903443,0.2,2.50767646776437,2.50767646776437
2,Aileron_R,-1,5,31.7143317742899,32.0950236054688,2.58137863341932,28.6371661526874,35.117721483668,0.108932244884661,NaN,NaN,NaN
2,Aileron_R,-0.8,4,27.9815973050047,28.8655741004049,2.48751548883714,27.0777302547482,32.4213715368623,2.51704197317027,0.2,-3.73273446928522,3.73273446928522
2,Aileron_R,-0.75,1,24.2160147333106,24.2160147333106,0,24.2160147333106,24.2160147333106,2.71449542468504,0.05,-3.76558257169405,3.76558257169405
2,Aileron_R,-0.6,4,18.5261218574897,18.3837508388199,3.03959200317183,14.6585361167198,21.8242235235802,2.17970060586339,0.15,-5.68989287582092,5.68989287582092
2,Aileron_R,-0.5,1,14.8369798849162,14.8369798849162,0,14.8369798849162,14.8369798849162,3.71900198705086,0.1,-3.68914197257347,3.68914197257347
2,Aileron_R,-0.45,1,11.8114485406385,11.8114485406385,0,11.8114485406385,11.8114485406385,1.9742846369026,0.05,-3.02553134427777,3.02553134427777
2,Aileron_R,-0.4,3,12.9464007490764,13.5179419444568,1.51982771554723,12.3667428899159,15.240682194378,0.463749038327387,0.05,1.13495220843796,1.13495220843796
2,Aileron_R,-0.3,1,6.97182780670666,6.97182780670666,0,6.97182780670666,6.97182780670666,1.95486513853755,0.1,-5.97457294236978,5.97457294236978
2,Aileron_R,-0.25,1,8.42891328940228,8.42891328940228,0,8.42891328940228,8.42891328940228,0.483873076550532,0.05,1.45708548269563,1.45708548269563
2,Aileron_R,-0.2,4,4.81522132428942,5.07448974558467,1.4451000737742,3.65114701908327,7.01636931467658,1.24160651724069,0.05,-3.61369196511287,3.61369196511287
2,Aileron_R,-0.15,1,3.00651027763495,3.00651027763495,0,3.00651027763495,3.00651027763495,2.09078330738187,0.05,-1.80871104665447,1.80871104665447
2,Aileron_R,-0.1,1,2.30683383274786,2.30683383274786,0,2.30683383274786,2.30683383274786,2.69656289988391,0.05,-0.699676444887095,0.699676444887095
2,Aileron_R,-0.05,1,-0.0841203992353808,-0.0841203992353808,0,-0.0841203992353808,-0.0841203992353808,1.06433277727284,0.05,-2.39095423198324,2.39095423198324
2,Aileron_R,0,5,0,-2.4980018054066e-17,4.84730289145668e-17,-1.11022302462516e-16,0,1.60851024856522,0.05,0.0841203992353808,0.0841203992353808
2,Aileron_R,0.05,1,-0.232435926751819,-0.232435926751819,0,-0.232435926751819,-0.232435926751819,4.6824018897179,0.05,-0.232435926751819,0.232435926751819
2,Aileron_R,0.1,1,-0.93011184357694,-0.93011184357694,0,-0.93011184357694,-0.93011184357694,3.32552158361007,0.05,-0.697675916825121,0.697675916825121
2,Aileron_R,0.15,1,-8.99861858864862,-8.99861858864862,0,-8.99861858864862,-8.99861858864862,4.60243691870258,0.05,-8.06850674507168,8.06850674507168
2,Aileron_R,0.2,4,-3.91798650565099,-4.06955258973498,2.67055784121873,-7.43015182268825,-1.0120855249497,1.30983535756983,0.05,5.08063208299763,5.08063208299763
2,Aileron_R,0.25,1,-3.99187807081335,-3.99187807081335,0,-3.99187807081335,-3.99187807081335,0.786063760198978,0.05,-0.0738915651623557,0.0738915651623557
2,Aileron_R,0.3,1,-8.86429092918274,-8.86429092918274,0,-8.86429092918274,-8.86429092918274,3.58598957292977,0.05,-4.87241285836939,4.87241285836939
2,Aileron_R,0.4,3,-11.0888400471849,-10.0465759262751,2.70147742698975,-12.0716654616821,-6.97922226995838,4.29339504572616,0.1,-2.22454911800212,2.22454911800212
2,Aileron_R,0.45,1,-10.7252254859854,-10.7252254859854,0,-10.7252254859854,-10.7252254859854,3.92140487377482,0.05,0.363614561199446,0.363614561199446
2,Aileron_R,0.5,1,-10.2403011760979,-10.2403011760979,0,-10.2403011760979,-10.2403011760979,0,0.05,0.48492430988755,0.48492430988755
2,Aileron_R,0.6,2,-18.1894980368801,-18.1894980368801,7.46567037987154,-23.4685241885908,-12.9104718851694,0,0.1,-7.94919686078224,7.94919686078224
2,Aileron_R,0.75,1,-19.2678011824856,-19.2678011824856,0,-19.2678011824856,-19.2678011824856,0,0.15,-1.07830314560549,1.07830314560549
2,Aileron_R,0.8,2,-10.9193974005898,-10.9193974005898,7.08733206809577,-15.9308979664612,-5.90789683471842,0.582071082087929,0.05,8.34840378189578,8.34840378189578
2,Aileron_R,1,3,-19.4937646235874,-17.857278348518,4.06207674640198,-20.8458582955635,-13.2322121264033,1.40050424792205,0.2,-8.57436722299759,8.57436722299759
3,Rudder,-1,5,-0.0323988801787847,-0.0651996274135521,0.0909844845343473,-0.216332347071432,0.019685881635846,0.0284159321940216,NaN,NaN,NaN
3,Rudder,-0.8,4,-0.0703365173838336,-0.0899100819941569,0.102481054473522,-0.218929893451098,-3.73997578621294e-05,0.0495607359074669,0.2,-0.0379376372050488,0.0379376372050488
3,Rudder,-0.75,1,-0.0351341352729978,-0.0351341352729978,0,-0.0351341352729978,-0.0351341352729978,0.11142913190115,0.05,0.0352023821108358,0.0352023821108358
3,Rudder,-0.6,4,-0.0515209825976425,-0.0465231835155544,0.0412953863744842,-0.0823722582392191,-0.00067851062771373,0.116629945796271,0.15,-0.0163868473246447,0.0163868473246447
3,Rudder,-0.5,1,-0.00520673138774046,-0.00520673138774046,0,-0.00520673138774046,-0.00520673138774046,0.186398360955057,0.1,0.046314251209902,0.046314251209902
3,Rudder,-0.45,1,0.154000429355257,0.154000429355257,0,0.154000429355257,0.154000429355257,0.110403350398357,0.05,0.159207160742998,0.159207160742998
3,Rudder,-0.4,3,-0.045470455195539,-0.0921840246423292,0.112663531462967,-0.22069047956902,-0.0103911391624281,0.0919651606788069,0.05,-0.199470884550796,0.199470884550796
3,Rudder,-0.3,1,0.246574344681278,0.246574344681278,0,0.246574344681278,0.246574344681278,0.162093657454531,0.1,0.292044799876817,0.292044799876817
3,Rudder,-0.25,1,-0.0249059231309507,-0.0249059231309507,0,-0.0249059231309507,-0.0249059231309507,0.0866361872624898,0.05,-0.271480267812229,0.271480267812229
3,Rudder,-0.2,4,-0.0359652124280385,-0.0233445818505981,0.0523378712118551,-0.0667834525309145,0.0453355499845993,0.0954464588024005,0.05,-0.0110592892970878,0.0110592892970878
3,Rudder,-0.15,1,0.073461649964476,0.073461649964476,0,0.073461649964476,0.073461649964476,0.207250687814555,0.05,0.109426862392515,0.109426862392515
3,Rudder,-0.1,1,0.151665245077256,0.151665245077256,0,0.151665245077256,0.151665245077256,0.172568268427656,0.05,0.07820359511278,0.07820359511278
3,Rudder,-0.05,1,0.00452360197322518,0.00452360197322518,0,0.00452360197322518,0.00452360197322518,0.0792978191436206,0.05,-0.147141643104031,0.147141643104031
3,Rudder,0,5,1.73472347597681e-18,6.59194920871187e-18,1.19179416594712e-17,0,2.77555756156289e-17,0.0701693353356351,0.05,-0.00452360197322518,0.00452360197322518
3,Rudder,0.05,1,0.0876277203182339,0.0876277203182339,0,0.0876277203182339,0.0876277203182339,0.1161891172966,0.05,0.0876277203182339,0.0876277203182339
3,Rudder,0.1,1,0.136612013899849,0.136612013899849,0,0.136612013899849,0.136612013899849,0.0973614549938727,0.05,0.048984293581615,0.048984293581615
3,Rudder,0.15,1,0.0879367711453302,0.0879367711453302,0,0.0879367711453302,0.0879367711453302,0.150912845046085,0.05,-0.0486752427545187,0.0486752427545187
3,Rudder,0.2,4,0.00221689555859331,0.0121917690032403,0.0489190592773235,-0.0352161832549791,0.0795494681507536,0.0860620845495161,0.05,-0.0857198755867369,0.0857198755867369
3,Rudder,0.25,1,-0.0931574109039282,-0.0931574109039282,0,-0.0931574109039282,-0.0931574109039282,0.0922754271415491,0.05,-0.0953743064625216,0.0953743064625216
3,Rudder,0.3,1,0.153399843409626,0.153399843409626,0,0.153399843409626,0.153399843409626,0.114893031253632,0.05,0.246557254313555,0.246557254313555
3,Rudder,0.4,3,-0.00219145327037599,-0.00295484984590194,0.0355034238464775,-0.0388338159732323,0.0321607197059024,0.0640758797556217,0.1,-0.155591296680002,0.155591296680002
3,Rudder,0.45,1,0.356029081579307,0.356029081579307,0,0.356029081579307,0.356029081579307,0.120347867529263,0.05,0.358220534849683,0.358220534849683
3,Rudder,0.5,1,-0.0690233719916772,-0.0690233719916772,0,-0.0690233719916772,-0.0690233719916772,0.0293913527516555,0.05,-0.425052453570985,0.425052453570985
3,Rudder,0.6,4,-0.0196271192082514,0.0284079933594623,0.138241472100778,-0.0774328946934413,0.230319106547793,0.0482529985373146,0.1,0.0493962527834257,0.0493962527834257
3,Rudder,0.75,1,-0.0868726786809991,-0.0868726786809991,0,-0.0868726786809991,-0.0868726786809991,0.0660427984123683,0.15,-0.0672455594727476,0.0672455594727476
