scenario_index,scenario_name,scenario_description,hold_seconds,command_dt_seconds,ramp_levels,surface_index,surface_name,positive_full_valid,negative_full_valid,min_deflection_deg,max_deflection_deg,positive_range_deg,negative_range_deg,lookup_rmse_deg,linear_fit_rmse_deg,return_hysteresis_deg,repeatability_std_deg,run_data_mat,calibration_mat
1,fast_coarse,Short holds with coarse steps to expose settling limits.,1.25,0.015,[0 0.25 0.5 0.75 1],1,Aileron_L,1,1,-27.4901051212198,22.5982755372432,22.5982755372432,27.4901051212198,1.32424670644161,4.80939402189653,1.57608415324582,1.27850256685393,C_Overall_Latency\data\raw\20260509_211706_deflection_fast_coarse\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_fast_coarse_deflection\surface_calibration.mat
1,fast_coarse,Short holds with coarse steps to expose settling limits.,1.25,0.015,[0 0.25 0.5 0.75 1],2,Aileron_R,1,1,-19.5248062935598,34.2037570518293,34.2037570518293,19.5248062935598,1.63916693723471,16.1450562616743,0.594420588474507,0.483873076550532,C_Overall_Latency\data\raw\20260509_211706_deflection_fast_coarse\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_fast_coarse_deflection\surface_calibration.mat
1,fast_coarse,Short holds with coarse steps to expose settling limits.,1.25,0.015,[0 0.25 0.5 0.75 1],3,Rudder,1,1,-0.203137947391982,0.204615347703108,0.204615347703108,0.203137947391982,0.0833575486235025,0.096836218117849,0.0965626917064278,0.0701693353356351,C_Overall_Latency\data\raw\20260509_211706_deflection_fast_coarse\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_fast_coarse_deflection\surface_calibration.mat
1,fast_coarse,Short holds with coarse steps to expose settling limits.,1.25,0.015,[0 0.25 0.5 0.75 1],4,Elevator,1,1,-2.59170937133392,2.83928692888333,2.83928692888333,2.59170937133392,0.547545496064263,1.20171640400335,0.583183953059291,0.552845750745557,C_Overall_Latency\data\raw\20260509_211706_deflection_fast_coarse\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_fast_coarse_deflection\surface_calibration.mat
2,medium_nominal,Moderate holds with nominal levels.,1.5,0.02,[0 0.2 0.4 0.6 0.8 1],1,Aileron_L,1,1,-29.9618249076305,22.337582319652,22.337582319652,29.9618249076305,0.911602500875229,5.53269953325948,1.40798502095206,0.942804667356312,C_Overall_Latency\data\raw\20260509_211706_deflection_medium_nominal\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_medium_nominal_deflection\surface_calibration.mat
2,medium_nominal,Moderate holds with nominal levels.,1.5,0.02,[0 0.2 0.4 0.6 0.8 1],2,Aileron_R,1,1,-18.2233253377099,35.1722266949519,35.1722266949519,18.2233253377099,2.57480452638412,17.7956314375756,2.51053825371359,1.59883637289317,C_Overall_Latency\data\raw\20260509_211706_deflection_medium_nominal\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_medium_nominal_deflection\surface_calibration.mat
2,medium_nominal,Moderate holds with nominal levels.,1.5,0.02,[0 0.2 0.4 0.6 0.8 1],3,Rudder,1,1,-0.120812111992041,0.068655607114737,0.068655607114737,0.120812111992041,0.0386885268253918,0.0496996071590341,0.0564987332379302,0.0426351900317636,C_Overall_Latency\data\raw\20260509_211706_deflection_medium_nominal\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_medium_nominal_deflection\surface_calibration.mat
2,medium_nominal,Moderate holds with nominal levels.,1.5,0.02,[0 0.2 0.4 0.6 0.8 1],4,Elevator,1,1,-1.69479259389211,4.16262513151696,4.16262513151696,1.69479259389211,0.934581223235529,2.1072265390208,0.855109143073973,0.588490371441452,C_Overall_Latency\data\raw\20260509_211706_deflection_medium_nominal\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_medium_nominal_deflection\surface_calibration.mat
3,baseline_nominal,Current baseline calibration.,2,0.025,[0 0.2 0.4 0.6 0.8 1],1,Aileron_L,1,1,-29.4260543577808,22.0207226557822,22.0207226557822,29.4260543577808,0.75430331592589,5.6672236828053,0.856732714916915,0.654004489391597,C_Overall_Latency\data\raw\20260509_211706_deflection_baseline_nominal\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_baseline_nominal_deflection\surface_calibration.mat
3,baseline_nominal,Current baseline calibration.,2,0.025,[0 0.2 0.4 0.6 0.8 1],2,Aileron_R,1,1,-23.4685241885908,31.7281271276346,31.7281271276346,23.4685241885908,1.80695227081763,16.1579678312112,2.6375748604368,1.26659872060741,C_Overall_Latency\data\raw\20260509_211706_deflection_baseline_nominal\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_baseline_nominal_deflection\surface_calibration.mat
3,baseline_nominal,Current baseline calibration.,2,0.025,[0 0.2 0.4 0.6 0.8 1],3,Rudder,1,1,-0.540577070038164,0.194348468502134,0.194348468502134,0.540577070038164,0.117612414485691,0.138933180083266,0.103917960282839,0.100455899970332,C_Overall_Latency\data\raw\20260509_211706_deflection_baseline_nominal\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_baseline_nominal_deflection\surface_calibration.mat
3,baseline_nominal,Current baseline calibration.,2,0.025,[0 0.2 0.4 0.6 0.8 1],4,Elevator,1,1,-3.96422163039218,3.93675677972477,3.93675677972477,3.96422163039218,1.42120853597198,1.76136520736205,1.49987076072444,1.09971358107929,C_Overall_Latency\data\raw\20260509_211706_deflection_baseline_nominal\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_baseline_nominal_deflection\surface_calibration.mat
4,slow_nominal,Longer holds to reduce settling sensitivity.,2.5,0.03,[0 0.2 0.4 0.6 0.8 1],1,Aileron_L,1,1,-24.1954131053088,24.5996531791405,24.5996531791405,24.1954131053088,1.74236408379991,5.76321082499058,1.24319879589982,0.951026227091809,C_Overall_Latency\data\raw\20260509_211706_deflection_slow_nominal\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_slow_nominal_deflection\surface_calibration.mat
4,slow_nominal,Longer holds to reduce settling sensitivity.,2.5,0.03,[0 0.2 0.4 0.6 0.8 1],2,Aileron_R,0,1,-11.8163289609857,31.0455263758851,31.0455263758851,11.8163289609857,2.46416149111955,14.8299079452191,2.10024228488484,2.17350044044502,C_Overall_Latency\data\raw\20260509_211706_deflection_slow_nominal\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_slow_nominal_deflection\surface_calibration.mat
4,slow_nominal,Longer holds to reduce settling sensitivity.,2.5,0.03,[0 0.2 0.4 0.6 0.8 1],3,Rudder,1,1,-0.288573309547606,0.111298007869282,0.111298007869282,0.288573309547606,0.058486643249525,0.121325839592204,0.0349230143174946,0.0446946904081569,C_Overall_Latency\data\raw\20260509_211706_deflection_slow_nominal\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_slow_nominal_deflection\surface_calibration.mat
4,slow_nominal,Longer holds to reduce settling sensitivity.,2.5,0.03,[0 0.2 0.4 0.6 0.8 1],4,Elevator,1,1,-1.70378445692035,4.33688811460032,4.33688811460032,1.70378445692035,1.09306597870282,2.54431450210129,0.904091610162076,0.995848134811234,C_Overall_Latency\data\raw\20260509_211706_deflection_slow_nominal\run_data.mat,C_Overall_Latency\data\processed\20260509_211706_deflection_slow_nominal_deflection\surface_calibration.mat
