scenario_index,scenario_name,hold_seconds,command_dt_seconds,surface_index,surface_name,command_level_norm,lookup_deflection_deg,lookup_std_deg,lookup_min_deg,lookup_max_deg,valid_hold_count
1,fast_coarse,1.25,0.015,3,Rudder,0.5,-0.0690233719916772,0.0293913527516555,-0.106242998902038,-0.0418891618261947,4
1,fast_coarse,1.25,0.015,3,Rudder,0.75,-0.0868726786809991,0.0660427984123683,-0.163821644151242,-0.0272533443369589,4
1,fast_coarse,1.25,0.015,3,Rudder,1,-0.0777332086445657,0.0230222768627151,-0.0940124167325457,-0.0614540005565857,2
1,fast_coarse,1.25,0.015,4,Elevator,-1,1.5946479584802,0.412924129323649,1.30266650651989,1.8866294104405,2
1,fast_coarse,1.25,0.015,4,Elevator,-0.75,1.0526987990085,0.673157265897623,0.199530704102601,1.52805724709962,3
1,fast_coarse,1.25,0.015,4,Elevator,-0.5,1.97451707466115,0.552845750745557,1.81020685617973,2.83928692888333,3
1,fast_coarse,1.25,0.015,4,Elevator,-0.25,0.624311734993304,0.23916918074999,0.318668130862382,0.894445187044358,4
1,fast_coarse,1.25,0.015,4,Elevator,0,-1.11022302462516e-16,0.374753401369774,-0.765585870243024,0.300296493891505,8
1,fast_coarse,1.25,0.015,4,Elevator,0.25,-1.06606554170809,1.13175627030066,-1.87307851689555,0.791105676115509,4
1,fast_coarse,1.25,0.015,4,Elevator,0.5,-0.0261922542408044,0.668315848692742,-0.819869144260518,0.508363935975556,3
1,fast_coarse,1.25,0.015,4,Elevator,0.75,-0.247006781745581,0.709448175045193,-0.712204180284246,0.943343301444435,4
1,fast_coarse,1.25,0.015,4,Elevator,1,-2.44562662926198,0.206592195066793,-2.59170937133392,-2.29954388719003,2
2,medium_nominal,1.5,0.02,1,Aileron_L,-1,-28.2459947030763,2.42655034600985,-29.9618249076305,-26.5301644985222,2
2,medium_nominal,1.5,0.02,1,Aileron_L,-0.8,-23.1380256232835,0.942804667356312,-24.1946388834224,-22.3138093381162,3
2,medium_nominal,1.5,0.02,1,Aileron_L,-0.6,-19.5514591676381,0.907031038045276,-20.8202010417643,-18.9700137780384,4
2,medium_nominal,1.5,0.02,1,Aileron_L,-0.4,-11.1129538958445,0.666007453819143,-12.0258435395374,-10.5927650519126,4
2,medium_nominal,1.5,0.02,1,Aileron_L,-0.2,-10.7389780959811,0.599714339393516,-11.7872859629078,-10.4678369932174,4
2,medium_nominal,1.5,0.02,1,Aileron_L,0,-5.55111512312578e-17,1.16286465481923,-1.36147903690366,1.41272141549865,8
2,medium_nominal,1.5,0.02,1,Aileron_L,0.2,4.96052501482624,0.80398501509178,3.90864995716779,5.83758990006521,4
2,medium_nominal,1.5,0.02,1,Aileron_L,0.4,9.6232164436786,1.34735249759582,7.66454309963133,10.9262509136298,4
2,medium_nominal,1.5,0.02,1,Aileron_L,0.6,14.174221320487,0.950660496619395,13.0124032952571,14.9532250872542,4
2,medium_nominal,1.5,0.02,1,Aileron_L,0.8,21.2437815529863,0.991666100261227,20.1060545000423,22.2726664646213,4
2,medium_nominal,1.5,0.02,1,Aileron_L,1,22.0443945459414,0.414630125903443,21.7512067722309,22.337582319652,2
2,medium_nominal,1.5,0.02,2,Aileron_R,-1,35.117721483668,0.0770820090177771,35.063216272384,35.1722266949519,2
2,medium_nominal,1.5,0.02,2,Aileron_R,-0.8,32.4213715368623,2.57841722400893,29.3900015768025,35.0972362030087,4
2,medium_nominal,1.5,0.02,2,Aileron_R,-0.6,21.8242235235802,1.83942323359654,18.9190572025608,23.2063933616805,4
2,medium_nominal,1.5,0.02,2,Aileron_R,-0.4,15.240682194378,0.463749038327387,14.9127621046079,15.568602284148,2
2,medium_nominal,1.5,0.02,2,Aileron_R,-0.2,7.01636931467658,0.74983855145941,6.48615339014453,7.54658523920862,2
2,medium_nominal,1.5,0.02,2,Aileron_R,0,0,2.73503594639556,-0.453659454786394,5.39556672098558,7
2,medium_nominal,1.5,0.02,2,Aileron_R,0.2,-1.0120855249497,1.35824951218979,-3.57135134535288,-0.675877929083701,4
2,medium_nominal,1.5,0.02,2,Aileron_R,0.4,-11.0888400471849,4.22446773972259,-15.3316174453134,-6.23550040934464,4
2,medium_nominal,1.5,0.02,2,Aileron_R,0.8,-5.90789683471842,0,-5.90789683471842,-5.90789683471842,1
2,medium_nominal,1.5,0.02,2,Aileron_R,1,-13.2322121264033,7.05849999476941,-18.2233253377099,-8.24109891509661,2
2,medium_nominal,1.5,0.02,3,Rudder,-1,-0.0323988801787847,0.0688930759918158,-0.0811136413893979,0.0163158810318284,2
2,medium_nominal,1.5,0.02,3,Rudder,-0.8,-3.73997578621294e-05,0.00876714374414749,-0.00969905558025542,0.00747636934130178,4
2,medium_nominal,1.5,0.02,3,Rudder,-0.6,-0.00067851062771373,0.0295517803381419,-0.0150546421079893,0.0474918523511682,4
2,medium_nominal,1.5,0.02,3,Rudder,-0.4,-0.0103911391624281,0.0426351900317636,-0.0730563530284269,0.015958401165387,4
2,medium_nominal,1.5,0.02,3,Rudder,-0.2,-0.0105162275588891,0.0650882720297104,-0.105638374078411,0.0316903130914314,4
2,medium_nominal,1.5,0.02,3,Rudder,0,1.73472347597681e-18,0.0158541710432111,-0.0210068339661448,0.0223507652755617,8
2,medium_nominal,1.5,0.02,3,Rudder,0.2,-0.00767384024560513,0.0280202720665086,-0.0454857358870233,0.0182158250764636,4
2,medium_nominal,1.5,0.02,3,Rudder,0.4,-0.00219145327037599,0.0640758797556217,-0.052366699732597,0.068655607114737,4
2,medium_nominal,1.5,0.02,3,Rudder,0.6,-0.0774328946934413,0.0627785156814907,-0.120812111992041,0.00497912012792123,4
2,medium_nominal,1.5,0.02,3,Rudder,0.8,-0.0744413675256617,0.0400717253276667,-0.101766528875544,-0.0185049450288547,4
2,medium_nominal,1.5,0.02,3,Rudder,1,-0.0302773872479574,0.0705252969995039,-0.0801463030015019,0.019591528505587,2
2,medium_nominal,1.5,0.02,4,Elevator,-1,3.34579086952302,0.11930992861175,3.26142600993877,3.43015572910727,2
2,medium_nominal,1.5,0.02,4,Elevator,-0.8,2.18694124526676,1.69381700353471,0.547763741353507,3.97152962520116,4
2,medium_nominal,1.5,0.02,4,Elevator,-0.6,2.41901141026202,1.50073750322879,0.572974855460034,4.07502761850952,4
2,medium_nominal,1.5,0.02,4,Elevator,-0.4,3.48021073626733,0.588490371441452,2.74870856895303,4.16262513151696,4
2,medium_nominal,1.5,0.02,4,Elevator,-0.2,2.99756431337576,1.92984929698577,-0.326648795999871,4.13532752391792,4
2,medium_nominal,1.5,0.02,4,Elevator,0,0,0.547863190886161,-0.839966513932947,0.358126584825202,5
2,medium_nominal,1.5,0.02,4,Elevator,0.2,-0.417731913598452,0.375296688111419,-0.997712041666921,-0.158244489343,4
2,medium_nominal,1.5,0.02,4,Elevator,0.4,-0.309466758729932,0.856210838840805,-1.69479259389211,0.335056507360807,4
2,medium_nominal,1.5,0.02,4,Elevator,0.6,-1.09457082134527,0.34527007459362,-1.36789111331961,-0.701436753614428,4
2,medium_nominal,1.5,0.02,4,Elevator,0.8,0.206270658886471,0.701338852153809,-0.877880072919748,0.768706457745253,4
2,medium_nominal,1.5,0.02,4,Elevator,1,0.896748603533442,0,0.896748603533442,0.896748603533442,1
3,baseline_nominal,2,0.025,1,Aileron_L,-1,-29.4260543577808,0,-29.4260543577808,-29.4260543577808,1
3,baseline_nominal,2,0.025,1,Aileron_L,-0.8,-24.9190246266298,0.124337097783598,-25.0820550299382,-24.8379207723478,3
3,baseline_nominal,2,0.025,1,Aileron_L,-0.6,-20.5601543964085,1.30257557402064,-22.3833454741423,-19.4515414375484,4
3,baseline_nominal,2,0.025,1,Aileron_L,-0.4,-11.3923744204821,0.535908232609149,-11.9721898454783,-10.7631535768688,4
3,baseline_nominal,2,0.025,1,Aileron_L,-0.2,-12.4671780715978,0.442565896269345,-12.7922605143858,-11.8518833335082,4
3,baseline_nominal,2,0.025,1,Aileron_L,0,-2.22044604925031e-16,0.772003577714366,-2.04643190567996,0.288461604095438,8
3,baseline_nominal,2,0.025,1,Aileron_L,0.2,4.41520365078203,0.654004489391597,3.79415784262733,5.14558777224938,4
3,baseline_nominal,2,0.025,1,Aileron_L,0.4,8.91971353597741,0.893294878358545,8.01607375793116,10.1634843417895,4
3,baseline_nominal,2,0.025,1,Aileron_L,0.6,13.6789517274117,1.1236879786934,11.9405416981124,14.4913067853942,4
3,baseline_nominal,2,0.025,1,Aileron_L,0.8,20.0184444319356,1.16311957455207,19.4033519386545,22.0207226557822,4
3,baseline_nominal,2,0.025,1,Aileron_L,1,20.6913400111144,0.10729220780011,20.6154729634105,20.7672070588184,2
3,baseline_nominal,2,0.025,2,Aileron_R,-1,31.7143317742899,0.0195095757978329,31.7005364209452,31.7281271276346,2
3,baseline_nominal,2,0.025,2,Aileron_R,-0.8,28.7432694609985,2.39924371506764,26.0418106134626,30.8952237828991,4
3,baseline_nominal,2,0.025,2,Aileron_R,-0.6,19.516763720877,0.436226364649807,19.2083051003007,19.8252223414532,2
3,baseline_nominal,2,0.025,2,Aileron_R,-0.4,12.3667428899159,0.398510292904958,12.0849535594302,12.6485322204017,2
3,baseline_nominal,2,0.025,2,Aileron_R,-0.2,4.40674754106475,1.73337448302198,3.57799886196818,7.32242709578808,4
3,baseline_nominal,2,0.025,2,Aileron_R,0,0,1.60851024856522,-2.04756744818362,2.47568312492753,8
3,baseline_nominal,2,0.025,2,Aileron_R,0.2,-3.32302392807888,1.13269319329277,-5.41885518969671,-2.92885024627447,4
3,baseline_nominal,2,0.025,2,Aileron_R,0.4,-12.0716654616821,4.29339504572616,-16.0614039250177,-8.13066484398203,4
3,baseline_nominal,2,0.025,2,Aileron_R,0.6,-23.4685241885908,0,-23.4685241885908,-23.4685241885908,1
3,baseline_nominal,2,0.025,2,Aileron_R,1,-20.8458582955635,1.40050424792205,-21.8361643463497,-19.8555522447772,2
3,baseline_nominal,2,0.025,3,Rudder,-1,-0.0217291049209236,0.0614430256039235,-0.0651758849820766,0.0217176751402293,2
3,baseline_nominal,2,0.025,3,Rudder,-0.8,-0.1251892290496,0.228721166360281,-0.540577070038164,-0.0509588261151292,4
3,baseline_nominal,2,0.025,3,Rudder,-0.6,-0.0804958046453095,0.100455899970332,-0.273710475206824,-0.0605357043957403,4
3,baseline_nominal,2,0.025,3,Rudder,-0.4,-0.045470455195539,0.125792095741407,-0.2206601362642,0.0856117106876853,4
3,baseline_nominal,2,0.025,3,Rudder,-0.2,-0.061414197297188,0.114906019083724,-0.183632730179568,0.0757428850308176,4
3,baseline_nominal,2,0.025,3,Rudder,0,0,0.0910052108230772,-0.0537000121546767,0.17983798745276,8
3,baseline_nominal,2,0.025,3,Rudder,0.2,0.0121076313627918,0.201678611916714,-0.222599900945734,0.194348468502134,4
3,baseline_nominal,2,0.025,3,Rudder,0.4,0.0321607197059024,0.0935327413749938,-0.0972480483443574,0.130490240896479,4
3,baseline_nominal,2,0.025,3,Rudder,0.6,-0.038952989618223,0.129837377675744,-0.199727193236752,0.058504704362049,4
3,baseline_nominal,2,0.025,3,Rudder,0.8,0.00288466840578389,0.0801104834225312,-0.115224498037397,0.0617610977326315,4
3,baseline_nominal,2,0.025,3,Rudder,1,-0.0079021674317252,0.0618596825802872,-0.0516435684662937,0.0358392336028433,2
3,baseline_nominal,2,0.025,4,Elevator,-1,-1.28108736251272,2.37823266887318,-2.96275180991233,0.400577084886884,2
3,baseline_nominal,2,0.025,4,Elevator,-0.8,-0.901895750409539,0.167462128091411,-1.02030935677491,-0.783482144044171,2
3,baseline_nominal,2,0.025,4,Elevator,-0.6,-0.820283883749839,1.09971358107929,-2.57729112906218,-0.553010898087142,3
3,baseline_nominal,2,0.025,4,Elevator,-0.4,1.29820008144247,3.13567218445896,-2.75077270906287,3.93675677972477,4
3,baseline_nominal,2,0.025,4,Elevator,-0.2,0.470703144849943,2.51657651783323,-3.96422163039218,1.5272063514436,4
3,baseline_nominal,2,0.025,4,Elevator,0,0,0.96870800331549,-1.91421344823586,0.805652088325208,7
3,baseline_nominal,2,0.025,4,Elevator,0.2,-1.33611675414931,0.650096240035373,-2.27432371892577,-1.02566835734148,3
3,baseline_nominal,2,0.025,4,Elevator,0.4,-1.18906731251136,1.15335184045377,-2.17893158618675,0.391035991329936,4
3,baseline_nominal,2,0.025,4,Elevator,0.6,-2.26003066301404,1.18969603154631,-2.4670040227315,0.0398760541123067,4
3,baseline_nominal,2,0.025,4,Elevator,0.8,-1.25957865085673,0.752418612039485,-1.75477945157128,-0.0154698810690612,4
3,baseline_nominal,2,0.025,4,Elevator,1,-1.63526696267927,0.000400127790663122,-1.63554989575339,-1.63498402960515,2
4,slow_nominal,2.5,0.03,1,Aileron_L,-1,-24.0017458205779,0.2738869006543,-24.1954131053088,-23.8080785358471,2
4,slow_nominal,2.5,0.03,1,Aileron_L,-0.8,-21.9379151176865,0.164162591786926,-22.089731133161,-21.7495517708919,4
4,slow_nominal,2.5,0.03,1,Aileron_L,-0.6,-20.0004843175698,3.04753494852067,-22.1554169455718,-17.8455516895679,2
4,slow_nominal,2.5,0.03,1,Aileron_L,-0.4,-14.1742556369113,0.927232493103126,-15.509394260548,-13.3554774043501,4
4,slow_nominal,2.5,0.03,1,Aileron_L,-0.2,-6.73870657119163,3.27120669331226,-11.1550705041137,-3.75158940818703,4
4,slow_nominal,2.5,0.03,1,Aileron_L,0,-1.11022302462516e-16,3.00807459273883,-4.1234650593149,2.96947083169542,8
4,slow_nominal,2.5,0.03,1,Aileron_L,0.2,4.80377152567934,0.951026227091809,4.06318861923094,5.95713165788227,4
4,slow_nominal,2.5,0.03,1,Aileron_L,0.4,10.6230601994553,1.82316274956263,8.29751846815609,12.7092131313583,4
4,slow_nominal,2.5,0.03,1,Aileron_L,0.6,16.3641270539141,0.534314840542621,15.3445503681312,16.4698075547815,4
4,slow_nominal,2.5,0.03,1,Aileron_L,0.8,19.0549917244186,1.0274113279653,17.4550513143757,19.8706104356481,4
4,slow_nominal,2.5,0.03,1,Aileron_L,1,24.5184836722412,0.114791017508089,24.4373141653419,24.5996531791405,2
4,slow_nominal,2.5,0.03,2,Aileron_R,-1,30.9087647297634,0.193410174757836,30.7720030836416,31.0455263758851,2
4,slow_nominal,2.5,0.03,2,Aileron_R,-0.8,27.2199251490109,2.96680044548124,22.4592617781502,29.3352330121392,4
4,slow_nominal,2.5,0.03,2,Aileron_R,-0.6,17.5354799941025,4.01908815643281,10.7742936572029,20.0986490970395,4
4,slow_nominal,2.5,0.03,2,Aileron_R,-0.4,12.9464007490764,1.3802004354088,11.9704516618023,13.9223498363506,2
4,slow_nominal,2.5,0.03,2,Aileron_R,-0.2,5.22369510751409,0.69580789372813,4.15706061230626,5.61676604413416,4
4,slow_nominal,2.5,0.03,2,Aileron_R,0,-1.11022302462516e-16,1.28651839087401,-1.61623959208524,2.10334168039748,8
4,slow_nominal,2.5,0.03,2,Aileron_R,0.2,-4.51294908322311,3.58758560767225,-7.91474288082658,0.409459370831803,4
4,slow_nominal,2.5,0.03,2,Aileron_R,0.4,-6.97922226995838,6.84070188509653,-11.8163289609857,-2.14211557893102,2
4,slow_nominal,2.5,0.03,3,Rudder,-1,-0.216332347071432,0.0158576883310694,-0.227545426024274,-0.20511926811859,2
4,slow_nominal,2.5,0.03,3,Rudder,-0.8,-0.218929893451098,0.0618184546946498,-0.270921652998618,-0.144557916521246,4
4,slow_nominal,2.5,0.03,3,Rudder,-0.6,-0.0823722582392191,0.132803991622209,-0.175794415990095,0.102915907622142,4
4,slow_nominal,2.5,0.03,3,Rudder,-0.4,-0.22069047956902,0.0919651606788069,-0.288573309547606,-0.0868487670972392,4
4,slow_nominal,2.5,0.03,3,Rudder,-0.2,-0.0667834525309145,0.0759868985210771,-0.205776967212896,-0.0440148116485332,4
4,slow_nominal,2.5,0.03,3,Rudder,0,2.77555756156289e-17,0.0618192180414652,-0.0705347335247503,0.111298007869282,8
4,slow_nominal,2.5,0.03,3,Rudder,0.2,-0.0352161832549791,0.0221347352932737,-0.0583453698015768,-0.00654514174228005,4
4,slow_nominal,2.5,0.03,3,Rudder,0.4,-0.0388338159732323,0.0446946904081569,-0.0774711460046998,0.0283809505975787,4
4,slow_nominal,2.5,0.03,3,Rudder,0.6,-0.000301248798279891,0.0102677734633634,-0.0136022347746785,0.0113685733970596,4
4,slow_nominal,2.5,0.03,3,Rudder,0.8,0.0149806270363967,0.0201284857676692,0.00576742004548636,0.050566055755431,4
4,slow_nominal,2.5,0.03,3,Rudder,1,0.0158132078898082,0.00511473864223252,0.0121965415118887,0.0194298742677277,2
4,slow_nominal,2.5,0.03,4,Elevator,-1,0.746752060696025,1.19307134874543,-0.0968767804412511,1.5903809018333,2
4,slow_nominal,2.5,0.03,4,Elevator,-0.8,1.46174533308782,0.97303090803623,0.00970526748339928,1.85780024425819,3
4,slow_nominal,2.5,0.03,4,Elevator,-0.6,2.41596628213198,0.995848134811234,1.78426770016932,3.73592205257478,3
4,slow_nominal,2.5,0.03,4,Elevator,-0.4,3.82144851757697,0.368095723638679,3.56116553526629,4.08173149988765,2
4,slow_nominal,2.5,0.03,4,Elevator,-0.2,2.78531863174483,1.42657662548593,1.03774487577697,3.86469638602766,3
4,slow_nominal,2.5,0.03,4,Elevator,0,4.44089209850063e-16,2.06074669191732,-1.70378445692035,3.71304618496831,6
4,slow_nominal,2.5,0.03,4,Elevator,0.2,0.646683584120215,0.499701201802856,0.212159077502478,1.09169143853796,4
4,slow_nominal,2.5,0.03,4,Elevator,0.4,3.21139533135291,1.12068443655208,1.29813781682726,3.80069597033235,4
4,slow_nominal,2.5,0.03,4,Elevator,0.6,3.19920643811868,0.673847600989718,2.68133179085286,4.27918905916843,4
4,slow_nominal,2.5,0.03,4,Elevator,0.8,2.5095774532248,1.26016939274212,1.32176542821439,4.33688811460032,4
4,slow_nominal,2.5,0.03,4,Elevator,1,2.63697596862016,0.754158485547886,2.10370538939987,3.17024654784045,2
5,fine_deadband,2,0.02,1,Aileron_L,-1,-22.8308937265271,1.90328935576773,-24.1767225365507,-21.4850649165036,2
5,fine_deadband,2,0.02,1,Aileron_L,-0.8,-21.0512392317757,1.17180648121268,-23.098731954987,-20.4637522381234,4
5,fine_deadband,2,0.02,1,Aileron_L,-0.6,-18.8761979674895,0.0643843165461981,-18.9217245543214,-18.8306713806576,2
5,fine_deadband,2,0.02,1,Aileron_L,-0.45,-16.2699659172927,3.32957194023727,-19.5184974189505,-13.4895035563889,4
5,fine_deadband,2,0.02,1,Aileron_L,-0.3,-10.9900591649379,1.35231579344582,-13.3598191270028,-10.2762798220324,4
5,fine_deadband,2,0.02,1,Aileron_L,-0.2,-5.99373886909675,2.16714735094008,-8.58972436315904,-3.29335325930485,4
5,fine_deadband,2,0.02,1,Aileron_L,-0.15,-5.55265069827682,3.00950724183351,-6.52165993098528,0.072840573227424,4
5,fine_deadband,2,0.02,1,Aileron_L,-0.1,-4.80760580310523,2.68778619823352,-5.63759831169613,0.0909079226714571,4
5,fine_deadband,2,0.02,1,Aileron_L,-0.05,-4.948515778055,3.78230948007696,-6.87423403977465,1.64173002497505,4
5,fine_deadband,2,0.02,1,Aileron_L,0,-2.22044604925031e-16,2.60175754557064,-2.59167973517494,4.18874880564926,8
5,fine_deadband,2,0.02,1,Aileron_L,0.05,0.170248080464462,2.67099540288415,-2.71040540697274,3.47054229501596,4
5,fine_deadband,2,0.02,1,Aileron_L,0.1,2.83279879199593,1.91635581302881,-0.627702280004383,3.5597633786833,4
5,fine_deadband,2,0.02,1,Aileron_L,0.15,2.88883250291081,1.05508393399093,2.0440113100196,4.54524522072326,4
5,fine_deadband,2,0.02,1,Aileron_L,0.2,5.59397368388978,0.893248650906257,5.11907134368647,7.16360259245301,4
5,fine_deadband,2,0.02,1,Aileron_L,0.3,7.95455671072877,1.08126130823951,6.75199535163273,9.39028313308945,4
5,fine_deadband,2,0.02,1,Aileron_L,0.45,11.2695147966492,0.810314279480963,10.1153473682165,11.963926940083,4
5,fine_deadband,2,0.02,1,Aileron_L,0.6,16.8434254276499,1.22495970295119,15.3093108141831,17.9158119376418,4
5,fine_deadband,2,0.02,1,Aileron_L,0.8,18.9388198717933,2.68488709307268,17.6777657296686,23.6632819077827,4
5,fine_deadband,2,0.02,1,Aileron_L,1,24.459590420482,0.737885639819776,23.9378264808252,24.9813543601387,2
5,fine_deadband,2,0.02,2,Aileron_R,-1,28.6371661526874,0.108932244884661,28.5601394236396,28.7141928817352,2
5,fine_deadband,2,0.02,2,Aileron_R,-0.8,27.0777302547482,2.45566672233162,24.7686034687436,29.762027703899,4
5,fine_deadband,2,0.02,2,Aileron_R,-0.6,14.6585361167198,2.51997797813023,11.3915392418328,17.4619652271937,4
5,fine_deadband,2,0.02,2,Aileron_R,-0.45,11.8114485406385,1.9742846369026,8.30667835980373,12.5854196752871,4
5,fine_deadband,2,0.02,2,Aileron_R,-0.3,6.97182780670666,1.95486513853755,5.7127295932701,10.0078595791587,4
5,fine_deadband,2,0.02,2,Aileron_R,-0.2,3.65114701908327,1.94832075299819,0.810330677315233,5.48231884984044,4
5,fine_deadband,2,0.02,2,Aileron_R,-0.15,3.00651027763495,2.09078330738187,1.17784354927965,5.34887892818551,3
5,fine_deadband,2,0.02,2,Aileron_R,-0.1,2.30683383274786,2.69656289988391,-0.440696514947428,4.86791725571206,4
5,fine_deadband,2,0.02,2,Aileron_R,-0.05,-0.0841203992353808,1.06433277727284,-1.9591841855181,0.350232219106483,4
5,fine_deadband,2,0.02,2,Aileron_R,0,-1.38777878078145e-17,0.996876020770353,-0.247119354464847,2.27992203551395,8
5,fine_deadband,2,0.02,2,Aileron_R,0.05,-0.232435926751819,4.6824018897179,-9.3483359074358,0.439800211892035,4
5,fine_deadband,2,0.02,2,Aileron_R,0.1,-0.93011184357694,3.32552158361007,-6.01840585143544,0.235084689612293,3
5,fine_deadband,2,0.02,2,Aileron_R,0.15,-8.99861858864862,4.60243691870258,-10.7714717535753,-0.53803170183213,4
5,fine_deadband,2,0.02,2,Aileron_R,0.2,-7.43015182268825,1.26142120294986,-8.3221113092266,-6.53819233614991,2
5,fine_deadband,2,0.02,2,Aileron_R,0.3,-8.86429092918274,3.58598957292977,-13.1265430071656,-6.00013228466699,3
5,fine_deadband,2,0.02,2,Aileron_R,0.45,-10.7252254859854,3.92140487377482,-14.6730251448111,-6.83027475140141,3
5,fine_deadband,2,0.02,2,Aileron_R,0.6,-12.9104718851694,0,-12.9104718851694,-12.9104718851694,1
5,fine_deadband,2,0.02,2,Aileron_R,0.8,-15.9308979664612,1.16414216417586,-16.7540707850151,-15.1077251479073,2
5,fine_deadband,2,0.02,3,Rudder,-1,0.019685881635846,0.0284159321940216,-0.000407216712283803,0.0397789799839758,2
5,fine_deadband,2,0.02,3,Rudder,-0.8,-0.0154838057180672,0.0373030171202839,-0.0547879817693575,0.0174455601810241,4
5,fine_deadband,2,0.02,3,Rudder,-0.6,-0.0225461605499754,0.184654627919983,-0.0660731977919741,0.327634876896235,4
5,fine_deadband,2,0.02,3,Rudder,-0.45,0.154000429355257,0.110403350398357,0.0157729559537026,0.284952979767824,4
5,fine_deadband,2,0.02,3,Rudder,-0.3,0.246574344681278,0.162093657454531,-0.0458446792396597,0.319356044529493,4
5,fine_deadband,2,0.02,3,Rudder,-0.2,0.0453355499845993,0.118965391428755,-0.0736473788230267,0.167801427263963,4
5,fine_deadband,2,0.02,3,Rudder,-0.15,0.073461649964476,0.207250687814555,-0.0769523214231769,0.382884493143591,4
5,fine_deadband,2,0.02,3,Rudder,-0.1,0.151665245077256,0.172568268427656,-0.0467113444033364,0.330001535441472,4
5,fine_deadband,2,0.02,3,Rudder,-0.05,0.00452360197322518,0.0792978191436206,-0.106813393422305,0.0822918049533677,4
5,fine_deadband,2,0.02,3,Rudder,0,0,0.13802147095974,-0.121163305497116,0.34464635281305,8
5,fine_deadband,2,0.02,3,Rudder,0.05,0.0876277203182339,0.1161891172966,0.0266804853700549,0.292473521508728,4
5,fine_deadband,2,0.02,3,Rudder,0.1,0.136612013899849,0.0973614549938727,0.0994236132017658,0.314739321896686,4
5,fine_deadband,2,0.02,3,Rudder,0.15,0.0879367711453302,0.150912845046085,-0.0151009465275073,0.339115897296252,4
5,fine_deadband,2,0.02,3,Rudder,0.2,0.0795494681507536,0.144103897032524,-0.07518892005266,0.207594303528548,4
5,fine_deadband,2,0.02,3,Rudder,0.3,0.153399843409626,0.114893031253632,0.131737529897734,0.373943974102785,4
