environment_mode,active_fan_count,row_count
dry_air,0,37340
w3_randomised_four,0,14936
w3_randomised_four,1,14936
w3_randomised_four,2,14936
w3_randomised_four,3,14936
w3_randomised_four,4,126956
w3_randomised_single,1,74680
