replay_kind,run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,primitive_family,candidate_id,is_full_turn_claim,target_heading_deg,heading_target_deg,heading_change_deg,actual_heading_change_deg,heading_error_deg,forward_travel_m,turn_volume_proxy_m2,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,time_at_full_travel_s,saturation_fraction,tracking_error_rms,exit_recoverable,fixed_start_success,feasibility_label,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,terminal_altitude_min_m
open_loop_no_latency,turn_ocp_open_loop_no_latency_seed1,turn_ocp_open_loop_no_latency,turn_ocp_left_target_030_open_loop,turn_ocp_left_target_030_open_loop,1,none,none,none,nominal,0.108,0.098000:0.118000,0.0,0.073,0.108,0.13,0.151,20.0,one_pole,0.6012417381641925,,True,none,turn_ocp,bank_yaw_seed,False,30.0,30.0,-28.340919907953136,-28.340919907953136,1.6590800920468638,3.9391211747651944,0.26408448420012554,-0.2922998314879748,6.28126527563462,5.091171599271425,25.224618042959428,6.759205393550006,0.25,0.0,0.0,0.0,0.05469926396146692,True,True,fixed_start_feasible,,0,0,03_Control/05_Results/03_primitives/09_tight_turn_ocp_phase2/001/logs/turn_tvlqr_open_loop_no_latency_seed1.csv,turn_ocp_left_target_030_open_loop,6.759205393550006,True,03_Control/05_Results/03_primitives/09_tight_turn_ocp_phase2/001/logs/turn_tvlqr_open_loop_no_latency_seed1.csv,
closed_loop_no_latency,turn_ocp_closed_loop_no_latency_seed1,turn_ocp_closed_loop_no_latency,turn_ocp_left_target_030,turn_ocp_left_target_030,1,none,none,none,nominal,0.108,0.098000:0.118000,0.0,0.073,0.108,0.13,0.151,20.0,one_pole,0.6012417381641925,,True,none,turn_ocp,bank_yaw_seed,False,30.0,30.0,-28.99794708681777,-28.99794708681777,1.0020529131822293,3.9169906762375346,0.28682348106318717,-0.19648755062999523,6.099363695141246,6.091722117920746,25.846599305862703,6.850618737888396,0.25,0.0,0.0,0.0,0.06681554902339047,True,True,fixed_start_feasible,,0,0,03_Control/05_Results/03_primitives/09_tight_turn_ocp_phase2/001/logs/turn_tvlqr_closed_loop_no_latency_seed1.csv,turn_ocp_left_target_030,6.850618737888396,True,03_Control/05_Results/03_primitives/09_tight_turn_ocp_phase2/001/logs/turn_tvlqr_closed_loop_no_latency_seed1.csv,
closed_loop_nominal_latency,turn_ocp_closed_loop_nominal_latency_seed1,turn_ocp_closed_loop_nominal_latency,turn_ocp_left_target_030,turn_ocp_left_target_030,1,none,none,none,nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.48,angle of attack exceeded bound,False,model,turn_ocp,bank_yaw_seed,False,30.0,30.0,-22.76073157618267,-22.76073157618267,7.239268423817329,2.9386992930717923,0.17937615261578568,-0.035490169282510475,4.699957871930833,29.00239472124204,10.01697383087059,17.228834990920305,0.25,0.0576,0.0576,0.04,0.2682399950690051,False,False,model_limited_high_alpha,,0,0,03_Control/05_Results/03_primitives/09_tight_turn_ocp_phase2/001/logs/turn_tvlqr_closed_loop_nominal_latency_seed1.csv,turn_ocp_left_target_030,17.228834990920305,True,03_Control/05_Results/03_primitives/09_tight_turn_ocp_phase2/001/logs/turn_tvlqr_closed_loop_nominal_latency_seed1.csv,
terminal_altitude_sensitivity,turn_recovery_terminal_altitude_0.75_seed1,turn_recovery_terminal_altitude_0.75,recovery,recovery,1,none,none,none,nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.2,angle of attack exceeded bound,False,model,,,False,,,-10.123704406081488,-10.123704406081488,,1.1657811475673414,0.11718494888037631,-0.021840025179728606,5.331131192451717,28.024536023932612,26.301061801049016,19.389041965440004,0.18833581006076816,0.03636363636363637,0.03636363636363637,0.06060606060606061,0.22448201346657748,False,False,not_tested,,0,0,03_Control/05_Results/03_primitives/09_tight_turn_ocp_phase2/001/logs/turn_recovery_terminal_altitude_075_seed1.csv,recovery,19.389041965440004,True,03_Control/05_Results/03_primitives/09_tight_turn_ocp_phase2/001/logs/turn_recovery_terminal_altitude_075_seed1.csv,0.75
terminal_altitude_sensitivity,turn_recovery_terminal_altitude_1.00_seed1,turn_recovery_terminal_altitude_1.00,recovery,recovery,1,none,none,none,nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.2,angle of attack exceeded bound,False,model,,,False,,,-10.123704406081488,-10.123704406081488,,1.1657811475673414,0.11718494888037631,-0.021840025179728606,5.331131192451717,28.024536023932612,26.301061801049016,19.389041965440004,0.18833581006076816,0.03636363636363637,0.03636363636363637,0.06060606060606061,0.22448201346657748,False,False,not_tested,,0,0,03_Control/05_Results/03_primitives/09_tight_turn_ocp_phase2/001/logs/turn_recovery_terminal_altitude_100_seed1.csv,recovery,19.389041965440004,True,03_Control/05_Results/03_primitives/09_tight_turn_ocp_phase2/001/logs/turn_recovery_terminal_altitude_100_seed1.csv,1.0
terminal_altitude_sensitivity,turn_recovery_terminal_altitude_1.20_seed1,turn_recovery_terminal_altitude_1.20,recovery,recovery,1,none,none,none,nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.2,angle of attack exceeded bound,False,model,,,False,,,-10.123704406081488,-10.123704406081488,,1.1657811475673414,0.11718494888037631,-0.021840025179728606,5.331131192451717,28.024536023932612,26.301061801049016,19.389041965440004,0.18833581006076816,0.03636363636363637,0.03636363636363637,0.06060606060606061,0.22448201346657748,False,False,not_tested,,0,0,03_Control/05_Results/03_primitives/09_tight_turn_ocp_phase2/001/logs/turn_recovery_terminal_altitude_120_seed1.csv,recovery,19.389041965440004,True,03_Control/05_Results/03_primitives/09_tight_turn_ocp_phase2/001/logs/turn_recovery_terminal_altitude_120_seed1.csv,1.2
