scenario_id,primitive,phase,t_s,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r,desired_delta_a_cmd_rad,target_delta_a_cmd_rad,desired_delta_e_cmd_rad,target_delta_e_cmd_rad,desired_delta_r_cmd_rad,target_delta_r_cmd_rad,command_norm_a,command_norm_e,command_norm_r,delta_a_target_deg,delta_e_target_deg,delta_r_target_deg,aileron_l_deg,aileron_r_deg,elevator_deg,rudder_deg,latency_mode,latency_s,latency_range_s,onset_latency_s,half_response_s,actuator_tau_s,vicon_filter_cutoff_hz,speed_m_s,alpha_rad,beta_rad,gamma_rad,sink_rate_m_s,wind_model,wind_mode,wind_param_label,inside_safe_volume,min_wall_distance_m,floor_margin_m,ceiling_margin_m
s4_latency_low_bank_reversal_left_environment_reference,bank_reversal,phi_ref_deg=0.0,0.0,1.45,2.4,2.7,0.0,-0.048082795413418776,0.0,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,0.0,-0.10060848524273196,-0.10060848524273196,-0.0,-0.0,0.0,-0.19214805292042555,-0.0,0.0,-5.764441587612767,-0.0,0.0,-0.0,-5.764441587612767,-0.0,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.5,0.053299466674997555,0.0,-0.10138226208841634,0.6578564029119558,none,panel,none,True,0.19999999999999996,2.45,0.5499999999999998
s4_latency_low_bank_reversal_left_environment_reference,bank_reversal,phi_ref_deg=0.4,0.02,1.5793324784471354,2.4,2.6868428719425554,-1.2528950374925971e-17,-0.048082795413525364,2.233101532564673e-18,6.490769477781156,-1.5020371985165164e-17,0.3462825238117898,-1.1724296781013818e-14,-3.6891972748460027e-11,1.986775788314596e-16,0.0,-0.10060848524273196,0.0,0.010154642920696412,0.010154642920696412,-0.10060848523893662,-0.10060848523893662,-1.4854334399851398e-17,-1.4854334399851398e-17,0.026446280991741088,-0.192148052913177,-2.4316876245356563e-17,0.5818181818183039,-5.76444158739531,-8.510906685874797e-16,0.5818181818183039,-0.5818181818183039,-5.76444158739531,-8.510906685874797e-16,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.4999999999994555,0.05329946666355876,-2.3108264592563725e-18,-0.10138226207708413,0.6578564028386196,none,panel,none,True,0.3293324784471354,2.4368428719425554,0.5631571280574446
s4_latency_low_bank_reversal_left_environment_reference,bank_reversal,phi_ref_deg=0.7,0.04,1.7086649527886708,2.400001269999938,2.6736857430742416,7.298527791923913e-05,-0.04808277211216282,4.521052046098454e-06,6.490768693911477,0.0001913818709172268,0.34628279678438145,0.010993339216756708,4.123026759202184e-06,0.0006822366993985575,0.003244801672417399,-0.1006084852415192,-4.746535105143763e-18,0.018213708337701574,0.018213708337701574,-0.10060895612280259,-0.10060895612280259,-6.782845165439806e-05,-6.782845165439806e-05,0.04743493713784266,-0.1921489522351157,-0.00011103668602011872,1.0435686170325384,-5.764468567053471,-0.0038862840107041553,1.0435686170325384,-1.0435686170325384,-5.764468567053471,-0.0038862840107041553,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499999234602811,0.05329951502433458,2.9443368227807687e-05,-0.10138228910746909,0.6578565001691508,none,panel,none,True,0.4586649527886708,2.4236857430742416,0.5763142569257584
s4_latency_low_bank_reversal_left_environment_reference,bank_reversal,phi_ref_deg=1.1,0.06,1.8379973637070988,2.4000098132313146,2.6605286071127137,0.0005298538832365436,-0.04808259777401256,3.194561578330085e-05,6.490761698503487,0.000718120575809485,0.3462847262550394,0.03833839041397708,1.672276263391428e-05,0.0022542044178463384,0.008027947053411554,-0.10060863570632508,-2.167381709869247e-05,0.022715252274388493,0.022715252274388496,-0.10061069913540086,-0.10061069913540086,-0.0002300524516080488,-0.0002300524516080488,0.05915854935897295,-0.19215228114396632,-0.0003766009869651087,1.301488085897405,-5.764568434318989,-0.013181034543778804,1.301488085897405,-1.301488085897405,-5.764568434318989,-0.013181034543778804,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499992388772049,0.053299868779519075,0.0001104802181785372,-0.10138251719696416,0.6578572822787265,none,panel,none,True,0.5879973637070988,2.4105286071127137,0.5894713928872863
s4_latency_low_bank_reversal_left_environment_reference,bank_reversal,phi_ref_deg=1.5,0.08,1.9673295086298284,2.4000329470612236,2.6473714400108563,0.0016453658401941016,-0.048082079265940575,9.54440820270829e-05,6.490741073736285,0.001599721777535916,0.34628981397227887,0.07523336110808296,4.53605606116109e-05,0.004153155253424916,0.012721109867359363,-0.1006092950518253,-8.8258860711988e-05,0.024443981339011628,0.024443981339011628,-0.10061499181457821,-0.10061499181457821,-0.00044300286391035413,-0.0004430028639103542,0.06366077114645041,-0.19216047955728852,-0.0007252055546934762,1.400536965221909,-5.764814386718656,-0.025382194414271666,1.400536965221909,-1.400536965221909,-5.764814386718656,-0.025382194414271666,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499972221529719,0.05330081944039955,0.0002461120969696907,-0.10138322978621966,0.6578598492004325,none,panel,none,True,0.7173295086298284,2.3973714400108563,0.6026285599891437
s4_latency_low_bank_reversal_left_environment_reference,bank_reversal,phi_ref_deg=1.8,0.1,2.0966610780787716,2.400077788048131,2.634214192434434,0.003518913001641133,-0.04808099656018763,0.0001951959906185771,6.490704666965886,0.0028624641274002313,0.346298493627852,0.11258234292898456,9.09256303004096e-05,0.005763898532267028,0.01646702129465579,-0.1006111153881436,-0.0002016133079187993,0.02487813207362838,0.02487813207362838,-0.10062226593682853,-0.10062226593682853,-0.0006592844104177306,-0.0006592844104177307,0.0647914531812706,-0.19217437210744207,-0.0010792632633059077,1.425411969987953,-5.765231163223262,-0.03777421421570677,1.425411969987953,-1.425411969987953,-5.765231163223262,-0.03777421421570677,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499936762320271,0.053302451290455514,0.0004403833951919296,-0.10138466267362181,0.6578655262388243,none,panel,none,True,0.8466610780787716,2.384214192434434,0.6157858075655658
s4_latency_low_bank_reversal_left_environment_reference,bank_reversal,phi_ref_deg=2.2,0.12,2.2259917783998944,2.400151627965484,2.621056790333878,0.006092383876243841,-0.04807926440201421,0.00032163451754406707,6.4906558821241935,0.004580940708057553,0.34630850365956,0.14442408795301037,0.00014236534919961766,0.006773917815104345,0.019154696925954753,-0.10061467842027617,-0.00034785694941395507,0.025183707490633665,0.02518370749063367,-0.10063137642923894,-0.10063137642923894,-0.0008590608888636332,-0.0008590608888636332,0.06558727962296847,-0.19219177186625547,-0.0014063018079040928,1.4429201517053063,-5.765753155987664,-0.049220563276643245,1.4429201517053063,-1.4429201517053063,-5.765753155987664,-0.049220563276643245,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499889564052461,0.053304389006252346,0.0007047721414561903,-0.10138694629665126,0.6578755163269344,none,panel,none,True,0.9759917783998944,2.371056790333878,0.6289432096661218
s4_latency_low_bank_reversal_left_environment_reference,bank_reversal,phi_ref_deg=2.5,0.14,2.355321397897386,2.4002628348196726,2.6078991306532946,0.00923078691742103,-0.04807704998684397,0.000462361632320639,6.490599151013733,0.006861914695705726,0.34631473157655024,0.16900270354040167,0.00018296238298429405,0.007204764677460663,0.021081199287098406,-0.10062001408080423,-0.0005112064054831518,0.025892754739714023,0.025892754739714023,-0.10064026586621587,-0.10064026586621587,-0.001051448936128368,-0.001051448936128368,0.06743388938877146,-0.19220874944028965,-0.001721245326105027,1.483545566552972,-5.766262483208689,-0.06024358641367595,1.483545566552972,-1.483545566552972,-5.766262483208689,-0.06024358641367595,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499835253167607,0.05330581083639668,0.0010557061376255887,-0.1013903089597498,0.6578917638534251,none,panel,none,True,1.1053213978973861,2.3578991306532946,0.6421008693467054
s4_latency_low_bank_reversal_left_environment_reference,bank_reversal,phi_ref_deg=2.9,0.16,2.4846497865414006,2.400421464176459,2.5947410506353474,0.012795828216161074,-0.048074774666784025,0.0006077226489024309,6.490536858695614,0.009810324948268329,0.346310669073039,0.18740683180150822,0.00019845923949737715,0.007279591337078058,0.02261867759150593,-0.10062648531053493,-0.0006838348160179838,0.027030588495425042,0.027030588495425046,-0.10064689148979854,-0.10064689148979854,-0.0012615672494922874,-0.0012615672494922876,0.0703972108428515,-0.19222140344922062,-0.002065213684795309,1.548738638542733,-5.766642103476618,-0.07228247896783582,1.548738638542733,-1.548738638542733,-5.766642103476618,-0.07228247896783582,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499776614321122,0.053305697330387154,0.0015093332056134278,-0.101395366742444,0.6579185342432337,none,panel,none,True,1.1495785358235406,2.3447410506353474,0.6552589493646526
s4_latency_low_bank_reversal_left_environment_reference,bank_reversal,phi_ref_deg=3.3,0.18,2.6139768039838116,2.4006393627854647,2.581582269619504,0.016683997746238594,-0.048073059601935676,0.0007532924064305866,6.490469230938,0.013503368314367964,0.3462900655657224,0.2017016382262097,0.00018042726181828947,0.007271404022001331,0.024028453985554803,-0.10063300587508056,-0.0008684427023796474,0.028391095011549024,0.02839109501154902,-0.1006496266141711,-0.1006496266141711,-0.0015166026175554266,-0.0015166026175554266,0.07394045090530382,-0.192226627151987,-0.002482712262411978,1.626689919916684,-5.76679881455961,-0.08689492918441924,1.626689919916684,-1.626689919916684,-5.76679881455961,-0.08689492918441924,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.49971460821306,0.05330308628640932,0.002077533990656267,-0.10140328038897725,0.6579634301189179,none,panel,none,True,1.149360637214535,2.331582269619504,0.6684177303804959
