session_label,case_id,throw_id,throw_path,termination_reason,launch_speed_m_s,duration_s,x0_m,y0_m,z0_m,phi0_rad,theta0_rad,psi0_rad,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,x_end_m,y_end_m,z_end_m,dx_m,dy_m,dz_m,altitude_loss_m,horizontal_distance_m,glide_ratio_x_over_altloss,glide_ratio_horizontal_over_altloss,sink_rate_m_s,mean_speed_m_s,mean_rate_confidence,sample_count,calibration_profile_hash,vicon_position_offset_m,split
20260602_231554,C0_neutral,throw_006,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_006,exit_gate_floor,5.055746480338472,1.4004305000416934,1.282377403397959,2.1513966324006453,1.5859567945220787,0.035661202515407275,-0.06922661550395492,-0.020763056777969968,4.938562562567118,1.0867322979323673,-0.12444168532737365,0.2612612537642515,-0.20228518018252825,-0.2812470567661182,5.649732352881729,3.083027737741559,0.39646147425410283,4.3673549494837705,0.9316311053409136,-1.1894953202679759,1.1894953202679759,4.4656159453337585,3.671603305257115,3.7542106044836903,0.8493783306151661,3.5196780128657728,0.95,229,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_007,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_007,exit_gate_floor,4.994139565922334,1.4842162000131793,1.2731140407261066,2.1115577139879513,1.7213421541965275,-0.040826960234732645,0.030488756538235684,-0.08108459437269477,4.849403687033829,1.2234090914790174,-0.2251240737789604,0.13394451472380675,0.2982640508641077,-0.8102319794186251,5.7063052564133,3.651825586365299,0.3963806764685458,4.433191215687193,1.5402678723773477,-1.3249614777279817,1.3249614777279817,4.693144944866282,3.345901967873922,3.5420991657161207,0.8927011291995172,3.4975030909918687,0.9445121951219512,246,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_008,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_008,exit_gate_floor,5.302373035587004,1.484428099996876,1.2781107241197596,2.105657834601777,1.6400833948616975,0.11870554876880712,0.011526843910902862,-0.14722940261677042,5.084099197782897,1.5048475758808753,-0.4293241496703895,0.14723290779207932,0.6712266861032694,-1.0950288531999444,5.300337357430304,3.181433594211572,0.3926985861576324,4.022226633310544,1.0757757596097952,-1.247384808704065,1.247384808704065,4.163604276906813,3.2245275116740615,3.337866749581848,0.84031338985478,3.362051693534794,0.944467213114754,244,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",holdout
20260602_231554,C0_neutral,throw_009,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_009,exit_gate_floor,5.548869106660475,1.4392856000340544,1.2900991278064988,2.1807656306485756,1.639588913663968,0.1531937486833046,-0.025263577906248003,-0.024528405013560572,5.438040071160364,1.0958592679559431,-0.18741942185108232,0.17938167896740753,0.07215662407978787,-0.18550367840573723,6.153814079955312,2.603462663752563,0.3966145915070909,4.863714952148813,0.42269703310398743,-1.2429743221568772,1.2429743221568772,4.882048332160472,3.912964946620159,3.9277145514067207,0.8636050566527363,3.7619903880113714,0.948093220338983,236,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_010,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_010,exit_gate_floor,5.552302261651085,1.425992899981793,1.2715548225379725,2.1786965998961665,1.5792468303199927,0.03628374659589273,-0.0476874882283691,-0.027597115322717247,5.48105452833072,0.7525466378508243,-0.11848065492539386,-0.07903907125838949,-0.05691348878189377,-0.44018043064986206,6.356339882842605,2.773446463697924,0.38998992682134437,5.0847850603046325,0.5947498638017574,-1.1892569034986482,1.1892569034986482,5.119449824931327,4.275598523200342,4.3047467791614515,0.8339851506370282,3.8596701909506406,0.9499999999999998,222,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_011,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_011,exit_gate_floor,5.54371264382146,1.4971329999971204,1.2897112711647147,2.137684571674438,1.617469757870563,0.05488522360817649,-0.09021068109681263,-0.1535684779077724,5.280294478215227,1.6955672061381164,-0.09715961764208891,-0.4225267906919149,-0.274570032354487,-1.1118032878751118,6.4263574069865435,3.433914813894907,0.39705766392511,5.136646135821829,1.296230242220469,-1.220412093945453,1.220412093945453,5.297673674878462,4.208943979910621,4.340889197313415,0.8151661168031167,3.829722496501849,0.9421739130434782,230,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_012,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_012,exit_gate_floor,5.284341681043302,1.424301600025501,1.297164265941956,2.0628614719851135,1.695168493618487,-0.0040126613618407525,0.1895813324170681,-0.1729961705484433,4.913531561650992,1.829323542031284,0.536330162895844,0.0913097597080248,1.1451906571303663,-0.7657278303775082,4.393916526122728,3.041089501036627,0.3899479090248148,3.0967522601807724,0.9782280290515133,-1.3052205845936722,1.3052205845936722,3.2475844311975526,2.3725891981276264,2.4881498725432354,0.91639339910192,3.017755777796452,0.9400881057268722,227,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_013,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_013,exit_gate_floor,5.4983032007543615,1.4785759000224061,1.2844338277896248,2.0226651209337865,1.68073574033657,0.07107658281670215,0.045738577762900245,0.18849891369381222,5.493042209328911,-0.3902356203647236,0.08871619181398294,0.33411595305815855,0.132389928925992,0.6384368874812852,5.327935858570138,1.574932483835591,0.3909209356845863,4.0435020307805125,-0.44773263709819555,-1.2898148046519835,1.2898148046519835,4.068214987835455,3.13494775854393,3.1541078402593907,0.8723358771317982,3.360093643212346,0.9254201680672269,238,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_014,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_014,exit_gate_floor,6.263175421505179,1.6547334000351839,1.2791505773032013,2.0254780869548807,1.599978968055811,0.008688319193463911,0.03920609388389096,0.00996930891110992,6.253436566260331,0.5118647060926461,0.2697596107374532,0.4922571159367881,0.9116734050563576,0.20068207894882792,6.114386347525814,2.322287279455521,0.37426020342735844,4.835235770222613,0.2968091925006404,-1.2257187646284526,1.2257187646284526,4.844336967056807,3.9448166331110213,3.9522418248408333,0.7407348909512498,3.4745134456723976,0.9172413793103448,261,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",holdout
20260602_231554,C0_neutral,throw_015,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_015,exit_gate_floor,5.702525916872492,1.458834899996873,1.279074020181108,2.1121978772834904,1.5700814737321662,0.04691259424642613,0.03607548180535236,-0.05860052547917016,5.636640068969532,0.7496944838383978,0.4584440570836007,-0.07562709600910228,0.6591895934577597,-0.22746821683287105,5.623290253957023,2.1144242835281433,0.38784654779182703,4.344216233775915,0.0022264062446528676,-1.1822349259403393,1.1822349259403393,4.344216804291306,3.6745795090773212,3.6745799916509436,0.8103966569094785,3.446095737651802,0.934070796460177,226,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",holdout
20260602_231554,C0_neutral,throw_016,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_016,exit_gate_floor,5.810431602975869,1.4625234000268392,1.2652913506547696,2.1630653669689686,1.6360624928041168,0.030626935879914274,-0.03353344535163005,-0.12352100879588868,5.619604114661259,1.4477081548122186,0.13103027417948468,-0.44641278989875643,0.05978493276622755,-1.6285350731717805,6.016507279450627,3.595568138910503,0.39043441599495743,4.751215928795857,1.4325027719415346,-1.2456280768091594,1.2456280768091594,4.962470855699171,3.8143134513848818,3.9839105653520543,0.8516978783288531,3.848384428910246,0.9422746781115879,233,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_017,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_017,exit_gate_floor,4.278651235797749,1.230821700009983,1.242954096876502,2.1404645189031677,1.767765774954654,-0.006425699154638753,0.22284357188730208,-0.28395391967089445,3.642759225264107,2.20283290093491,0.29207010577462034,0.04667733947116594,0.5947655496120668,-1.2101966867956744,3.821516539176533,3.6982430221030804,0.3903901225763454,2.578562442300031,1.5577785031999127,-1.3773756523783085,1.3773756523783085,3.012583299076071,1.8720836525951643,2.187190759379445,1.1190700101949265,3.0067182699437387,0.95,191,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_018,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_018,exit_gate_floor,5.126507730432973,1.3246411999571137,1.270658214529739,2.1571444568623397,1.5246064004537998,-0.0467567192834033,-0.05523615928657799,-0.17624862696640653,4.910615238800531,1.4332609638301521,0.2546672285996328,-0.4557101691928557,0.2931256669451284,-0.7344185681769233,5.688318758988117,3.3162637553199508,0.39004212925467374,4.417660544458378,1.159119298457611,-1.134564271199126,1.134564271199126,4.567196320952402,3.8937067353525356,4.0255069165233905,0.856506857280189,3.709681346386235,0.943720930232558,215,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_019,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_019,exit_gate_floor,5.909486543200997,1.4866349999792874,1.3357661584583131,2.0402517531418862,1.6473340350533936,0.06165067817125269,0.049653665571645966,-0.12150456167134704,5.865945527868463,0.7058527214756419,0.08270525444245683,0.001546287236275621,0.377339590539855,-0.8667204192693453,6.031497849256058,2.133261310201615,0.3883602522824744,4.695731690797745,0.09300955705972891,-1.2589737827709193,1.2589737827709193,4.696652732496484,3.7298089563570933,3.730540537674627,0.8468613901787998,3.4496640274538017,0.9401315789473684,228,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_020,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_020,exit_gate_floor,5.824020663436617,1.4801291999756359,1.2831039427790314,2.1384992541585643,1.5712758913237075,0.002497734254771178,-0.014111092146411153,-0.0855527116256094,5.756423138532615,0.8088386201932087,0.29549439695379204,-0.23339894933820116,0.3583714070595784,-0.182635596188868,6.054290130904969,2.347460028751232,0.39660705140379093,4.771186188125937,0.2089607745926676,-1.1746688399199166,1.1746688399199166,4.775759860700921,4.061728740885997,4.065622325545394,0.793625880726664,3.653817391435514,0.9424686192468619,239,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",holdout
20260602_231554,C0_neutral,throw_021,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_021,exit_gate_floor,6.243713749888067,1.5835711000254378,1.2909709361863864,2.0630368535834833,1.520728462348069,-0.0027990751049844498,-0.011657748364346965,-0.08535999415577411,6.19990054211332,0.765516234839525,0.05876163261056866,-0.19572785493244999,0.6371679206391072,-0.18944649666081564,6.506641816396764,2.0558658575628,0.3836549376203855,5.215670880210377,-0.0071709960206831624,-1.1370735247276835,1.1370735247276835,5.215675809888726,4.586924914516387,4.586929249924997,0.7180438723019245,3.7667107029519022,0.9379770992366412,262,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_022,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_022,exit_gate_floor,5.762682732173517,1.4493968999595381,1.4192691632522436,2.1380846627539887,1.5592033486319392,-0.029830285921724542,-0.02379928428177891,-0.16801356248505872,5.527383465906467,1.5760280759040661,0.2721586403012809,-0.26001283930600183,0.21751615960195395,-0.2573419643708098,6.244855167167982,2.6694547974734903,0.3981257031531066,4.825586003915738,0.5313701347195017,-1.1610776454788327,1.1610776454788327,4.854753804392071,4.156126872915246,4.181248190675441,0.8010763963350865,3.51501473370071,0.9217277486910994,191,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_023,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_023,exit_gate_floor,5.640478633435929,1.4736095999833196,1.294554188744538,2.157051041931438,1.6204403921370973,0.08240309103710519,0.09778939819774468,-0.15295785063315792,5.425506129815341,1.5267903600162667,0.183894098549885,-0.16302480620310356,0.7997087663529772,-0.026504890374564577,5.401309687498838,2.4651554706154855,0.3974188180422371,4.1067554987543,0.3081044286840475,-1.2230215740948602,1.2230215740948602,4.1182968646666795,3.357876578582555,3.367313342542276,0.8299495158749672,3.3411810418494663,0.9221074380165288,242,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_024,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_024,exit_gate_front_wall,5.875191480687115,1.422264599998016,1.3131699318053451,2.0356196938236173,1.5723559316965645,0.018103682217353256,-0.11588922145272162,-0.22298968834341437,5.643958553434117,1.6488887016060234,-0.4112737349817208,-0.17513250017448428,-0.0040607861472409384,-0.7737103549604251,6.602847967495008,2.6371442055014933,0.7280549488022838,5.289678035689663,0.601524511677876,-0.8443009828942807,0.8443009828942807,5.323769854098406,6.265156789888531,6.3055355400018795,0.5936314402365485,3.977491954112024,0.9397727272727273,220,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260602_231554,C0_neutral,throw_025,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260602_231554/C0_neutral/throw_025,exit_gate_floor,5.556713636665591,1.4276457999949344,1.2867080372868593,2.0401371924101177,1.6494521515799918,0.04059406995908743,0.17582935883536965,-0.16088253535579877,5.3969958836753875,1.1136708071748005,0.6119696873882099,-0.2572189174647616,0.7383199095435861,-0.2974545724258765,4.604510367018808,2.2610540889555875,0.3893027702235303,3.3178023297319483,0.22091689654546975,-1.2601493813564615,1.2601493813564615,3.325149105582188,2.6328643086429717,2.638694391932249,0.8826764883565187,3.1155592407978485,0.95,216,,"[4.136158795250567, 2.4114272057075916, 0.03414746062731508]",train
20260603_134313,C0_neutral,throw_001,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260603_134313/C0_neutral/throw_001,exit_gate_floor,4.657976145939831,1.0822501999791712,1.2485144585024144,2.120670459527562,1.4423493249616148,-0.01113132538598638,-0.08877719423831731,-0.28503140262545656,4.331429774191689,1.6834182736438024,0.403358028462258,-0.5916876406287871,0.27830626143683607,-0.8578048971037155,4.843657986498645,3.125291161332296,0.39279417186837684,3.5951435279962305,1.004620701804734,-1.0495551530932379,1.0495551530932379,3.732870174729871,3.425397433761019,3.5566212635214027,0.9697897520494221,3.7307934465056665,0.95,170,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,"[4.152039683430518, 2.461843553515413, 0.03420135378702735]",train
20260603_134313,C0_neutral,throw_002,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260603_134313/C0_neutral/throw_002,exit_gate_floor,4.6375405518832,1.1385987999965437,1.2824193163020525,2.0408917355033602,1.4799501063565408,-0.036969965934278815,-0.12130566538783683,-0.07241209154524508,4.58935939932533,0.622642387378558,0.30523295527279215,-0.26985303171637715,-0.16801386296830984,0.00775347555438376,5.365923541054447,2.39123544469898,0.39387052903953856,4.083504224752394,0.35034370919561963,-1.0860795773170022,1.0860795773170022,4.0985055164222475,3.759857297786671,3.7736696297586176,0.9538738116712393,3.8077530600253944,0.95,185,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,"[4.152039683430518, 2.461843553515413, 0.03420135378702735]",train
20260603_134313,C0_neutral,throw_003,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260603_134313/C0_neutral/throw_003,exit_gate_floor,3.9320956192083414,1.0095038000144996,1.2641450234218872,2.1037672001217596,1.5466162905354068,-0.020940741941931407,0.03724808298207183,-0.13048694513110437,3.828827366026351,0.6045006115347451,0.6316980748339837,-0.10008478098025043,0.15547880653890392,0.05092676030256978,4.225237295033326,2.252575581891226,0.38958878838240385,2.9610922716114385,0.14880838176946654,-1.157027502153003,1.157027502153003,2.96482906345068,2.5592237575177963,2.5624534057606327,1.1461348656006887,3.1725913717612872,0.95,108,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,"[4.152039683430518, 2.461843553515413, 0.03420135378702735]",holdout
20260603_134313,C0_neutral,throw_004,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260603_134313/C0_neutral/throw_004,exit_gate_floor,4.629000537547568,1.0865235999808647,1.2877176005619173,2.1700391569851845,1.4903626529387206,0.11187823746189984,-0.16591887769530933,-0.1901340091894279,4.360049276182049,1.5640958455468899,0.03166564625857604,-0.06460566628673478,-0.4368514408709584,-0.1601302128435378,5.332445830551341,2.6461454117920638,0.39675777560771885,4.044728229989424,0.4761062548068793,-1.0936048773310016,1.0936048773310016,4.0726531426503305,3.6985279727910405,3.72406270954995,1.0065173709528827,3.957703437732713,0.95,180,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,"[4.152039683430518, 2.461843553515413, 0.03420135378702735]",train
20260603_134313,C0_neutral,throw_005,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260603_134313/C0_neutral/throw_005,exit_gate_floor,4.239287502042342,1.0738119999878109,1.249733943202843,2.0950428849157063,1.550297758766964,0.057832301507865225,-0.026510900723288877,-0.13434098318919796,4.128559013081598,0.9632588228733215,0.05427418685253377,-0.12931904455619522,0.04685729334009602,-0.30596492493725574,4.760035907421646,2.515335191391397,0.3957866344937677,3.5103019642188027,0.4202923064756905,-1.1545111242731962,1.1545111242731962,3.5353734601709395,3.0405094333141713,3.0622255479751885,1.0751520045280751,3.5421345627329077,0.95,175,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,"[4.152039683430518, 2.461843553515413, 0.03420135378702735]",train
20260603_134313,C0_neutral,throw_006,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260603_134313/C0_neutral/throw_006,exit_gate_floor,5.504381511920776,1.2759416999761015,1.2838402668670739,2.1911471994680003,1.4159679524348139,0.11501550652794412,-0.046842332205809356,-0.1864258987741927,5.187696460292383,1.8089790664089684,0.273589121340626,-0.16136331233495968,0.5006832892869357,-0.18841372935135997,5.823157809442494,2.579094380405871,0.3975550019106111,4.53931754257542,0.3879471809378705,-1.0184129505242028,1.0184129505242028,4.555865095405108,4.457246483598739,4.473494855952184,0.7981657395030491,3.877515744404926,0.95,204,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,"[4.152039683430518, 2.461843553515413, 0.03420135378702735]",train
20260603_134313,C0_neutral,throw_007,04_Flight_Test/05_Results/glider_calibration/neutral_30/20260603_134313/C0_neutral/throw_007,exit_gate_floor,5.666149336837066,1.330684199987445,1.3088521426248612,2.0692849258041917,1.423418004499246,0.0723340661249221,-0.07966700094193202,-0.15860092542861048,5.532721760894608,1.2376356356830462,0.1972143738617943,-0.18323837187857506,0.6592587630437966,-0.5226210516008689,5.976035409967011,2.5034480942755137,0.394113069857989,4.66718326734215,0.4341631684713221,-1.029304934641257,1.029304934641257,4.687333709884075,4.5343057341591395,4.5538824814026055,0.7735155603793661,3.8393744904868643,0.95,216,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,"[4.152039683430518, 2.461843553515413, 0.03420135378702735]",train
