primitive_id,candidate_index,candidate_weight_label,candidate_family,row_count,accepted_or_weak_rate,continuation_valid_rate,episode_terminal_useful_rate,launch_gate_pass_rate,nominal_inflight_pass_rate,systemic_blocker_ratio,hard_failure_ratio,missing_metadata_ratio,speed_low_ratio,floor_ceiling_ratio,robust_lift_dwell_p20,robust_energy_residual_p20,wall_margin_p10,saturation_fraction_p95,uncertainty_m_s_p95,dominant_failure_label,lqr_Q_weights_json,lqr_R_weights_json,lqr_gain_checksum,lqr_synthesis_status,sampled_data_check,robust_score,eligibility_status,selection_reason
energy_retaining_bank,30,energy_retaining_bank_r61_diagnostic_exploit_030,diagnostic_exploit,200,0.36,0.11,0.25,0.25,0.31666666666666665,0.0,0.64,0.0,0.0,0.0,0.0,-0.9152061757458062,-0.06598156858374936,0.0,0.0,none,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":2.0,""q_rates"":2.2399999999999998,""q_surfaces"":0.15,""q_velocity"":2.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":2.0,""r_elevator"":1.8,""r_rudder"":2.2}",0a5dd24803d458416841c2fa5de976cc888589ebc1af48f0921280ea11969a76,solved,sampled_stable,-0.20334409359439864,rejected,below_minimum_empirical_gate
energy_retaining_bank,25,energy_retaining_bank_r61_diagnostic_exploit_025,diagnostic_exploit,200,0.355,0.11,0.245,0.25,0.31666666666666665,0.0,0.645,0.0,0.0,0.0,0.0,-0.9127100867678648,-0.06568851675084032,0.0,0.0,none,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":4.0,""q_rates"":1.6,""q_surfaces"":0.15,""q_velocity"":1.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":0.7,""r_elevator"":0.63,""r_rudder"":0.77}",44597fa0ab596e9abfbb43d7a431275c9af7c5be2761f33bdffa39f04d3aa6a1,solved,sampled_stable,-0.21747883907206222,rejected,below_minimum_empirical_gate
energy_retaining_bank,24,energy_retaining_bank_r61_diagnostic_exploit_024,diagnostic_exploit,200,0.345,0.105,0.24,0.2375,0.3,0.0,0.655,0.0,0.0,0.0,0.0,-0.9275303077444366,-0.06494252707249165,0.0,0.0,none,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":4.0,""q_rates"":1.6,""q_surfaces"":0.15,""q_velocity"":1.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":0.35,""r_elevator"":0.315,""r_rudder"":0.385}",9a31ddbf0d2c5c3ea09fa40bfc38f29bb2434f31e27714cc1451bdf0922f565c,solved,sampled_stable,-0.25288828911922456,rejected,below_minimum_empirical_gate
energy_retaining_bank,29,energy_retaining_bank_r61_diagnostic_exploit_029,diagnostic_exploit,200,0.345,0.1,0.245,0.2375,0.3,0.0,0.655,0.0,0.0,0.0,0.0,-0.9482533551248847,-0.06598806387907007,0.0,0.0,none,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":2.0,""q_rates"":1.6,""q_surfaces"":0.15,""q_velocity"":2.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":2.8,""r_elevator"":2.52,""r_rudder"":3.08}",ab7b21533d670f48273f4ee34691026faddc7e1805ac8562103f0d7a2bdd2c75,solved,sampled_stable,-0.26008128161941046,rejected,below_minimum_empirical_gate
energy_retaining_bank,28,energy_retaining_bank_r61_diagnostic_exploit_028,diagnostic_exploit,200,0.345,0.1,0.245,0.2375,0.3,0.0,0.655,0.0,0.0,0.0,0.0,-0.9524009166727557,-0.06880350440051236,0.0,0.0,none,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":2.0,""q_rates"":1.6,""q_surfaces"":0.15,""q_velocity"":2.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.4,""r_elevator"":1.26,""r_rudder"":1.54}",03547cff8c9cbb1cfa987538c2405ef419772d2e479e8bb407d582bb69a8042a,solved,sampled_stable,-0.2602960762942791,rejected,below_minimum_empirical_gate
energy_retaining_bank,27,energy_retaining_bank_r61_diagnostic_exploit_027,diagnostic_exploit,200,0.34,0.105,0.235,0.2375,0.2833333333333333,0.0,0.66,0.0,0.0,0.0,0.0,-0.9319790694087547,-0.06597370135992096,0.0,0.0,none,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":4.0,""q_rates"":1.6,""q_surfaces"":0.15,""q_velocity"":1.3,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":0.425,""r_elevator"":0.3825,""r_rudder"":0.4675}",b3087da7cfc2c9d5b4567df33cab29bb5fd086e7d0bb536c1093cdcad1c1ac91,solved,sampled_stable,-0.26734879513699317,rejected,below_minimum_empirical_gate
glide,15,glide_r61_conservative_high_r_015,conservative_high_r,200,0.36,0.155,0.205,0.3,0.2833333333333333,0.0,0.64,0.0,0.0,0.0,0.0,-0.8427610276579944,-0.0614339778429312,0.0,0.0,none,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":4.0,""q_rates"":2.0250000000000004,""q_surfaces"":0.15,""q_velocity"":2.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":5.2,""r_elevator"":3.6,""r_rudder"":5.6}",9f5ce3b8de720b12d813bfc5485ad30502d90f73cdd43099090504a2b36124e4,solved,sampled_stable,-0.14378858602303912,rejected,below_minimum_empirical_gate
glide,14,glide_r61_conservative_high_r_014,conservative_high_r,200,0.35,0.15,0.2,0.2875,0.26666666666666666,0.0,0.65,0.0,0.0,0.0,0.0,-0.8432470277252668,-0.059796479857800934,0.0,0.0,none,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":4.0,""q_rates"":1.5,""q_surfaces"":0.15,""q_velocity"":2.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":5.2,""r_elevator"":3.6,""r_rudder"":5.6}",6fa3316e848b4e09a06572434cd89182a99ddee9dd783fcd7bbf96f75851dd3e,solved,sampled_stable,-0.1785440810462151,rejected,below_minimum_empirical_gate
glide,13,glide_r61_conservative_high_r_013,conservative_high_r,200,0.35,0.15,0.2,0.2875,0.26666666666666666,0.0,0.65,0.0,0.0,0.0,0.0,-0.8519771551916216,-0.06582375561941767,0.0,0.0,none,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":4.0,""q_rates"":2.0250000000000004,""q_surfaces"":0.15,""q_velocity"":2.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":3.9000000000000004,""r_elevator"":2.7,""r_rudder"":4.199999999999999}",aacb1bb9265efb4c85daf066bf27f000fa062faf7a3eeb33e64b0c7bba5d2acb,solved,sampled_stable,-0.17899720953981724,rejected,below_minimum_empirical_gate
glide,30,glide_r61_diagnostic_exploit_030,diagnostic_exploit,200,0.345,0.145,0.2,0.275,0.26666666666666666,0.0,0.655,0.0,0.0,0.0,0.0,-0.8522359558312701,-0.06573316320940564,0.0,0.0,none,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":4.0,""q_rates"":2.2399999999999998,""q_surfaces"":0.15,""q_velocity"":2.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":2.0,""r_elevator"":1.8,""r_rudder"":2.2}",276640d48d686cd8913b2534cad50350eb7edd3580043cf944a403512086b448,solved,sampled_stable,-0.19950794964450125,rejected,below_minimum_empirical_gate
