path,relative_path,byte_count,size_mb,filename_stem_length,relative_path_length,stem_under_64,path_under_140,above_75mb,above_100mb,under_100mb,push_allowed
chunk_manifests/r6_1_finalist_rows/c00014.json,chunk_manifests/r6_1_finalist_rows/c00014.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00015.json,chunk_manifests/r6_1_finalist_rows/c00015.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00016.json,chunk_manifests/r6_1_finalist_rows/c00016.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00017.json,chunk_manifests/r6_1_finalist_rows/c00017.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00018.json,chunk_manifests/r6_1_finalist_rows/c00018.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00019.json,chunk_manifests/r6_1_finalist_rows/c00019.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00020.json,chunk_manifests/r6_1_finalist_rows/c00020.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00021.json,chunk_manifests/r6_1_finalist_rows/c00021.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00022.json,chunk_manifests/r6_1_finalist_rows/c00022.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00023.json,chunk_manifests/r6_1_finalist_rows/c00023.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00024.json,chunk_manifests/r6_1_finalist_rows/c00024.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00025.json,chunk_manifests/r6_1_finalist_rows/c00025.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00026.json,chunk_manifests/r6_1_finalist_rows/c00026.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00027.json,chunk_manifests/r6_1_finalist_rows/c00027.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00028.json,chunk_manifests/r6_1_finalist_rows/c00028.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00029.json,chunk_manifests/r6_1_finalist_rows/c00029.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00030.json,chunk_manifests/r6_1_finalist_rows/c00030.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00031.json,chunk_manifests/r6_1_finalist_rows/c00031.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00032.json,chunk_manifests/r6_1_finalist_rows/c00032.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00033.json,chunk_manifests/r6_1_finalist_rows/c00033.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00034.json,chunk_manifests/r6_1_finalist_rows/c00034.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00035.json,chunk_manifests/r6_1_finalist_rows/c00035.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00036.json,chunk_manifests/r6_1_finalist_rows/c00036.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00037.json,chunk_manifests/r6_1_finalist_rows/c00037.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00038.json,chunk_manifests/r6_1_finalist_rows/c00038.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00039.json,chunk_manifests/r6_1_finalist_rows/c00039.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00040.json,chunk_manifests/r6_1_finalist_rows/c00040.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00041.json,chunk_manifests/r6_1_finalist_rows/c00041.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00042.json,chunk_manifests/r6_1_finalist_rows/c00042.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00043.json,chunk_manifests/r6_1_finalist_rows/c00043.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00044.json,chunk_manifests/r6_1_finalist_rows/c00044.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00045.json,chunk_manifests/r6_1_finalist_rows/c00045.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00046.json,chunk_manifests/r6_1_finalist_rows/c00046.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00047.json,chunk_manifests/r6_1_finalist_rows/c00047.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00048.json,chunk_manifests/r6_1_finalist_rows/c00048.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00049.json,chunk_manifests/r6_1_finalist_rows/c00049.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00050.json,chunk_manifests/r6_1_finalist_rows/c00050.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00051.json,chunk_manifests/r6_1_finalist_rows/c00051.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00052.json,chunk_manifests/r6_1_finalist_rows/c00052.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00053.json,chunk_manifests/r6_1_finalist_rows/c00053.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00054.json,chunk_manifests/r6_1_finalist_rows/c00054.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00055.json,chunk_manifests/r6_1_finalist_rows/c00055.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00056.json,chunk_manifests/r6_1_finalist_rows/c00056.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00057.json,chunk_manifests/r6_1_finalist_rows/c00057.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00058.json,chunk_manifests/r6_1_finalist_rows/c00058.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00059.json,chunk_manifests/r6_1_finalist_rows/c00059.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00060.json,chunk_manifests/r6_1_finalist_rows/c00060.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00061.json,chunk_manifests/r6_1_finalist_rows/c00061.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00062.json,chunk_manifests/r6_1_finalist_rows/c00062.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00063.json,chunk_manifests/r6_1_finalist_rows/c00063.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00064.json,chunk_manifests/r6_1_finalist_rows/c00064.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00065.json,chunk_manifests/r6_1_finalist_rows/c00065.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00066.json,chunk_manifests/r6_1_finalist_rows/c00066.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00067.json,chunk_manifests/r6_1_finalist_rows/c00067.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00068.json,chunk_manifests/r6_1_finalist_rows/c00068.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00069.json,chunk_manifests/r6_1_finalist_rows/c00069.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00070.json,chunk_manifests/r6_1_finalist_rows/c00070.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00071.json,chunk_manifests/r6_1_finalist_rows/c00071.json,4911,0.004683494567871094,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00072.json,chunk_manifests/r6_1_finalist_rows/c00072.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00073.json,chunk_manifests/r6_1_finalist_rows/c00073.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00074.json,chunk_manifests/r6_1_finalist_rows/c00074.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00075.json,chunk_manifests/r6_1_finalist_rows/c00075.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_finalist_rows/c00076.json,chunk_manifests/r6_1_finalist_rows/c00076.json,4909,0.004681587219238281,6,46,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00000.json,chunk_manifests/r6_1_screen_rows/c00000.json,4901,0.004673957824707031,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00001.json,chunk_manifests/r6_1_screen_rows/c00001.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00002.json,chunk_manifests/r6_1_screen_rows/c00002.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00003.json,chunk_manifests/r6_1_screen_rows/c00003.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00004.json,chunk_manifests/r6_1_screen_rows/c00004.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00005.json,chunk_manifests/r6_1_screen_rows/c00005.json,4903,0.004675865173339844,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00006.json,chunk_manifests/r6_1_screen_rows/c00006.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00007.json,chunk_manifests/r6_1_screen_rows/c00007.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00008.json,chunk_manifests/r6_1_screen_rows/c00008.json,4906,0.0046787261962890625,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00009.json,chunk_manifests/r6_1_screen_rows/c00009.json,4906,0.0046787261962890625,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00010.json,chunk_manifests/r6_1_screen_rows/c00010.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00011.json,chunk_manifests/r6_1_screen_rows/c00011.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00012.json,chunk_manifests/r6_1_screen_rows/c00012.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00013.json,chunk_manifests/r6_1_screen_rows/c00013.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00014.json,chunk_manifests/r6_1_screen_rows/c00014.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00015.json,chunk_manifests/r6_1_screen_rows/c00015.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00016.json,chunk_manifests/r6_1_screen_rows/c00016.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00017.json,chunk_manifests/r6_1_screen_rows/c00017.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00018.json,chunk_manifests/r6_1_screen_rows/c00018.json,4903,0.004675865173339844,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00019.json,chunk_manifests/r6_1_screen_rows/c00019.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00020.json,chunk_manifests/r6_1_screen_rows/c00020.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00021.json,chunk_manifests/r6_1_screen_rows/c00021.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00022.json,chunk_manifests/r6_1_screen_rows/c00022.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00023.json,chunk_manifests/r6_1_screen_rows/c00023.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00024.json,chunk_manifests/r6_1_screen_rows/c00024.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00025.json,chunk_manifests/r6_1_screen_rows/c00025.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00026.json,chunk_manifests/r6_1_screen_rows/c00026.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00027.json,chunk_manifests/r6_1_screen_rows/c00027.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00028.json,chunk_manifests/r6_1_screen_rows/c00028.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00029.json,chunk_manifests/r6_1_screen_rows/c00029.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00030.json,chunk_manifests/r6_1_screen_rows/c00030.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00031.json,chunk_manifests/r6_1_screen_rows/c00031.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00032.json,chunk_manifests/r6_1_screen_rows/c00032.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00033.json,chunk_manifests/r6_1_screen_rows/c00033.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00034.json,chunk_manifests/r6_1_screen_rows/c00034.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00035.json,chunk_manifests/r6_1_screen_rows/c00035.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00036.json,chunk_manifests/r6_1_screen_rows/c00036.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00037.json,chunk_manifests/r6_1_screen_rows/c00037.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00038.json,chunk_manifests/r6_1_screen_rows/c00038.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00039.json,chunk_manifests/r6_1_screen_rows/c00039.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00040.json,chunk_manifests/r6_1_screen_rows/c00040.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00041.json,chunk_manifests/r6_1_screen_rows/c00041.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00042.json,chunk_manifests/r6_1_screen_rows/c00042.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00043.json,chunk_manifests/r6_1_screen_rows/c00043.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00044.json,chunk_manifests/r6_1_screen_rows/c00044.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00045.json,chunk_manifests/r6_1_screen_rows/c00045.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00046.json,chunk_manifests/r6_1_screen_rows/c00046.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00047.json,chunk_manifests/r6_1_screen_rows/c00047.json,4907,0.004679679870605469,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00048.json,chunk_manifests/r6_1_screen_rows/c00048.json,4905,0.004677772521972656,6,44,True,True,False,False,True,True
chunk_manifests/r6_1_screen_rows/c00049.json,chunk_manifests/r6_1_screen_rows/c00049.json,4904,0.00467681884765625,6,44,True,True,False,False,True,True
manifests/run_manifest.json,manifests/run_manifest.json,2418,0.0023059844970703125,12,27,True,True,False,False,True,True
manifests/selected_lqr_controllers.json,manifests/selected_lqr_controllers.json,1002442,0.9560031890869141,24,39,True,True,False,False,True,True
manifests/table_manifest.json,manifests/table_manifest.json,661997,0.6313295364379883,14,29,True,True,False,False,True,True
metrics/chunk_summary.csv,metrics/chunk_summary.csv,18665,0.017800331115722656,13,25,True,True,False,False,True,True
metrics/coverage_summary.csv,metrics/coverage_summary.csv,7770,0.0074100494384765625,16,28,True,True,False,False,True,True
metrics/file_size_audit.csv,metrics/file_size_audit.csv,40477,0.03860187530517578,15,27,True,True,False,False,True,True
metrics/lqr_synthesis_audit.csv,metrics/lqr_synthesis_audit.csv,26316,0.025096893310546875,19,31,True,True,False,False,True,True
metrics/objective_term_summary.csv,metrics/objective_term_summary.csv,1394,0.0013294219970703125,22,34,True,True,False,False,True,True
metrics/qr_candidate_rankings.csv,metrics/qr_candidate_rankings.csv,616682,0.5881137847900391,21,33,True,True,False,False,True,True
metrics/r6_candidate_strata_summary.csv,metrics/r6_candidate_strata_summary.csv,174456,0.16637420654296875,27,39,True,True,False,False,True,True
metrics/r6_failure_taxonomy.csv,metrics/r6_failure_taxonomy.csv,49016,0.04674530029296875,19,31,True,True,False,False,True,True
metrics/r6_selection_thresholds.csv,metrics/r6_selection_thresholds.csv,271,0.00025844573974609375,23,35,True,True,False,False,True,True
metrics/r6_stage_a_diagnostics.csv,metrics/r6_stage_a_diagnostics.csv,92100,0.08783340454101562,22,34,True,True,False,False,True,True
metrics/r6_stage_c_screen_summary.csv,metrics/r6_stage_c_screen_summary.csv,205319,0.19580745697021484,25,37,True,True,False,False,True,True
metrics/r6_stage_d_finalist_summary.csv,metrics/r6_stage_d_finalist_summary.csv,37570,0.03582954406738281,27,39,True,True,False,False,True,True
metrics/r6_stage_e_tiebreak_summary.csv,metrics/r6_stage_e_tiebreak_summary.csv,708,0.000675201416015625,27,39,True,True,False,False,True,True
metrics/runtime_summary.csv,metrics/runtime_summary.csv,462,0.0004405975341796875,15,27,True,True,False,False,True,True
metrics/selected_lqr_controllers.csv,metrics/selected_lqr_controllers.csv,629371,0.600214958190918,24,36,True,True,False,False,True,True
reports/claim_boundary_report.md,reports/claim_boundary_report.md,240,0.0002288818359375,21,32,True,True,False,False,True,True
reports/r6_1_smart_lqr_tuning_report.md,reports/r6_1_smart_lqr_tuning_report.md,918,0.0008754730224609375,28,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00000.csv.gz,tables/r6_1_finalist_rows/c00000.csv.gz,70132,0.06688308715820312,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00001.csv.gz,tables/r6_1_finalist_rows/c00001.csv.gz,70765,0.06748676300048828,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00002.csv.gz,tables/r6_1_finalist_rows/c00002.csv.gz,69290,0.06608009338378906,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00003.csv.gz,tables/r6_1_finalist_rows/c00003.csv.gz,70133,0.06688404083251953,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00004.csv.gz,tables/r6_1_finalist_rows/c00004.csv.gz,70960,0.0676727294921875,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00005.csv.gz,tables/r6_1_finalist_rows/c00005.csv.gz,70638,0.06736564636230469,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00006.csv.gz,tables/r6_1_finalist_rows/c00006.csv.gz,70968,0.06768035888671875,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00007.csv.gz,tables/r6_1_finalist_rows/c00007.csv.gz,70447,0.0671834945678711,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00008.csv.gz,tables/r6_1_finalist_rows/c00008.csv.gz,70896,0.0676116943359375,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00009.csv.gz,tables/r6_1_finalist_rows/c00009.csv.gz,70394,0.06713294982910156,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00010.csv.gz,tables/r6_1_finalist_rows/c00010.csv.gz,70717,0.06744098663330078,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00011.csv.gz,tables/r6_1_finalist_rows/c00011.csv.gz,70114,0.06686592102050781,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00012.csv.gz,tables/r6_1_finalist_rows/c00012.csv.gz,69809,0.0665750503540039,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00013.csv.gz,tables/r6_1_finalist_rows/c00013.csv.gz,70313,0.06705570220947266,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00014.csv.gz,tables/r6_1_finalist_rows/c00014.csv.gz,69977,0.06673526763916016,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00015.csv.gz,tables/r6_1_finalist_rows/c00015.csv.gz,69901,0.06666278839111328,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00016.csv.gz,tables/r6_1_finalist_rows/c00016.csv.gz,70620,0.06734848022460938,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00017.csv.gz,tables/r6_1_finalist_rows/c00017.csv.gz,69194,0.06598854064941406,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00018.csv.gz,tables/r6_1_finalist_rows/c00018.csv.gz,69258,0.06604957580566406,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00019.csv.gz,tables/r6_1_finalist_rows/c00019.csv.gz,70652,0.06737899780273438,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00020.csv.gz,tables/r6_1_finalist_rows/c00020.csv.gz,70586,0.06731605529785156,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00021.csv.gz,tables/r6_1_finalist_rows/c00021.csv.gz,71098,0.06780433654785156,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00022.csv.gz,tables/r6_1_finalist_rows/c00022.csv.gz,70478,0.06721305847167969,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00023.csv.gz,tables/r6_1_finalist_rows/c00023.csv.gz,70607,0.0673360824584961,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00024.csv.gz,tables/r6_1_finalist_rows/c00024.csv.gz,69994,0.06675148010253906,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00025.csv.gz,tables/r6_1_finalist_rows/c00025.csv.gz,70654,0.06738090515136719,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00026.csv.gz,tables/r6_1_finalist_rows/c00026.csv.gz,71005,0.06771564483642578,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00027.csv.gz,tables/r6_1_finalist_rows/c00027.csv.gz,71106,0.06781196594238281,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00028.csv.gz,tables/r6_1_finalist_rows/c00028.csv.gz,70475,0.06721019744873047,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00029.csv.gz,tables/r6_1_finalist_rows/c00029.csv.gz,69442,0.06622505187988281,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00030.csv.gz,tables/r6_1_finalist_rows/c00030.csv.gz,70021,0.06677722930908203,10,39,True,True,False,False,True,True
tables/r6_1_finalist_rows/c00031.csv.gz,tables/r6_1_finalist_rows/c00031.csv.gz,71040,0.0677490234375,10,39,True,True,False,False,True,True
