run_id,stage,row_count,stage_status,selected_worker_count,actual_worker_count,worker_enabled,chunk_execution_backend,scheduled_chunk_count,completed_chunk_count,skipped_chunk_count,failed_chunk_count,registry_status,registry_claim_status,archive_evidence_status,evidence_eligibility_reason
111,R6_1_W0_W1_LQR_smart_QR_tuning,9600,blocked,8,0,False,,0,0,0,0,blocked,simulation_only_blocked,blocked,blocked_no_selected_or_accepted_fallback:energy_retaining_bank
