primitive_id,candidate_index,candidate_weight_label,stage_label,start_state_family,row_count,pass_rate,accepted_or_weak_rate,continuation_valid_rate,episode_terminal_useful_rate
energy_retaining_bank,13,energy_retaining_bank_r61_conservative_high_r_013,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,13,energy_retaining_bank_r61_conservative_high_r_013,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,14,energy_retaining_bank_r61_conservative_high_r_014,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,14,energy_retaining_bank_r61_conservative_high_r_014,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,14,energy_retaining_bank_r61_conservative_high_r_014,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,14,energy_retaining_bank_r61_conservative_high_r_014,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,14,energy_retaining_bank_r61_conservative_high_r_014,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,15,energy_retaining_bank_r61_conservative_high_r_015,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,15,energy_retaining_bank_r61_conservative_high_r_015,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,15,energy_retaining_bank_r61_conservative_high_r_015,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,15,energy_retaining_bank_r61_conservative_high_r_015,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,15,energy_retaining_bank_r61_conservative_high_r_015,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,16,energy_retaining_bank_r61_aggressive_low_r_016,stage_c,inflight_boundary_near,4,0.75,0.75,0.0,0.75
energy_retaining_bank,16,energy_retaining_bank_r61_aggressive_low_r_016,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,16,energy_retaining_bank_r61_aggressive_low_r_016,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,16,energy_retaining_bank_r61_aggressive_low_r_016,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,16,energy_retaining_bank_r61_aggressive_low_r_016,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,17,energy_retaining_bank_r61_aggressive_low_r_017,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,17,energy_retaining_bank_r61_aggressive_low_r_017,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,17,energy_retaining_bank_r61_aggressive_low_r_017,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,17,energy_retaining_bank_r61_aggressive_low_r_017,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,17,energy_retaining_bank_r61_aggressive_low_r_017,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,18,energy_retaining_bank_r61_aggressive_low_r_018,stage_c,inflight_boundary_near,4,0.75,0.75,0.0,0.75
energy_retaining_bank,18,energy_retaining_bank_r61_aggressive_low_r_018,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,18,energy_retaining_bank_r61_aggressive_low_r_018,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,18,energy_retaining_bank_r61_aggressive_low_r_018,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,18,energy_retaining_bank_r61_aggressive_low_r_018,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,19,energy_retaining_bank_r61_aggressive_low_r_019,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,19,energy_retaining_bank_r61_aggressive_low_r_019,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,19,energy_retaining_bank_r61_aggressive_low_r_019,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,19,energy_retaining_bank_r61_aggressive_low_r_019,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,19,energy_retaining_bank_r61_aggressive_low_r_019,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,20,energy_retaining_bank_r61_aggressive_low_r_020,stage_c,inflight_boundary_near,4,0.75,0.75,0.0,0.75
energy_retaining_bank,20,energy_retaining_bank_r61_aggressive_low_r_020,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,20,energy_retaining_bank_r61_aggressive_low_r_020,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,20,energy_retaining_bank_r61_aggressive_low_r_020,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,20,energy_retaining_bank_r61_aggressive_low_r_020,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,21,energy_retaining_bank_r61_aggressive_low_r_021,stage_c,inflight_boundary_near,4,0.75,0.75,0.0,0.75
energy_retaining_bank,21,energy_retaining_bank_r61_aggressive_low_r_021,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,21,energy_retaining_bank_r61_aggressive_low_r_021,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,21,energy_retaining_bank_r61_aggressive_low_r_021,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,21,energy_retaining_bank_r61_aggressive_low_r_021,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,22,energy_retaining_bank_r61_aggressive_low_r_022,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,22,energy_retaining_bank_r61_aggressive_low_r_022,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,22,energy_retaining_bank_r61_aggressive_low_r_022,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,22,energy_retaining_bank_r61_aggressive_low_r_022,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,22,energy_retaining_bank_r61_aggressive_low_r_022,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,23,energy_retaining_bank_r61_aggressive_low_r_023,stage_c,inflight_boundary_near,4,0.75,0.75,0.0,0.75
energy_retaining_bank,23,energy_retaining_bank_r61_aggressive_low_r_023,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,23,energy_retaining_bank_r61_aggressive_low_r_023,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,23,energy_retaining_bank_r61_aggressive_low_r_023,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,23,energy_retaining_bank_r61_aggressive_low_r_023,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,24,energy_retaining_bank_r61_diagnostic_exploit_024,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,24,energy_retaining_bank_r61_diagnostic_exploit_024,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,24,energy_retaining_bank_r61_diagnostic_exploit_024,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,24,energy_retaining_bank_r61_diagnostic_exploit_024,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,24,energy_retaining_bank_r61_diagnostic_exploit_024,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,24,energy_retaining_bank_r61_diagnostic_exploit_024,stage_d,inflight_boundary_near,20,0.9,0.9,0.0,0.9
energy_retaining_bank,24,energy_retaining_bank_r61_diagnostic_exploit_024,stage_d,inflight_lift_region,20,0.55,0.55,0.1,0.45
energy_retaining_bank,24,energy_retaining_bank_r61_diagnostic_exploit_024,stage_d,inflight_nominal,60,0.3,0.3,0.03333333333333333,0.26666666666666666
energy_retaining_bank,24,energy_retaining_bank_r61_diagnostic_exploit_024,stage_d,inflight_recovery_edge,20,0.15,0.15,0.0,0.15
energy_retaining_bank,24,energy_retaining_bank_r61_diagnostic_exploit_024,stage_d,launch_gate,80,0.2375,0.2375,0.2125,0.025
energy_retaining_bank,25,energy_retaining_bank_r61_diagnostic_exploit_025,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,25,energy_retaining_bank_r61_diagnostic_exploit_025,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,25,energy_retaining_bank_r61_diagnostic_exploit_025,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,25,energy_retaining_bank_r61_diagnostic_exploit_025,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,25,energy_retaining_bank_r61_diagnostic_exploit_025,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,25,energy_retaining_bank_r61_diagnostic_exploit_025,stage_d,inflight_boundary_near,20,0.9,0.9,0.0,0.9
energy_retaining_bank,25,energy_retaining_bank_r61_diagnostic_exploit_025,stage_d,inflight_lift_region,20,0.55,0.55,0.1,0.45
energy_retaining_bank,25,energy_retaining_bank_r61_diagnostic_exploit_025,stage_d,inflight_nominal,60,0.31666666666666665,0.31666666666666665,0.03333333333333333,0.2833333333333333
energy_retaining_bank,25,energy_retaining_bank_r61_diagnostic_exploit_025,stage_d,inflight_recovery_edge,20,0.15,0.15,0.0,0.15
energy_retaining_bank,25,energy_retaining_bank_r61_diagnostic_exploit_025,stage_d,launch_gate,80,0.25,0.25,0.225,0.025
energy_retaining_bank,26,energy_retaining_bank_r61_diagnostic_exploit_026,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,26,energy_retaining_bank_r61_diagnostic_exploit_026,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,26,energy_retaining_bank_r61_diagnostic_exploit_026,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,26,energy_retaining_bank_r61_diagnostic_exploit_026,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,26,energy_retaining_bank_r61_diagnostic_exploit_026,stage_c,launch_gate,8,0.125,0.125,0.125,0.0
energy_retaining_bank,27,energy_retaining_bank_r61_diagnostic_exploit_027,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,27,energy_retaining_bank_r61_diagnostic_exploit_027,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,27,energy_retaining_bank_r61_diagnostic_exploit_027,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,27,energy_retaining_bank_r61_diagnostic_exploit_027,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,27,energy_retaining_bank_r61_diagnostic_exploit_027,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,27,energy_retaining_bank_r61_diagnostic_exploit_027,stage_d,inflight_boundary_near,20,0.9,0.9,0.0,0.9
energy_retaining_bank,27,energy_retaining_bank_r61_diagnostic_exploit_027,stage_d,inflight_lift_region,20,0.55,0.55,0.1,0.45
energy_retaining_bank,27,energy_retaining_bank_r61_diagnostic_exploit_027,stage_d,inflight_nominal,60,0.2833333333333333,0.2833333333333333,0.03333333333333333,0.25
energy_retaining_bank,27,energy_retaining_bank_r61_diagnostic_exploit_027,stage_d,inflight_recovery_edge,20,0.15,0.15,0.0,0.15
energy_retaining_bank,27,energy_retaining_bank_r61_diagnostic_exploit_027,stage_d,launch_gate,80,0.2375,0.2375,0.2125,0.025
energy_retaining_bank,28,energy_retaining_bank_r61_diagnostic_exploit_028,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,28,energy_retaining_bank_r61_diagnostic_exploit_028,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,28,energy_retaining_bank_r61_diagnostic_exploit_028,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,28,energy_retaining_bank_r61_diagnostic_exploit_028,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,28,energy_retaining_bank_r61_diagnostic_exploit_028,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,28,energy_retaining_bank_r61_diagnostic_exploit_028,stage_d,inflight_boundary_near,20,0.9,0.9,0.0,0.9
energy_retaining_bank,28,energy_retaining_bank_r61_diagnostic_exploit_028,stage_d,inflight_lift_region,20,0.55,0.55,0.1,0.45
energy_retaining_bank,28,energy_retaining_bank_r61_diagnostic_exploit_028,stage_d,inflight_nominal,60,0.3,0.3,0.03333333333333333,0.26666666666666666
energy_retaining_bank,28,energy_retaining_bank_r61_diagnostic_exploit_028,stage_d,inflight_recovery_edge,20,0.15,0.15,0.0,0.15
energy_retaining_bank,28,energy_retaining_bank_r61_diagnostic_exploit_028,stage_d,launch_gate,80,0.2375,0.2375,0.2,0.0375
energy_retaining_bank,29,energy_retaining_bank_r61_diagnostic_exploit_029,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,29,energy_retaining_bank_r61_diagnostic_exploit_029,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,29,energy_retaining_bank_r61_diagnostic_exploit_029,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,29,energy_retaining_bank_r61_diagnostic_exploit_029,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,29,energy_retaining_bank_r61_diagnostic_exploit_029,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,29,energy_retaining_bank_r61_diagnostic_exploit_029,stage_d,inflight_boundary_near,20,0.9,0.9,0.0,0.9
energy_retaining_bank,29,energy_retaining_bank_r61_diagnostic_exploit_029,stage_d,inflight_lift_region,20,0.55,0.55,0.1,0.45
energy_retaining_bank,29,energy_retaining_bank_r61_diagnostic_exploit_029,stage_d,inflight_nominal,60,0.3,0.3,0.03333333333333333,0.26666666666666666
energy_retaining_bank,29,energy_retaining_bank_r61_diagnostic_exploit_029,stage_d,inflight_recovery_edge,20,0.15,0.15,0.0,0.15
energy_retaining_bank,29,energy_retaining_bank_r61_diagnostic_exploit_029,stage_d,launch_gate,80,0.2375,0.2375,0.2,0.0375
energy_retaining_bank,30,energy_retaining_bank_r61_diagnostic_exploit_030,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,30,energy_retaining_bank_r61_diagnostic_exploit_030,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,30,energy_retaining_bank_r61_diagnostic_exploit_030,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,30,energy_retaining_bank_r61_diagnostic_exploit_030,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,30,energy_retaining_bank_r61_diagnostic_exploit_030,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,30,energy_retaining_bank_r61_diagnostic_exploit_030,stage_d,inflight_boundary_near,20,0.9,0.9,0.0,0.9
energy_retaining_bank,30,energy_retaining_bank_r61_diagnostic_exploit_030,stage_d,inflight_lift_region,20,0.6,0.6,0.15,0.45
energy_retaining_bank,30,energy_retaining_bank_r61_diagnostic_exploit_030,stage_d,inflight_nominal,60,0.31666666666666665,0.31666666666666665,0.03333333333333333,0.2833333333333333
energy_retaining_bank,30,energy_retaining_bank_r61_diagnostic_exploit_030,stage_d,inflight_recovery_edge,20,0.15,0.15,0.0,0.15
energy_retaining_bank,30,energy_retaining_bank_r61_diagnostic_exploit_030,stage_d,launch_gate,80,0.25,0.25,0.2125,0.0375
energy_retaining_bank,31,energy_retaining_bank_r61_diagnostic_exploit_031,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,31,energy_retaining_bank_r61_diagnostic_exploit_031,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,31,energy_retaining_bank_r61_diagnostic_exploit_031,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,31,energy_retaining_bank_r61_diagnostic_exploit_031,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,31,energy_retaining_bank_r61_diagnostic_exploit_031,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
glide,0,glide_r61_nominal_000,stage_c,inflight_boundary_near,4,0.75,0.75,0.0,0.75
glide,0,glide_r61_nominal_000,stage_c,inflight_lift_region,4,0.25,0.25,0.25,0.0
glide,0,glide_r61_nominal_000,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
glide,0,glide_r61_nominal_000,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
glide,0,glide_r61_nominal_000,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
glide,1,glide_r61_local_001,stage_c,inflight_boundary_near,4,0.75,0.75,0.0,0.75
glide,1,glide_r61_local_001,stage_c,inflight_lift_region,4,0.25,0.25,0.25,0.0
glide,1,glide_r61_local_001,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
glide,1,glide_r61_local_001,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
glide,1,glide_r61_local_001,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
glide,2,glide_r61_local_002,stage_c,inflight_boundary_near,4,0.75,0.75,0.0,0.75
glide,2,glide_r61_local_002,stage_c,inflight_lift_region,4,0.25,0.25,0.25,0.0
