primitive_id,candidate_index,candidate_weight_label,stage_label,start_state_family,row_count,pass_rate,accepted_or_weak_rate,continuation_valid_rate,episode_terminal_useful_rate
energy_retaining_bank,0,energy_retaining_bank_r61_nominal_000,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,0,energy_retaining_bank_r61_nominal_000,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,0,energy_retaining_bank_r61_nominal_000,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,0,energy_retaining_bank_r61_nominal_000,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,0,energy_retaining_bank_r61_nominal_000,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,1,energy_retaining_bank_r61_local_001,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,1,energy_retaining_bank_r61_local_001,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,1,energy_retaining_bank_r61_local_001,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,1,energy_retaining_bank_r61_local_001,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,1,energy_retaining_bank_r61_local_001,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,2,energy_retaining_bank_r61_local_002,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,2,energy_retaining_bank_r61_local_002,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,2,energy_retaining_bank_r61_local_002,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,2,energy_retaining_bank_r61_local_002,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,2,energy_retaining_bank_r61_local_002,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,3,energy_retaining_bank_r61_local_003,stage_c,inflight_boundary_near,4,0.75,0.75,0.0,0.75
energy_retaining_bank,3,energy_retaining_bank_r61_local_003,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,3,energy_retaining_bank_r61_local_003,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,3,energy_retaining_bank_r61_local_003,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,3,energy_retaining_bank_r61_local_003,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,4,energy_retaining_bank_r61_local_004,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,4,energy_retaining_bank_r61_local_004,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,4,energy_retaining_bank_r61_local_004,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,4,energy_retaining_bank_r61_local_004,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,4,energy_retaining_bank_r61_local_004,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,5,energy_retaining_bank_r61_local_005,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,5,energy_retaining_bank_r61_local_005,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,5,energy_retaining_bank_r61_local_005,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,5,energy_retaining_bank_r61_local_005,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,5,energy_retaining_bank_r61_local_005,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,6,energy_retaining_bank_r61_local_006,stage_c,inflight_boundary_near,4,0.75,0.75,0.0,0.75
energy_retaining_bank,6,energy_retaining_bank_r61_local_006,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,6,energy_retaining_bank_r61_local_006,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,6,energy_retaining_bank_r61_local_006,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,6,energy_retaining_bank_r61_local_006,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,7,energy_retaining_bank_r61_local_007,stage_c,inflight_boundary_near,4,0.75,0.75,0.0,0.75
energy_retaining_bank,7,energy_retaining_bank_r61_local_007,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,7,energy_retaining_bank_r61_local_007,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,7,energy_retaining_bank_r61_local_007,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,7,energy_retaining_bank_r61_local_007,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,8,energy_retaining_bank_r61_conservative_high_r_008,stage_c,inflight_boundary_near,4,0.75,0.75,0.0,0.75
energy_retaining_bank,8,energy_retaining_bank_r61_conservative_high_r_008,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,8,energy_retaining_bank_r61_conservative_high_r_008,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,8,energy_retaining_bank_r61_conservative_high_r_008,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,8,energy_retaining_bank_r61_conservative_high_r_008,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,9,energy_retaining_bank_r61_conservative_high_r_009,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,9,energy_retaining_bank_r61_conservative_high_r_009,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,9,energy_retaining_bank_r61_conservative_high_r_009,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,9,energy_retaining_bank_r61_conservative_high_r_009,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,9,energy_retaining_bank_r61_conservative_high_r_009,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,10,energy_retaining_bank_r61_conservative_high_r_010,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,10,energy_retaining_bank_r61_conservative_high_r_010,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,10,energy_retaining_bank_r61_conservative_high_r_010,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,10,energy_retaining_bank_r61_conservative_high_r_010,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,10,energy_retaining_bank_r61_conservative_high_r_010,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,11,energy_retaining_bank_r61_conservative_high_r_011,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,11,energy_retaining_bank_r61_conservative_high_r_011,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,11,energy_retaining_bank_r61_conservative_high_r_011,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,11,energy_retaining_bank_r61_conservative_high_r_011,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,11,energy_retaining_bank_r61_conservative_high_r_011,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,12,energy_retaining_bank_r61_conservative_high_r_012,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,12,energy_retaining_bank_r61_conservative_high_r_012,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,12,energy_retaining_bank_r61_conservative_high_r_012,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
energy_retaining_bank,12,energy_retaining_bank_r61_conservative_high_r_012,stage_c,inflight_recovery_edge,2,0.5,0.5,0.0,0.5
energy_retaining_bank,12,energy_retaining_bank_r61_conservative_high_r_012,stage_c,launch_gate,8,0.25,0.25,0.25,0.0
energy_retaining_bank,13,energy_retaining_bank_r61_conservative_high_r_013,stage_c,inflight_boundary_near,4,1.0,1.0,0.0,1.0
energy_retaining_bank,13,energy_retaining_bank_r61_conservative_high_r_013,stage_c,inflight_lift_region,4,0.25,0.25,0.0,0.25
energy_retaining_bank,13,energy_retaining_bank_r61_conservative_high_r_013,stage_c,inflight_nominal,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
