primitive_name,entry_set_pass,predicted_safe,rejection_reason,score,predicted_min_wall_distance_m,predicted_max_alpha_deg,predicted_terminal_speed_m_s,selected
agile_reversal_left_tvlqr,True,True,,0.21906960072386655,0.25,3.053834490775539,6.480397281581098,True
