boundary_use_class,continuation_valid,episode_terminal_useful,outcome_class,row_count
continuation_valid,True,False,accepted,45096
continuation_valid,True,False,weak,79704
episode_terminal_useful,False,True,weak,7397
hard_failure,False,False,failed,2203
