start_state_family,primitive_id,entry_role,W_layer,row_count
inflight_boundary_near,recovery,terminal_or_recovery,W0,1600
inflight_boundary_near,recovery,terminal_or_recovery,W1,3200
inflight_boundary_near,safe_exit_or_recovery_handoff,terminal_or_recovery,W0,1600
inflight_boundary_near,safe_exit_or_recovery_handoff,terminal_or_recovery,W1,3200
inflight_lift_region,energy_retaining_bank,inflight_only,W0,1200
inflight_lift_region,energy_retaining_bank,inflight_only,W1,2400
inflight_lift_region,glide,inflight_only,W0,1200
inflight_lift_region,glide,inflight_only,W1,2400
inflight_lift_region,lift_dwell_arc,inflight_only,W0,1200
inflight_lift_region,lift_dwell_arc,inflight_only,W1,2400
inflight_lift_region,lift_entry,inflight_only,W0,1200
inflight_lift_region,lift_entry,inflight_only,W1,2400
inflight_lift_region,mild_turn_left,inflight_only,W0,1200
inflight_lift_region,mild_turn_left,inflight_only,W1,2400
inflight_lift_region,mild_turn_right,inflight_only,W0,1200
inflight_lift_region,mild_turn_right,inflight_only,W1,2400
inflight_nominal,energy_retaining_bank,inflight_only,W0,2000
inflight_nominal,energy_retaining_bank,inflight_only,W1,4000
inflight_nominal,glide,inflight_only,W0,2000
inflight_nominal,glide,inflight_only,W1,4000
inflight_nominal,lift_dwell_arc,inflight_only,W0,2000
inflight_nominal,lift_dwell_arc,inflight_only,W1,4000
inflight_nominal,lift_entry,inflight_only,W0,2000
inflight_nominal,lift_entry,inflight_only,W1,4000
inflight_nominal,mild_turn_left,inflight_only,W0,2000
inflight_nominal,mild_turn_left,inflight_only,W1,4000
inflight_nominal,mild_turn_right,inflight_only,W0,2000
inflight_nominal,mild_turn_right,inflight_only,W1,4000
inflight_recovery_edge,recovery,terminal_or_recovery,W0,1600
inflight_recovery_edge,recovery,terminal_or_recovery,W1,3200
inflight_recovery_edge,safe_exit_or_recovery_handoff,terminal_or_recovery,W0,1600
inflight_recovery_edge,safe_exit_or_recovery_handoff,terminal_or_recovery,W1,3200
launch_gate,launch_capture_energy_build,launch_capable,W0,3200
launch_gate,launch_capture_energy_build,launch_capable,W1,6400
launch_gate,launch_capture_glide_stabilise,launch_capable,W0,3200
launch_gate,launch_capture_glide_stabilise,launch_capable,W1,6400
launch_gate,launch_capture_lift_seek,launch_capable,W0,3200
launch_gate,launch_capture_lift_seek,launch_capable,W1,6400
launch_gate,launch_capture_safe_handoff,launch_capable,W0,3200
launch_gate,launch_capture_safe_handoff,launch_capable,W1,6400
launch_gate,launch_capture_shallow_left,launch_capable,W0,3200
launch_gate,launch_capture_shallow_left,launch_capable,W1,6400
launch_gate,launch_capture_shallow_right,launch_capable,W0,3200
launch_gate,launch_capture_shallow_right,launch_capable,W1,6400
